linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=4187 | nome=Paulo | acao=participou da aula | valor=1526
linha=4188 | nome=Carlos | acao=executou o benchmark | valor=8450
linha=4189 | nome=Helena | acao=estudou computacao | valor=3973
linha=4190 | nome=Renata | acao=escreveu o relatorio | valor=3078
linha=4191 | nome=Eduarda | acao=otimizou o algoritmo | valor=9757
linha=4192 | nome=Felipe | acao=otimizou o algoritmo | valor=4849
linha=4193 | nome=Bruno | acao=comparou as metricas | valor=7889
linha=4194 | nome=Daniela | acao=otimizou o algoritmo | valor=8467
linha=4195 | nome=Mariana | acao=escreveu o relatorio | valor=7235
linha=4196 | nome=Tiago | acao=escreveu o relatorio | valor=9688
linha=4197 | nome=Sofia | acao=participou da aula | valor=4348
linha=4198 | nome=Karen | acao=estudou computacao | valor=6788
linha=4199 | nome=Mariana | acao=analisou os resultados | valor=6570
linha=4200 | nome=Gabriela | acao=executou o benchmark | valor=5913
linha=4201 | nome=Felipe | acao=participou da aula | valor=7154
linha=4202 | nome=Joao | acao=comparou as metricas | valor=7239
linha=4203 | nome=Igor | acao=analisou os resultados | valor=8967
linha=4204 | nome=Eduarda | acao=otimizou o algoritmo | valor=8272
linha=4205 | nome=Mariana | acao=executou o benchmark | valor=1888
linha=4206 | nome=Eduarda | acao=comparou as metricas | valor=1764
linha=4207 | nome=Paulo | acao=comparou as metricas | valor=7293
linha=4208 | nome=Otavio | acao=otimizou o algoritmo | valor=9212
linha=4209 | nome=Helena | acao=escreveu o relatorio | valor=8633
linha=4210 | nome=Eduarda | acao=comparou as metricas | valor=8956
linha=4211 | nome=Bruno | acao=fez um experimento | valor=1486
linha=4212 | nome=Lucas | acao=analisou os resultados | valor=6003
linha=4213 | nome=Ana | acao=fez um experimento | valor=8330
linha=4214 | nome=Natalia | acao=comparou as metricas | valor=6436
linha=4215 | nome=Lucas | acao=executou o benchmark | valor=4330
linha=4216 | nome=Joao | acao=estudou computacao | valor=2828
linha=4217 | nome=Otavio | acao=executou o benchmark | valor=8042
linha=4218 | nome=Otavio | acao=executou o benchmark | valor=6192
linha=4219 | nome=Tiago | acao=analisou os resultados | valor=8461
linha=4220 | nome=Lucas | acao=comparou as metricas | valor=6315
linha=4221 | nome=Tiago | acao=participou da aula | valor=7183
linha=4222 | nome=Lucas | acao=participou da aula | valor=2211
linha=4223 | nome=Otavio | acao=estudou computacao | valor=6720
linha=4224 | nome=Bruno | acao=analisou os resultados | valor=2657
linha=4225 | nome=Paulo | acao=analisou os resultados | valor=8354
linha=4226 | nome=Mariana | acao=otimizou o algoritmo | valor=7793
linha=4227 | nome=Mariana | acao=otimizou o algoritmo | valor=3689
linha=4228 | nome=Sofia | acao=comparou as metricas | valor=6743
linha=4229 | nome=Sofia | acao=participou da aula | valor=3051
linha=4230 | nome=Felipe | acao=comparou as metricas | valor=7195
linha=4231 | nome=Daniela | acao=participou da aula | valor=5777
linha=4232 | nome=Vitor | acao=estudou computacao | valor=8849
linha=4233 | nome=Natalia | acao=estudou computacao | valor=1995
linha=4234 | nome=Renata | acao=executou o benchmark | valor=2034
linha=4235 | nome=Igor | acao=escreveu o relatorio | valor=8206
linha=4236 | nome=Paulo | acao=executou o benchmark | valor=5262
linha=4237 | nome=Tiago | acao=comparou as metricas | valor=5318
linha=4238 | nome=Renata | acao=participou da aula | valor=3944
linha=4239 | nome=Sofia | acao=estudou computacao | valor=8075
linha=4240 | nome=Sofia | acao=fez um experimento | valor=4161
linha=4241 | nome=Natalia | acao=estudou computacao | valor=4828
linha=4242 | nome=Tiago | acao=comparou as metricas | valor=6897
linha=4243 | nome=Sofia | acao=comparou as metricas | valor=6265
linha=4244 | nome=Carlos | acao=fez um experimento | valor=2445
linha=4245 | nome=Felipe | acao=participou da aula | valor=1939
linha=4246 | nome=Eduarda | acao=executou o benchmark | valor=7678
linha=4247 | nome=Mariana | acao=comparou as metricas | valor=3958
linha=4248 | nome=Felipe | acao=executou o benchmark | valor=9911
linha=4249 | nome=Natalia | acao=participou da aula | valor=1226
linha=4250 | nome=Natalia | acao=executou o benchmark | valor=2977
linha=4251 | nome=Daniela | acao=executou o benchmark | valor=6832
linha=4252 | nome=Bruno | acao=comparou as metricas | valor=7845
linha=4253 | nome=Otavio | acao=comparou as metricas | valor=8119
linha=4254 | nome=Paulo | acao=comparou as metricas | valor=4030
linha=4255 | nome=Daniela | acao=executou o benchmark | valor=5425
linha=4256 | nome=Daniela | acao=participou da aula | valor=9149
linha=4257 | nome=Felipe | acao=executou o benchmark | valor=5357
linha=4258 | nome=Felipe | acao=participou da aula | valor=7364
linha=4259 | nome=Daniela | acao=analisou os resultados | valor=2506
linha=4260 | nome=Lucas | acao=participou da aula | valor=4362
linha=4261 | nome=Mariana | acao=escreveu o relatorio | valor=9975
linha=4262 | nome=Sofia | acao=escreveu o relatorio | valor=3943
linha=4263 | nome=Carlos | acao=fez um experimento | valor=3961
linha=4264 | nome=Felipe | acao=participou da aula | valor=1554
linha=4265 | nome=Bruno | acao=escreveu o relatorio | valor=7907
linha=4266 | nome=Karen | acao=analisou os resultados | valor=7249
linha=4267 | nome=Daniela | acao=otimizou o algoritmo | valor=5115
linha=4268 | nome=Joao | acao=estudou computacao | valor=1750
linha=4269 | nome=Felipe | acao=participou da aula | valor=3729
linha=4270 | nome=Mariana | acao=analisou os resultados | valor=2670
linha=4271 | nome=Renata | acao=estudou computacao | valor=1649
linha=4272 | nome=Renata | acao=fez um experimento | valor=7037
linha=4273 | nome=Otavio | acao=participou da aula | valor=2566
linha=4274 | nome=Mariana | acao=escreveu o relatorio | valor=9547
linha=4275 | nome=Paulo | acao=estudou computacao | valor=8106
linha=4276 | nome=Natalia | acao=otimizou o algoritmo | valor=8183
linha=4277 | nome=Natalia | acao=estudou computacao | valor=1426
linha=4278 | nome=Lucas | acao=executou o benchmark | valor=4018
linha=4279 | nome=Mariana | acao=estudou computacao | valor=4522
linha=4280 | nome=Tiago | acao=analisou os resultados | valor=2134
linha=4281 | nome=Mariana | acao=participou da aula | valor=8536
linha=4282 | nome=Gabriela | acao=estudou computacao | valor=9587
linha=4283 | nome=Carlos | acao=comparou as metricas | valor=6353
linha=4284 | nome=Igor | acao=comparou as metricas | valor=6041
linha=4285 | nome=Karen | acao=escreveu o relatorio | valor=5943
linha=4286 | nome=Felipe | acao=executou o benchmark | valor=7566
linha=4287 | nome=Vitor | acao=comparou as metricas | valor=1624
linha=4288 | nome=Mariana | acao=participou da aula | valor=9030
linha=4289 | nome=Otavio | acao=otimizou o algoritmo | valor=7930
linha=4290 | nome=Renata | acao=analisou os resultados | valor=1947
linha=4291 | nome=Mariana | acao=estudou computacao | valor=7871
linha=4292 | nome=Bruno | acao=fez um experimento | valor=7743
linha=4293 | nome=Helena | acao=analisou os resultados | valor=3337
linha=4294 | nome=Eduarda | acao=executou o benchmark | valor=5121
linha=4295 | nome=Carlos | acao=analisou os resultados | valor=9916
linha=4296 | nome=Carlos | acao=estudou computacao | valor=1303
linha=4297 | nome=Carlos | acao=participou da aula | valor=6134
linha=4298 | nome=Karen | acao=analisou os resultados | valor=6228
linha=4299 | nome=Paulo | acao=comparou as metricas | valor=1553
linha=4300 | nome=Renata | acao=analisou os resultados | valor=4396
linha=4301 | nome=Bruno | acao=estudou computacao | valor=4413
linha=4302 | nome=Felipe | acao=executou o benchmark | valor=3712
linha=4303 | nome=Natalia | acao=comparou as metricas | valor=6793
linha=4304 | nome=Igor | acao=estudou computacao | valor=8780
linha=4305 | nome=Helena | acao=otimizou o algoritmo | valor=7511
linha=4306 | nome=Gabriela | acao=escreveu o relatorio | valor=2540
linha=4307 | nome=Felipe | acao=escreveu o relatorio | valor=1631
linha=4308 | nome=Karen | acao=analisou os resultados | valor=2456
linha=4309 | nome=Helena | acao=fez um experimento | valor=7739
linha=4310 | nome=Mariana | acao=analisou os resultados | valor=8605
linha=4311 | nome=Mariana | acao=estudou computacao | valor=6118
linha=4312 | nome=Natalia | acao=otimizou o algoritmo | valor=1569
linha=4313 | nome=Lucas | acao=participou da aula | valor=7320
linha=4314 | nome=Natalia | acao=participou da aula | valor=2541
linha=4315 | nome=Ana | acao=estudou computacao | valor=8881
linha=4316 | nome=Daniela | acao=escreveu o relatorio | valor=7884
linha=4317 | nome=Helena | acao=comparou as metricas | valor=8137
linha=4318 | nome=Tiago | acao=otimizou o algoritmo | valor=2814
linha=4319 | nome=Otavio | acao=comparou as metricas | valor=4646
linha=4320 | nome=Mariana | acao=comparou as metricas | valor=6394
linha=4321 | nome=Felipe | acao=comparou as metricas | valor=2516
linha=4322 | nome=Lucas | acao=escreveu o relatorio | valor=3890
linha=4323 | nome=Helena | acao=comparou as metricas | valor=5811
linha=4324 | nome=Igor | acao=comparou as metricas | valor=6770
linha=4325 | nome=Gabriela | acao=fez um experimento | valor=2751
linha=4326 | nome=Mariana | acao=escreveu o relatorio | valor=7919
linha=4327 | nome=Carlos | acao=escreveu o relatorio | valor=2595
linha=4328 | nome=Helena | acao=otimizou o algoritmo | valor=1757
linha=4329 | nome=Igor | acao=executou o benchmark | valor=6083
linha=4330 | nome=Mariana | acao=escreveu o relatorio | valor=5192
linha=4331 | nome=Tiago | acao=analisou os resultados | valor=7104
linha=4332 | nome=Mariana | acao=otimizou o algoritmo | valor=9418
linha=4333 | nome=Felipe | acao=estudou computacao | valor=1467
linha=4334 | nome=Vitor | acao=comparou as metricas | valor=5155
linha=4335 | nome=Natalia | acao=executou o benchmark | valor=1188
linha=4336 | nome=Sofia | acao=analisou os resultados | valor=3753
linha=4337 | nome=Ana | acao=analisou os resultados | valor=5185
linha=4338 | nome=Bruno | acao=analisou os resultados | valor=6356
linha=4339 | nome=Eduarda | acao=otimizou o algoritmo | valor=2017
linha=4340 | nome=Bruno | acao=fez um experimento | valor=4912
linha=4341 | nome=Sofia | acao=escreveu o relatorio | valor=7813
linha=4342 | nome=Helena | acao=participou da aula | valor=8822
linha=4343 | nome=Bruno | acao=executou o benchmark | valor=7643
linha=4344 | nome=Bruno | acao=participou da aula | valor=9334
linha=4345 | nome=Felipe | acao=comparou as metricas | valor=9798
linha=4346 | nome=Felipe | acao=analisou os resultados | valor=9104
linha=4347 | nome=Ana | acao=analisou os resultados | valor=6207
linha=4348 | nome=Daniela | acao=analisou os resultados | valor=4848
linha=4349 | nome=Vitor | acao=otimizou o algoritmo | valor=2866
linha=4350 | nome=Mariana | acao=estudou computacao | valor=1265
linha=4351 | nome=Daniela | acao=analisou os resultados | valor=1643
linha=4352 | nome=Igor | acao=participou da aula | valor=6804
linha=4353 | nome=Renata | acao=executou o benchmark | valor=4728
linha=4354 | nome=Vitor | acao=executou o benchmark | valor=8515
linha=4355 | nome=Karen | acao=executou o benchmark | valor=8714
linha=4356 | nome=Igor | acao=fez um experimento | valor=6171
linha=4357 | nome=Mariana | acao=analisou os resultados | valor=7928
linha=4358 | nome=Gabriela | acao=otimizou o algoritmo | valor=9146
linha=4359 | nome=Mariana | acao=fez um experimento | valor=5697
linha=4360 | nome=Otavio | acao=executou o benchmark | valor=3841
linha=4361 | nome=Renata | acao=comparou as metricas | valor=6441
linha=4362 | nome=Helena | acao=escreveu o relatorio | valor=7729
linha=4363 | nome=Vitor | acao=analisou os resultados | valor=4621
linha=4364 | nome=Helena | acao=fez um experimento | valor=5131
linha=4365 | nome=Paulo | acao=executou o benchmark | valor=7377
linha=4366 | nome=Otavio | acao=participou da aula | valor=5193
linha=4367 | nome=Lucas | acao=otimizou o algoritmo | valor=1462
linha=4368 | nome=Sofia | acao=participou da aula | valor=6534
linha=4369 | nome=Renata | acao=otimizou o algoritmo | valor=3578
linha=4370 | nome=Felipe | acao=fez um experimento | valor=9263
linha=4371 | nome=Tiago | acao=analisou os resultados | valor=2525
linha=4372 | nome=Natalia | acao=otimizou o algoritmo | valor=4728
linha=4373 | nome=Daniela | acao=estudou computacao | valor=1832
linha=4374 | nome=Mariana | acao=participou da aula | valor=2705
linha=4375 | nome=Joao | acao=comparou as metricas | valor=7615
linha=4376 | nome=Renata | acao=otimizou o algoritmo | valor=9634
linha=4377 | nome=Tiago | acao=fez um experimento | valor=4393
linha=4378 | nome=Karen | acao=otimizou o algoritmo | valor=5972
linha=4379 | nome=Vitor | acao=comparou as metricas | valor=9556
linha=4380 | nome=Vitor | acao=executou o benchmark | valor=6294
linha=4381 | nome=Lucas | acao=otimizou o algoritmo | valor=5986
linha=4382 | nome=Lucas | acao=fez um experimento | valor=6288
linha=4383 | nome=Lucas | acao=analisou os resultados | valor=1320
linha=4384 | nome=Helena | acao=comparou as metricas | valor=5258
linha=4385 | nome=Lucas | acao=fez um experimento | valor=2768
linha=4386 | nome=Karen | acao=comparou as metricas | valor=7763
linha=4387 | nome=Natalia | acao=executou o benchmark | valor=3928
linha=4388 | nome=Igor | acao=comparou as metricas | valor=5182
linha=4389 | nome=Paulo | acao=analisou os resultados | valor=3575
linha=4390 | nome=Gabriela | acao=estudou computacao | valor=8845
linha=4391 | nome=Joao | acao=fez um experimento | valor=4174
linha=4392 | nome=Felipe | acao=participou da aula | valor=2699
linha=4393 | nome=Igor | acao=analisou os resultados | valor=6549
linha=4394 | nome=Renata | acao=escreveu o relatorio | valor=5823
linha=4395 | nome=Joao | acao=analisou os resultados | valor=1990
linha=4396 | nome=Igor | acao=executou o benchmark | valor=1225
linha=4397 | nome=Tiago | acao=comparou as metricas | valor=7886
linha=4398 | nome=Vitor | acao=executou o benchmark | valor=7573
linha=4399 | nome=Bruno | acao=comparou as metricas | valor=2219
linha=4400 | nome=Otavio | acao=participou da aula | valor=5853
linha=4401 | nome=Lucas | acao=analisou os resultados | valor=3834
linha=4402 | nome=Ana | acao=executou o benchmark | valor=4454
linha=4403 | nome=Helena | acao=participou da aula | valor=7757
linha=4404 | nome=Felipe | acao=escreveu o relatorio | valor=5391
linha=4405 | nome=Sofia | acao=analisou os resultados | valor=6741
linha=4406 | nome=Karen | acao=otimizou o algoritmo | valor=2912
linha=4407 | nome=Natalia | acao=estudou computacao | valor=8937
linha=4408 | nome=Karen | acao=participou da aula | valor=1970
linha=4409 | nome=Bruno | acao=estudou computacao | valor=9649
linha=4410 | nome=Mariana | acao=fez um experimento | valor=2390
linha=4411 | nome=Karen | acao=participou da aula | valor=9858
linha=4412 | nome=Mariana | acao=comparou as metricas | valor=5190
linha=4413 | nome=Igor | acao=analisou os resultados | valor=7740
linha=4414 | nome=Sofia | acao=fez um experimento | valor=4046
linha=4415 | nome=Karen | acao=escreveu o relatorio | valor=8272
linha=4416 | nome=Ana | acao=executou o benchmark | valor=2628
linha=4417 | nome=Renata | acao=analisou os resultados | valor=6337
linha=4418 | nome=Daniela | acao=otimizou o algoritmo | valor=9236
linha=4419 | nome=Sofia | acao=estudou computacao | valor=5937
linha=4420 | nome=Vitor | acao=comparou as metricas | valor=8047
linha=4421 | nome=Otavio | acao=fez um experimento | valor=7571
linha=4422 | nome=Karen | acao=otimizou o algoritmo | valor=7084
linha=4423 | nome=Mariana | acao=estudou computacao | valor=1802
linha=4424 | nome=Paulo | acao=fez um experimento | valor=4178
linha=4425 | nome=Lucas | acao=estudou computacao | valor=1498
linha=4426 | nome=Eduarda | acao=participou da aula | valor=1086
linha=4427 | nome=Felipe | acao=executou o benchmark | valor=9577
linha=4428 | nome=Lucas | acao=otimizou o algoritmo | valor=8997
linha=4429 | nome=Mariana | acao=otimizou o algoritmo | valor=5294
linha=4430 | nome=Helena | acao=escreveu o relatorio | valor=6736
linha=4431 | nome=Joao | acao=fez um experimento | valor=5699
linha=4432 | nome=Gabriela | acao=fez um experimento | valor=4737
linha=4433 | nome=Otavio | acao=otimizou o algoritmo | valor=5809
linha=4434 | nome=Ana | acao=estudou computacao | valor=3060
linha=4435 | nome=Natalia | acao=comparou as metricas | valor=1569
linha=4436 | nome=Tiago | acao=executou o benchmark | valor=9233
linha=4437 | nome=Helena | acao=analisou os resultados | valor=6617
linha=4438 | nome=Eduarda | acao=participou da aula | valor=3711
linha=4439 | nome=Sofia | acao=fez um experimento | valor=5617
