linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=4670 | nome=Ana | acao=escreveu o relatorio | valor=9732
linha=4671 | nome=Karen | acao=escreveu o relatorio | valor=8010
linha=4672 | nome=Bruno | acao=participou da aula | valor=9596
linha=4673 | nome=Otavio | acao=analisou os resultados | valor=1053
linha=4674 | nome=Gabriela | acao=escreveu o relatorio | valor=2859
linha=4675 | nome=Joao | acao=comparou as metricas | valor=7473
linha=4676 | nome=Paulo | acao=escreveu o relatorio | valor=7784
linha=4677 | nome=Mariana | acao=estudou computacao | valor=1855
linha=4678 | nome=Gabriela | acao=estudou computacao | valor=1724
linha=4679 | nome=Eduarda | acao=participou da aula | valor=3559
linha=4680 | nome=Karen | acao=participou da aula | valor=4478
linha=4681 | nome=Gabriela | acao=escreveu o relatorio | valor=7938
linha=4682 | nome=Natalia | acao=executou o benchmark | valor=1322
linha=4683 | nome=Mariana | acao=fez um experimento | valor=6684
linha=4684 | nome=Daniela | acao=escreveu o relatorio | valor=6887
linha=4685 | nome=Paulo | acao=participou da aula | valor=9613
linha=4686 | nome=Carlos | acao=escreveu o relatorio | valor=7529
linha=4687 | nome=Gabriela | acao=escreveu o relatorio | valor=2550
linha=4688 | nome=Karen | acao=estudou computacao | valor=6669
linha=4689 | nome=Eduarda | acao=comparou as metricas | valor=5147
linha=4690 | nome=Sofia | acao=fez um experimento | valor=4373
linha=4691 | nome=Bruno | acao=executou o benchmark | valor=2226
linha=4692 | nome=Natalia | acao=executou o benchmark | valor=3605
linha=4693 | nome=Renata | acao=participou da aula | valor=8212
linha=4694 | nome=Ana | acao=otimizou o algoritmo | valor=7439
linha=4695 | nome=Eduarda | acao=executou o benchmark | valor=7365
linha=4696 | nome=Felipe | acao=executou o benchmark | valor=3698
linha=4697 | nome=Vitor | acao=escreveu o relatorio | valor=6907
linha=4698 | nome=Eduarda | acao=executou o benchmark | valor=9948
linha=4699 | nome=Otavio | acao=executou o benchmark | valor=6108
linha=4700 | nome=Helena | acao=executou o benchmark | valor=7206
linha=4701 | nome=Paulo | acao=estudou computacao | valor=7630
linha=4702 | nome=Eduarda | acao=analisou os resultados | valor=5935
linha=4703 | nome=Mariana | acao=otimizou o algoritmo | valor=5120
linha=4704 | nome=Lucas | acao=estudou computacao | valor=9487
linha=4705 | nome=Gabriela | acao=comparou as metricas | valor=2289
linha=4706 | nome=Gabriela | acao=participou da aula | valor=5790
linha=4707 | nome=Ana | acao=otimizou o algoritmo | valor=6560
linha=4708 | nome=Felipe | acao=estudou computacao | valor=9430
linha=4709 | nome=Daniela | acao=escreveu o relatorio | valor=1163
linha=4710 | nome=Felipe | acao=comparou as metricas | valor=7328
linha=4711 | nome=Otavio | acao=escreveu o relatorio | valor=2241
linha=4712 | nome=Helena | acao=comparou as metricas | valor=5461
linha=4713 | nome=Daniela | acao=comparou as metricas | valor=9590
linha=4714 | nome=Renata | acao=participou da aula | valor=6817
linha=4715 | nome=Gabriela | acao=fez um experimento | valor=4625
linha=4716 | nome=Otavio | acao=comparou as metricas | valor=2380
linha=4717 | nome=Carlos | acao=comparou as metricas | valor=7355
linha=4718 | nome=Helena | acao=executou o benchmark | valor=8639
linha=4719 | nome=Felipe | acao=analisou os resultados | valor=9482
linha=4720 | nome=Paulo | acao=otimizou o algoritmo | valor=8848
linha=4721 | nome=Paulo | acao=otimizou o algoritmo | valor=5634
linha=4722 | nome=Lucas | acao=analisou os resultados | valor=9765
linha=4723 | nome=Otavio | acao=executou o benchmark | valor=4123
linha=4724 | nome=Sofia | acao=executou o benchmark | valor=9960
linha=4725 | nome=Gabriela | acao=otimizou o algoritmo | valor=2751
linha=4726 | nome=Eduarda | acao=otimizou o algoritmo | valor=8297
linha=4727 | nome=Bruno | acao=estudou computacao | valor=2041
linha=4728 | nome=Felipe | acao=comparou as metricas | valor=1253
linha=4729 | nome=Igor | acao=comparou as metricas | valor=7985
linha=4730 | nome=Vitor | acao=escreveu o relatorio | valor=8659
linha=4731 | nome=Carlos | acao=comparou as metricas | valor=8915
linha=4732 | nome=Mariana | acao=analisou os resultados | valor=7037
linha=4733 | nome=Felipe | acao=analisou os resultados | valor=7501
linha=4734 | nome=Natalia | acao=estudou computacao | valor=2124
linha=4735 | nome=Renata | acao=analisou os resultados | valor=8356
linha=4736 | nome=Carlos | acao=comparou as metricas | valor=6444
linha=4737 | nome=Bruno | acao=executou o benchmark | valor=8624
linha=4738 | nome=Bruno | acao=estudou computacao | valor=2272
linha=4739 | nome=Otavio | acao=estudou computacao | valor=4410
linha=4740 | nome=Natalia | acao=analisou os resultados | valor=6191
linha=4741 | nome=Gabriela | acao=comparou as metricas | valor=9354
linha=4742 | nome=Natalia | acao=participou da aula | valor=1585
linha=4743 | nome=Carlos | acao=otimizou o algoritmo | valor=7276
linha=4744 | nome=Bruno | acao=executou o benchmark | valor=1958
linha=4745 | nome=Helena | acao=fez um experimento | valor=8686
linha=4746 | nome=Renata | acao=escreveu o relatorio | valor=8666
linha=4747 | nome=Natalia | acao=escreveu o relatorio | valor=2945
linha=4748 | nome=Eduarda | acao=otimizou o algoritmo | valor=4445
linha=4749 | nome=Mariana | acao=fez um experimento | valor=7421
linha=4750 | nome=Lucas | acao=otimizou o algoritmo | valor=5033
linha=4751 | nome=Mariana | acao=analisou os resultados | valor=5243
linha=4752 | nome=Ana | acao=fez um experimento | valor=5536
linha=4753 | nome=Vitor | acao=analisou os resultados | valor=2471
linha=4754 | nome=Bruno | acao=executou o benchmark | valor=6059
linha=4755 | nome=Joao | acao=otimizou o algoritmo | valor=8813
linha=4756 | nome=Tiago | acao=otimizou o algoritmo | valor=8174
linha=4757 | nome=Mariana | acao=otimizou o algoritmo | valor=5887
linha=4758 | nome=Felipe | acao=participou da aula | valor=2318
linha=4759 | nome=Helena | acao=participou da aula | valor=2594
linha=4760 | nome=Paulo | acao=estudou computacao | valor=9410
linha=4761 | nome=Mariana | acao=executou o benchmark | valor=3255
linha=4762 | nome=Eduarda | acao=executou o benchmark | valor=7770
linha=4763 | nome=Karen | acao=executou o benchmark | valor=2724
linha=4764 | nome=Vitor | acao=estudou computacao | valor=6092
linha=4765 | nome=Felipe | acao=escreveu o relatorio | valor=5582
linha=4766 | nome=Igor | acao=analisou os resultados | valor=9018
linha=4767 | nome=Otavio | acao=participou da aula | valor=6072
linha=4768 | nome=Vitor | acao=escreveu o relatorio | valor=7873
linha=4769 | nome=Vitor | acao=comparou as metricas | valor=8321
linha=4770 | nome=Bruno | acao=fez um experimento | valor=9993
linha=4771 | nome=Daniela | acao=estudou computacao | valor=4091
linha=4772 | nome=Joao | acao=otimizou o algoritmo | valor=7685
linha=4773 | nome=Lucas | acao=otimizou o algoritmo | valor=3981
linha=4774 | nome=Carlos | acao=analisou os resultados | valor=2245
linha=4775 | nome=Eduarda | acao=estudou computacao | valor=1063
linha=4776 | nome=Carlos | acao=executou o benchmark | valor=4123
linha=4777 | nome=Otavio | acao=fez um experimento | valor=6174
linha=4778 | nome=Otavio | acao=executou o benchmark | valor=5108
linha=4779 | nome=Natalia | acao=executou o benchmark | valor=2471
linha=4780 | nome=Carlos | acao=fez um experimento | valor=9272
linha=4781 | nome=Carlos | acao=fez um experimento | valor=2794
linha=4782 | nome=Carlos | acao=analisou os resultados | valor=9050
linha=4783 | nome=Joao | acao=escreveu o relatorio | valor=3169
linha=4784 | nome=Igor | acao=otimizou o algoritmo | valor=9653
linha=4785 | nome=Helena | acao=executou o benchmark | valor=8570
linha=4786 | nome=Felipe | acao=fez um experimento | valor=1468
linha=4787 | nome=Igor | acao=executou o benchmark | valor=3079
linha=4788 | nome=Otavio | acao=analisou os resultados | valor=2188
linha=4789 | nome=Ana | acao=participou da aula | valor=7824
linha=4790 | nome=Natalia | acao=participou da aula | valor=5060
linha=4791 | nome=Igor | acao=estudou computacao | valor=2585
linha=4792 | nome=Vitor | acao=comparou as metricas | valor=4570
linha=4793 | nome=Tiago | acao=executou o benchmark | valor=7120
linha=4794 | nome=Tiago | acao=otimizou o algoritmo | valor=2054
linha=4795 | nome=Gabriela | acao=analisou os resultados | valor=3642
linha=4796 | nome=Helena | acao=executou o benchmark | valor=6995
linha=4797 | nome=Renata | acao=analisou os resultados | valor=8220
linha=4798 | nome=Lucas | acao=executou o benchmark | valor=9296
linha=4799 | nome=Felipe | acao=executou o benchmark | valor=9486
linha=4800 | nome=Eduarda | acao=analisou os resultados | valor=5244
linha=4801 | nome=Renata | acao=analisou os resultados | valor=1647
linha=4802 | nome=Bruno | acao=fez um experimento | valor=6911
linha=4803 | nome=Ana | acao=comparou as metricas | valor=8916
linha=4804 | nome=Natalia | acao=participou da aula | valor=6738
linha=4805 | nome=Joao | acao=fez um experimento | valor=5766
linha=4806 | nome=Eduarda | acao=escreveu o relatorio | valor=8085
linha=4807 | nome=Bruno | acao=fez um experimento | valor=6918
linha=4808 | nome=Eduarda | acao=comparou as metricas | valor=5393
linha=4809 | nome=Carlos | acao=executou o benchmark | valor=6598
linha=4810 | nome=Otavio | acao=analisou os resultados | valor=1415
linha=4811 | nome=Tiago | acao=fez um experimento | valor=8514
linha=4812 | nome=Felipe | acao=executou o benchmark | valor=7680
linha=4813 | nome=Daniela | acao=otimizou o algoritmo | valor=2997
linha=4814 | nome=Tiago | acao=comparou as metricas | valor=4835
linha=4815 | nome=Ana | acao=analisou os resultados | valor=9227
linha=4816 | nome=Tiago | acao=comparou as metricas | valor=2432
linha=4817 | nome=Helena | acao=otimizou o algoritmo | valor=6817
linha=4818 | nome=Otavio | acao=estudou computacao | valor=3928
linha=4819 | nome=Lucas | acao=analisou os resultados | valor=4833
linha=4820 | nome=Eduarda | acao=analisou os resultados | valor=4924
linha=4821 | nome=Karen | acao=estudou computacao | valor=9118
linha=4822 | nome=Otavio | acao=fez um experimento | valor=7918
linha=4823 | nome=Carlos | acao=analisou os resultados | valor=5801
linha=4824 | nome=Mariana | acao=comparou as metricas | valor=8267
linha=4825 | nome=Joao | acao=comparou as metricas | valor=9944
linha=4826 | nome=Bruno | acao=fez um experimento | valor=4061
linha=4827 | nome=Vitor | acao=executou o benchmark | valor=1458
linha=4828 | nome=Helena | acao=participou da aula | valor=9041
linha=4829 | nome=Renata | acao=comparou as metricas | valor=4830
linha=4830 | nome=Otavio | acao=participou da aula | valor=8659
linha=4831 | nome=Otavio | acao=estudou computacao | valor=2805
linha=4832 | nome=Daniela | acao=estudou computacao | valor=9236
linha=4833 | nome=Renata | acao=otimizou o algoritmo | valor=6455
linha=4834 | nome=Igor | acao=participou da aula | valor=7677
linha=4835 | nome=Otavio | acao=comparou as metricas | valor=1680
linha=4836 | nome=Otavio | acao=analisou os resultados | valor=6483
linha=4837 | nome=Helena | acao=estudou computacao | valor=8875
linha=4838 | nome=Gabriela | acao=comparou as metricas | valor=9279
linha=4839 | nome=Felipe | acao=executou o benchmark | valor=2295
linha=4840 | nome=Bruno | acao=estudou computacao | valor=2618
linha=4841 | nome=Felipe | acao=escreveu o relatorio | valor=2848
linha=4842 | nome=Gabriela | acao=participou da aula | valor=2463
linha=4843 | nome=Vitor | acao=escreveu o relatorio | valor=6535
linha=4844 | nome=Daniela | acao=executou o benchmark | valor=1961
linha=4845 | nome=Igor | acao=estudou computacao | valor=3535
linha=4846 | nome=Otavio | acao=executou o benchmark | valor=2780
linha=4847 | nome=Tiago | acao=escreveu o relatorio | valor=2176
linha=4848 | nome=Felipe | acao=executou o benchmark | valor=3947
linha=4849 | nome=Paulo | acao=fez um experimento | valor=3554
linha=4850 | nome=Ana | acao=executou o benchmark | valor=3590
linha=4851 | nome=Natalia | acao=otimizou o algoritmo | valor=3046
linha=4852 | nome=Bruno | acao=fez um experimento | valor=1219
linha=4853 | nome=Igor | acao=fez um experimento | valor=2780
linha=4854 | nome=Daniela | acao=otimizou o algoritmo | valor=9326
linha=4855 | nome=Igor | acao=otimizou o algoritmo | valor=9004
linha=4856 | nome=Tiago | acao=otimizou o algoritmo | valor=1049
linha=4857 | nome=Natalia | acao=otimizou o algoritmo | valor=9269
linha=4858 | nome=Gabriela | acao=fez um experimento | valor=7524
linha=4859 | nome=Eduarda | acao=analisou os resultados | valor=6174
linha=4860 | nome=Paulo | acao=comparou as metricas | valor=1250
linha=4861 | nome=Lucas | acao=participou da aula | valor=7832
linha=4862 | nome=Tiago | acao=comparou as metricas | valor=8295
linha=4863 | nome=Daniela | acao=escreveu o relatorio | valor=2945
linha=4864 | nome=Natalia | acao=comparou as metricas | valor=9374
linha=4865 | nome=Carlos | acao=estudou computacao | valor=2402
linha=4866 | nome=Carlos | acao=comparou as metricas | valor=9184
linha=4867 | nome=Otavio | acao=executou o benchmark | valor=8761
linha=4868 | nome=Renata | acao=estudou computacao | valor=1845
linha=4869 | nome=Paulo | acao=fez um experimento | valor=7226
linha=4870 | nome=Carlos | acao=estudou computacao | valor=9944
linha=4871 | nome=Otavio | acao=analisou os resultados | valor=3630
linha=4872 | nome=Otavio | acao=otimizou o algoritmo | valor=1530
linha=4873 | nome=Daniela | acao=analisou os resultados | valor=4295
linha=4874 | nome=Natalia | acao=participou da aula | valor=6673
linha=4875 | nome=Karen | acao=fez um experimento | valor=2395
linha=4876 | nome=Karen | acao=comparou as metricas | valor=9440
linha=4877 | nome=Joao | acao=estudou computacao | valor=6074
linha=4878 | nome=Daniela | acao=fez um experimento | valor=4753
linha=4879 | nome=Renata | acao=escreveu o relatorio | valor=9149
linha=4880 | nome=Vitor | acao=otimizou o algoritmo | valor=2409
linha=4881 | nome=Eduarda | acao=estudou computacao | valor=1457
linha=4882 | nome=Daniela | acao=participou da aula | valor=7177
linha=4883 | nome=Renata | acao=estudou computacao | valor=3996
linha=4884 | nome=Natalia | acao=participou da aula | valor=4468
linha=4885 | nome=Renata | acao=participou da aula | valor=8461
linha=4886 | nome=Paulo | acao=fez um experimento | valor=5301
linha=4887 | nome=Otavio | acao=executou o benchmark | valor=9761
linha=4888 | nome=Tiago | acao=comparou as metricas | valor=6543
linha=4889 | nome=Daniela | acao=analisou os resultados | valor=4320
linha=4890 | nome=Natalia | acao=participou da aula | valor=1381
linha=4891 | nome=Tiago | acao=executou o benchmark | valor=4067
linha=4892 | nome=Lucas | acao=comparou as metricas | valor=5859
linha=4893 | nome=Daniela | acao=analisou os resultados | valor=2238
linha=4894 | nome=Tiago | acao=executou o benchmark | valor=3353
linha=4895 | nome=Otavio | acao=comparou as metricas | valor=9607
linha=4896 | nome=Otavio | acao=estudou computacao | valor=5462
linha=4897 | nome=Otavio | acao=estudou computacao | valor=8815
linha=4898 | nome=Gabriela | acao=estudou computacao | valor=8546
linha=4899 | nome=Eduarda | acao=participou da aula | valor=1140
linha=4900 | nome=Daniela | acao=estudou computacao | valor=1722
linha=4901 | nome=Paulo | acao=analisou os resultados | valor=7973
linha=4902 | nome=Vitor | acao=escreveu o relatorio | valor=4980
linha=4903 | nome=Gabriela | acao=comparou as metricas | valor=8944
linha=4904 | nome=Karen | acao=executou o benchmark | valor=1948
linha=4905 | nome=Joao | acao=participou da aula | valor=7561
linha=4906 | nome=Natalia | acao=escreveu o relatorio | valor=8287
linha=4907 | nome=Eduarda | acao=comparou as metricas | valor=6698
linha=4908 | nome=Eduarda | acao=executou o benchmark | valor=3215
linha=4909 | nome=Karen | acao=executou o benchmark | valor=6116
linha=4910 | nome=Otavio | acao=comparou as metricas | valor=1669
linha=4911 | nome=Bruno | acao=otimizou o algoritmo | valor=2965
linha=4912 | nome=Paulo | acao=estudou computacao | valor=3560
linha=4913 | nome=Bruno | acao=escreveu o relatorio | valor=6756
linha=4914 | nome=Tiago | acao=participou da aula | valor=5207
linha=4915 | nome=Gabriela | acao=executou o benchmark | valor=7557
linha=4916 | nome=Mariana | acao=estudou computacao | valor=9635
linha=4917 | nome=Eduarda | acao=comparou as metricas | valor=1125
linha=4918 | nome=Carlos | acao=escreveu o relatorio | valor=6082
linha=4919 | nome=Mariana | acao=otimizou o algoritmo | valor=6553
linha=4920 | nome=Mariana | acao=escreveu o relatorio | valor=2963
linha=4921 | nome=Tiago | acao=executou o benchmark | valor=6152
linha=4922 | nome=Mariana | acao=estudou computacao | valor=9661
