linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=4706 | nome=Sofia | acao=comparou as metricas | valor=8173
linha=4707 | nome=Vitor | acao=comparou as metricas | valor=8474
linha=4708 | nome=Renata | acao=estudou computacao | valor=5907
linha=4709 | nome=Paulo | acao=estudou computacao | valor=6299
linha=4710 | nome=Ana | acao=estudou computacao | valor=1668
linha=4711 | nome=Carlos | acao=analisou os resultados | valor=1701
linha=4712 | nome=Igor | acao=escreveu o relatorio | valor=3361
linha=4713 | nome=Karen | acao=estudou computacao | valor=8531
linha=4714 | nome=Karen | acao=participou da aula | valor=6117
linha=4715 | nome=Sofia | acao=executou o benchmark | valor=1858
linha=4716 | nome=Natalia | acao=executou o benchmark | valor=5308
linha=4717 | nome=Paulo | acao=estudou computacao | valor=7660
linha=4718 | nome=Karen | acao=analisou os resultados | valor=1354
linha=4719 | nome=Helena | acao=analisou os resultados | valor=9024
linha=4720 | nome=Paulo | acao=otimizou o algoritmo | valor=1446
linha=4721 | nome=Helena | acao=escreveu o relatorio | valor=9712
linha=4722 | nome=Natalia | acao=otimizou o algoritmo | valor=9325
linha=4723 | nome=Vitor | acao=estudou computacao | valor=5474
linha=4724 | nome=Renata | acao=comparou as metricas | valor=6499
linha=4725 | nome=Sofia | acao=estudou computacao | valor=2797
linha=4726 | nome=Renata | acao=otimizou o algoritmo | valor=9747
linha=4727 | nome=Otavio | acao=estudou computacao | valor=5687
linha=4728 | nome=Daniela | acao=fez um experimento | valor=8083
linha=4729 | nome=Paulo | acao=estudou computacao | valor=3738
linha=4730 | nome=Daniela | acao=participou da aula | valor=3652
linha=4731 | nome=Otavio | acao=otimizou o algoritmo | valor=5973
linha=4732 | nome=Renata | acao=analisou os resultados | valor=7658
linha=4733 | nome=Natalia | acao=participou da aula | valor=4203
linha=4734 | nome=Igor | acao=participou da aula | valor=2406
linha=4735 | nome=Renata | acao=fez um experimento | valor=4097
linha=4736 | nome=Bruno | acao=otimizou o algoritmo | valor=8810
linha=4737 | nome=Eduarda | acao=fez um experimento | valor=5266
linha=4738 | nome=Vitor | acao=analisou os resultados | valor=2817
linha=4739 | nome=Natalia | acao=comparou as metricas | valor=6443
linha=4740 | nome=Daniela | acao=comparou as metricas | valor=6592
linha=4741 | nome=Mariana | acao=estudou computacao | valor=6723
linha=4742 | nome=Vitor | acao=fez um experimento | valor=1052
linha=4743 | nome=Natalia | acao=participou da aula | valor=2790
linha=4744 | nome=Otavio | acao=estudou computacao | valor=7039
linha=4745 | nome=Eduarda | acao=executou o benchmark | valor=5740
linha=4746 | nome=Paulo | acao=analisou os resultados | valor=8662
linha=4747 | nome=Ana | acao=estudou computacao | valor=4383
linha=4748 | nome=Renata | acao=estudou computacao | valor=3869
linha=4749 | nome=Mariana | acao=comparou as metricas | valor=9017
linha=4750 | nome=Natalia | acao=escreveu o relatorio | valor=5538
linha=4751 | nome=Paulo | acao=comparou as metricas | valor=7794
linha=4752 | nome=Mariana | acao=estudou computacao | valor=4252
linha=4753 | nome=Joao | acao=fez um experimento | valor=8887
linha=4754 | nome=Karen | acao=executou o benchmark | valor=7624
linha=4755 | nome=Ana | acao=participou da aula | valor=9322
linha=4756 | nome=Tiago | acao=comparou as metricas | valor=3322
linha=4757 | nome=Gabriela | acao=otimizou o algoritmo | valor=9168
linha=4758 | nome=Lucas | acao=executou o benchmark | valor=9661
linha=4759 | nome=Renata | acao=participou da aula | valor=7726
linha=4760 | nome=Mariana | acao=otimizou o algoritmo | valor=7522
linha=4761 | nome=Eduarda | acao=analisou os resultados | valor=8578
linha=4762 | nome=Renata | acao=estudou computacao | valor=6528
linha=4763 | nome=Bruno | acao=otimizou o algoritmo | valor=5738
linha=4764 | nome=Paulo | acao=participou da aula | valor=1154
linha=4765 | nome=Bruno | acao=otimizou o algoritmo | valor=8972
linha=4766 | nome=Helena | acao=fez um experimento | valor=1986
linha=4767 | nome=Daniela | acao=estudou computacao | valor=9012
linha=4768 | nome=Ana | acao=comparou as metricas | valor=4578
linha=4769 | nome=Igor | acao=participou da aula | valor=5836
linha=4770 | nome=Joao | acao=fez um experimento | valor=7849
linha=4771 | nome=Joao | acao=estudou computacao | valor=9963
linha=4772 | nome=Mariana | acao=escreveu o relatorio | valor=5807
linha=4773 | nome=Karen | acao=fez um experimento | valor=7944
linha=4774 | nome=Renata | acao=participou da aula | valor=6114
linha=4775 | nome=Renata | acao=comparou as metricas | valor=6452
linha=4776 | nome=Mariana | acao=comparou as metricas | valor=6145
linha=4777 | nome=Sofia | acao=otimizou o algoritmo | valor=1727
linha=4778 | nome=Eduarda | acao=escreveu o relatorio | valor=4963
linha=4779 | nome=Lucas | acao=escreveu o relatorio | valor=3948
linha=4780 | nome=Mariana | acao=estudou computacao | valor=5050
linha=4781 | nome=Natalia | acao=escreveu o relatorio | valor=9608
linha=4782 | nome=Otavio | acao=participou da aula | valor=2957
linha=4783 | nome=Carlos | acao=analisou os resultados | valor=4023
linha=4784 | nome=Eduarda | acao=executou o benchmark | valor=7444
linha=4785 | nome=Bruno | acao=otimizou o algoritmo | valor=5965
linha=4786 | nome=Daniela | acao=fez um experimento | valor=1508
linha=4787 | nome=Mariana | acao=fez um experimento | valor=3700
linha=4788 | nome=Natalia | acao=otimizou o algoritmo | valor=4021
linha=4789 | nome=Sofia | acao=comparou as metricas | valor=9782
linha=4790 | nome=Igor | acao=escreveu o relatorio | valor=2386
linha=4791 | nome=Ana | acao=fez um experimento | valor=2906
linha=4792 | nome=Karen | acao=fez um experimento | valor=8880
linha=4793 | nome=Vitor | acao=comparou as metricas | valor=6181
linha=4794 | nome=Vitor | acao=otimizou o algoritmo | valor=7663
linha=4795 | nome=Tiago | acao=comparou as metricas | valor=4771
linha=4796 | nome=Joao | acao=analisou os resultados | valor=6240
linha=4797 | nome=Natalia | acao=fez um experimento | valor=3775
linha=4798 | nome=Helena | acao=participou da aula | valor=7524
linha=4799 | nome=Carlos | acao=estudou computacao | valor=8012
linha=4800 | nome=Otavio | acao=participou da aula | valor=4659
linha=4801 | nome=Karen | acao=fez um experimento | valor=7193
linha=4802 | nome=Eduarda | acao=analisou os resultados | valor=4846
linha=4803 | nome=Tiago | acao=fez um experimento | valor=5411
linha=4804 | nome=Paulo | acao=analisou os resultados | valor=5628
linha=4805 | nome=Mariana | acao=comparou as metricas | valor=4262
linha=4806 | nome=Felipe | acao=executou o benchmark | valor=7909
linha=4807 | nome=Gabriela | acao=fez um experimento | valor=3336
linha=4808 | nome=Natalia | acao=estudou computacao | valor=6392
linha=4809 | nome=Natalia | acao=analisou os resultados | valor=8404
linha=4810 | nome=Mariana | acao=participou da aula | valor=4676
linha=4811 | nome=Natalia | acao=fez um experimento | valor=9018
linha=4812 | nome=Lucas | acao=otimizou o algoritmo | valor=6838
linha=4813 | nome=Gabriela | acao=analisou os resultados | valor=7601
linha=4814 | nome=Eduarda | acao=executou o benchmark | valor=6319
linha=4815 | nome=Otavio | acao=fez um experimento | valor=7061
linha=4816 | nome=Renata | acao=fez um experimento | valor=5011
linha=4817 | nome=Paulo | acao=executou o benchmark | valor=2450
linha=4818 | nome=Joao | acao=escreveu o relatorio | valor=3432
linha=4819 | nome=Ana | acao=fez um experimento | valor=4438
linha=4820 | nome=Daniela | acao=comparou as metricas | valor=1437
linha=4821 | nome=Lucas | acao=executou o benchmark | valor=1488
linha=4822 | nome=Carlos | acao=escreveu o relatorio | valor=1032
linha=4823 | nome=Bruno | acao=participou da aula | valor=5064
linha=4824 | nome=Gabriela | acao=executou o benchmark | valor=1686
linha=4825 | nome=Eduarda | acao=executou o benchmark | valor=9173
linha=4826 | nome=Karen | acao=escreveu o relatorio | valor=5616
linha=4827 | nome=Tiago | acao=participou da aula | valor=6606
linha=4828 | nome=Igor | acao=participou da aula | valor=2719
linha=4829 | nome=Joao | acao=fez um experimento | valor=5606
linha=4830 | nome=Paulo | acao=estudou computacao | valor=1641
linha=4831 | nome=Karen | acao=escreveu o relatorio | valor=2287
linha=4832 | nome=Felipe | acao=escreveu o relatorio | valor=7267
linha=4833 | nome=Renata | acao=executou o benchmark | valor=2171
linha=4834 | nome=Igor | acao=participou da aula | valor=1808
linha=4835 | nome=Felipe | acao=estudou computacao | valor=4296
linha=4836 | nome=Natalia | acao=escreveu o relatorio | valor=5130
linha=4837 | nome=Joao | acao=fez um experimento | valor=3602
linha=4838 | nome=Sofia | acao=escreveu o relatorio | valor=5905
linha=4839 | nome=Eduarda | acao=estudou computacao | valor=8291
linha=4840 | nome=Daniela | acao=participou da aula | valor=9003
linha=4841 | nome=Otavio | acao=otimizou o algoritmo | valor=8794
linha=4842 | nome=Paulo | acao=otimizou o algoritmo | valor=9534
linha=4843 | nome=Helena | acao=escreveu o relatorio | valor=7286
linha=4844 | nome=Ana | acao=fez um experimento | valor=9708
linha=4845 | nome=Gabriela | acao=escreveu o relatorio | valor=6868
linha=4846 | nome=Vitor | acao=fez um experimento | valor=2444
linha=4847 | nome=Lucas | acao=otimizou o algoritmo | valor=4911
linha=4848 | nome=Otavio | acao=participou da aula | valor=3208
linha=4849 | nome=Gabriela | acao=fez um experimento | valor=2748
linha=4850 | nome=Mariana | acao=fez um experimento | valor=5642
linha=4851 | nome=Karen | acao=comparou as metricas | valor=6156
linha=4852 | nome=Igor | acao=fez um experimento | valor=7845
linha=4853 | nome=Vitor | acao=participou da aula | valor=7606
linha=4854 | nome=Bruno | acao=fez um experimento | valor=1735
linha=4855 | nome=Carlos | acao=executou o benchmark | valor=4616
linha=4856 | nome=Joao | acao=fez um experimento | valor=4178
linha=4857 | nome=Lucas | acao=otimizou o algoritmo | valor=1748
linha=4858 | nome=Eduarda | acao=analisou os resultados | valor=4703
linha=4859 | nome=Carlos | acao=participou da aula | valor=6984
linha=4860 | nome=Natalia | acao=estudou computacao | valor=8041
linha=4861 | nome=Ana | acao=comparou as metricas | valor=1069
linha=4862 | nome=Carlos | acao=executou o benchmark | valor=6113
linha=4863 | nome=Igor | acao=escreveu o relatorio | valor=2820
linha=4864 | nome=Joao | acao=analisou os resultados | valor=5439
linha=4865 | nome=Helena | acao=fez um experimento | valor=8120
linha=4866 | nome=Daniela | acao=estudou computacao | valor=1528
linha=4867 | nome=Mariana | acao=otimizou o algoritmo | valor=6271
linha=4868 | nome=Vitor | acao=analisou os resultados | valor=8749
linha=4869 | nome=Igor | acao=escreveu o relatorio | valor=5322
linha=4870 | nome=Mariana | acao=comparou as metricas | valor=5862
linha=4871 | nome=Lucas | acao=otimizou o algoritmo | valor=6233
linha=4872 | nome=Renata | acao=analisou os resultados | valor=8901
linha=4873 | nome=Otavio | acao=escreveu o relatorio | valor=1919
linha=4874 | nome=Daniela | acao=otimizou o algoritmo | valor=3982
linha=4875 | nome=Renata | acao=escreveu o relatorio | valor=5425
linha=4876 | nome=Bruno | acao=executou o benchmark | valor=8344
linha=4877 | nome=Eduarda | acao=escreveu o relatorio | valor=4877
linha=4878 | nome=Karen | acao=comparou as metricas | valor=7091
linha=4879 | nome=Carlos | acao=comparou as metricas | valor=6515
linha=4880 | nome=Helena | acao=fez um experimento | valor=8641
linha=4881 | nome=Tiago | acao=otimizou o algoritmo | valor=3733
linha=4882 | nome=Natalia | acao=comparou as metricas | valor=5465
linha=4883 | nome=Ana | acao=executou o benchmark | valor=2030
linha=4884 | nome=Paulo | acao=comparou as metricas | valor=2353
linha=4885 | nome=Felipe | acao=executou o benchmark | valor=1688
linha=4886 | nome=Eduarda | acao=otimizou o algoritmo | valor=2351
linha=4887 | nome=Sofia | acao=escreveu o relatorio | valor=2219
linha=4888 | nome=Ana | acao=otimizou o algoritmo | valor=6858
linha=4889 | nome=Otavio | acao=participou da aula | valor=9696
linha=4890 | nome=Igor | acao=comparou as metricas | valor=9844
linha=4891 | nome=Lucas | acao=executou o benchmark | valor=4752
linha=4892 | nome=Carlos | acao=estudou computacao | valor=7675
linha=4893 | nome=Sofia | acao=estudou computacao | valor=5808
linha=4894 | nome=Tiago | acao=participou da aula | valor=6943
linha=4895 | nome=Lucas | acao=participou da aula | valor=5455
linha=4896 | nome=Otavio | acao=escreveu o relatorio | valor=5248
linha=4897 | nome=Mariana | acao=otimizou o algoritmo | valor=6559
linha=4898 | nome=Natalia | acao=comparou as metricas | valor=3247
linha=4899 | nome=Natalia | acao=comparou as metricas | valor=9707
linha=4900 | nome=Carlos | acao=otimizou o algoritmo | valor=5172
linha=4901 | nome=Otavio | acao=comparou as metricas | valor=7815
linha=4902 | nome=Felipe | acao=participou da aula | valor=9905
linha=4903 | nome=Igor | acao=participou da aula | valor=9527
linha=4904 | nome=Daniela | acao=participou da aula | valor=5356
linha=4905 | nome=Joao | acao=escreveu o relatorio | valor=4244
linha=4906 | nome=Bruno | acao=estudou computacao | valor=7169
linha=4907 | nome=Karen | acao=escreveu o relatorio | valor=7428
linha=4908 | nome=Ana | acao=comparou as metricas | valor=9639
linha=4909 | nome=Tiago | acao=otimizou o algoritmo | valor=9828
linha=4910 | nome=Helena | acao=fez um experimento | valor=3907
linha=4911 | nome=Igor | acao=comparou as metricas | valor=9341
linha=4912 | nome=Eduarda | acao=executou o benchmark | valor=4619
linha=4913 | nome=Felipe | acao=escreveu o relatorio | valor=6822
linha=4914 | nome=Mariana | acao=estudou computacao | valor=4977
linha=4915 | nome=Tiago | acao=executou o benchmark | valor=2561
linha=4916 | nome=Natalia | acao=escreveu o relatorio | valor=2637
linha=4917 | nome=Vitor | acao=estudou computacao | valor=8480
linha=4918 | nome=Helena | acao=fez um experimento | valor=6844
linha=4919 | nome=Eduarda | acao=executou o benchmark | valor=6931
linha=4920 | nome=Carlos | acao=executou o benchmark | valor=8485
linha=4921 | nome=Mariana | acao=otimizou o algoritmo | valor=7781
linha=4922 | nome=Igor | acao=analisou os resultados | valor=8476
linha=4923 | nome=Lucas | acao=estudou computacao | valor=2303
linha=4924 | nome=Sofia | acao=estudou computacao | valor=4941
linha=4925 | nome=Karen | acao=analisou os resultados | valor=8381
linha=4926 | nome=Karen | acao=escreveu o relatorio | valor=1031
linha=4927 | nome=Ana | acao=comparou as metricas | valor=4625
linha=4928 | nome=Renata | acao=comparou as metricas | valor=8175
linha=4929 | nome=Ana | acao=executou o benchmark | valor=5237
linha=4930 | nome=Gabriela | acao=participou da aula | valor=6388
linha=4931 | nome=Igor | acao=analisou os resultados | valor=8652
linha=4932 | nome=Vitor | acao=comparou as metricas | valor=4686
linha=4933 | nome=Tiago | acao=otimizou o algoritmo | valor=7795
linha=4934 | nome=Ana | acao=participou da aula | valor=2244
linha=4935 | nome=Karen | acao=participou da aula | valor=7090
linha=4936 | nome=Natalia | acao=executou o benchmark | valor=1641
linha=4937 | nome=Sofia | acao=comparou as metricas | valor=6494
linha=4938 | nome=Mariana | acao=participou da aula | valor=3434
linha=4939 | nome=Felipe | acao=comparou as metricas | valor=8165
linha=4940 | nome=Mariana | acao=comparou as metricas | valor=5718
linha=4941 | nome=Joao | acao=comparou as metricas | valor=6491
linha=4942 | nome=Sofia | acao=escreveu o relatorio | valor=3896
linha=4943 | nome=Bruno | acao=estudou computacao | valor=4583
linha=4944 | nome=Otavio | acao=otimizou o algoritmo | valor=8096
linha=4945 | nome=Igor | acao=escreveu o relatorio | valor=3044
linha=4946 | nome=Sofia | acao=participou da aula | valor=1174
linha=4947 | nome=Carlos | acao=fez um experimento | valor=3288
linha=4948 | nome=Mariana | acao=comparou as metricas | valor=6380
linha=4949 | nome=Ana | acao=analisou os resultados | valor=7636
linha=4950 | nome=Tiago | acao=fez um experimento | valor=6804
linha=4951 | nome=Karen | acao=comparou as metricas | valor=8411
linha=4952 | nome=Mariana | acao=comparou as metricas | valor=9858
linha=4953 | nome=Ana | acao=fez um experimento | valor=2796
linha=4954 | nome=Joao | acao=estudou computacao | valor=7748
linha=4955 | nome=Joao | acao=estudou computacao | valor=9297
linha=4956 | nome=Gabriela | acao=otimizou o algoritmo | valor=5867
linha=4957 | nome=Karen | acao=analisou os resultados | valor=7262
linha=4958 | nome=Lucas | acao=otimizou o algoritmo | valor=1865
linha=4959 | nome=Eduarda | acao=participou da aula | valor=2670
