linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=4135 | nome=Felipe | acao=analisou os resultados | valor=5471
linha=4136 | nome=Karen | acao=comparou as metricas | valor=5441
linha=4137 | nome=Joao | acao=fez um experimento | valor=8808
linha=4138 | nome=Vitor | acao=comparou as metricas | valor=1044
linha=4139 | nome=Eduarda | acao=participou da aula | valor=9054
linha=4140 | nome=Sofia | acao=otimizou o algoritmo | valor=8323
linha=4141 | nome=Sofia | acao=escreveu o relatorio | valor=5092
linha=4142 | nome=Renata | acao=analisou os resultados | valor=6189
linha=4143 | nome=Lucas | acao=comparou as metricas | valor=6240
linha=4144 | nome=Gabriela | acao=executou o benchmark | valor=8391
linha=4145 | nome=Felipe | acao=analisou os resultados | valor=9760
linha=4146 | nome=Gabriela | acao=otimizou o algoritmo | valor=5362
linha=4147 | nome=Daniela | acao=escreveu o relatorio | valor=4455
linha=4148 | nome=Natalia | acao=otimizou o algoritmo | valor=1561
linha=4149 | nome=Ana | acao=estudou computacao | valor=1937
linha=4150 | nome=Bruno | acao=otimizou o algoritmo | valor=9226
linha=4151 | nome=Renata | acao=fez um experimento | valor=3514
linha=4152 | nome=Felipe | acao=participou da aula | valor=1648
linha=4153 | nome=Joao | acao=fez um experimento | valor=2801
linha=4154 | nome=Ana | acao=otimizou o algoritmo | valor=2385
linha=4155 | nome=Natalia | acao=comparou as metricas | valor=8968
linha=4156 | nome=Igor | acao=estudou computacao | valor=4419
linha=4157 | nome=Joao | acao=escreveu o relatorio | valor=4341
linha=4158 | nome=Joao | acao=fez um experimento | valor=3087
linha=4159 | nome=Otavio | acao=analisou os resultados | valor=8835
linha=4160 | nome=Sofia | acao=executou o benchmark | valor=6012
linha=4161 | nome=Daniela | acao=fez um experimento | valor=2394
linha=4162 | nome=Vitor | acao=estudou computacao | valor=2759
linha=4163 | nome=Tiago | acao=otimizou o algoritmo | valor=9791
linha=4164 | nome=Daniela | acao=escreveu o relatorio | valor=9801
linha=4165 | nome=Natalia | acao=otimizou o algoritmo | valor=9756
linha=4166 | nome=Daniela | acao=estudou computacao | valor=4897
linha=4167 | nome=Joao | acao=otimizou o algoritmo | valor=3157
linha=4168 | nome=Helena | acao=escreveu o relatorio | valor=9962
linha=4169 | nome=Joao | acao=participou da aula | valor=5164
linha=4170 | nome=Tiago | acao=analisou os resultados | valor=4449
linha=4171 | nome=Igor | acao=executou o benchmark | valor=9576
linha=4172 | nome=Felipe | acao=comparou as metricas | valor=3181
linha=4173 | nome=Joao | acao=executou o benchmark | valor=5221
linha=4174 | nome=Tiago | acao=estudou computacao | valor=3138
linha=4175 | nome=Joao | acao=otimizou o algoritmo | valor=3259
linha=4176 | nome=Bruno | acao=escreveu o relatorio | valor=8366
linha=4177 | nome=Ana | acao=escreveu o relatorio | valor=1091
linha=4178 | nome=Sofia | acao=executou o benchmark | valor=3267
linha=4179 | nome=Tiago | acao=executou o benchmark | valor=7356
linha=4180 | nome=Natalia | acao=participou da aula | valor=8508
linha=4181 | nome=Helena | acao=escreveu o relatorio | valor=1457
linha=4182 | nome=Gabriela | acao=fez um experimento | valor=5178
linha=4183 | nome=Joao | acao=estudou computacao | valor=1337
linha=4184 | nome=Daniela | acao=participou da aula | valor=3589
linha=4185 | nome=Ana | acao=executou o benchmark | valor=6013
linha=4186 | nome=Helena | acao=participou da aula | valor=4846
linha=4187 | nome=Otavio | acao=estudou computacao | valor=3925
linha=4188 | nome=Helena | acao=estudou computacao | valor=7746
linha=4189 | nome=Mariana | acao=executou o benchmark | valor=7980
linha=4190 | nome=Ana | acao=analisou os resultados | valor=9584
linha=4191 | nome=Ana | acao=fez um experimento | valor=5250
linha=4192 | nome=Mariana | acao=participou da aula | valor=5143
linha=4193 | nome=Igor | acao=otimizou o algoritmo | valor=6338
linha=4194 | nome=Tiago | acao=fez um experimento | valor=7836
linha=4195 | nome=Natalia | acao=fez um experimento | valor=1656
linha=4196 | nome=Gabriela | acao=otimizou o algoritmo | valor=7777
linha=4197 | nome=Carlos | acao=estudou computacao | valor=8085
linha=4198 | nome=Ana | acao=estudou computacao | valor=6095
linha=4199 | nome=Carlos | acao=comparou as metricas | valor=9817
linha=4200 | nome=Lucas | acao=analisou os resultados | valor=2131
linha=4201 | nome=Daniela | acao=estudou computacao | valor=2232
linha=4202 | nome=Igor | acao=otimizou o algoritmo | valor=6073
linha=4203 | nome=Gabriela | acao=comparou as metricas | valor=6376
linha=4204 | nome=Tiago | acao=analisou os resultados | valor=1258
linha=4205 | nome=Karen | acao=comparou as metricas | valor=4581
linha=4206 | nome=Ana | acao=analisou os resultados | valor=8046
linha=4207 | nome=Daniela | acao=otimizou o algoritmo | valor=6444
linha=4208 | nome=Sofia | acao=fez um experimento | valor=8719
linha=4209 | nome=Renata | acao=escreveu o relatorio | valor=1596
linha=4210 | nome=Vitor | acao=fez um experimento | valor=2393
linha=4211 | nome=Renata | acao=escreveu o relatorio | valor=6431
linha=4212 | nome=Karen | acao=comparou as metricas | valor=6654
linha=4213 | nome=Igor | acao=analisou os resultados | valor=8742
linha=4214 | nome=Bruno | acao=analisou os resultados | valor=8654
linha=4215 | nome=Igor | acao=comparou as metricas | valor=7153
linha=4216 | nome=Felipe | acao=comparou as metricas | valor=9481
linha=4217 | nome=Joao | acao=analisou os resultados | valor=8660
linha=4218 | nome=Otavio | acao=comparou as metricas | valor=7291
linha=4219 | nome=Sofia | acao=participou da aula | valor=1470
linha=4220 | nome=Vitor | acao=executou o benchmark | valor=1538
linha=4221 | nome=Gabriela | acao=estudou computacao | valor=5541
linha=4222 | nome=Sofia | acao=analisou os resultados | valor=9806
linha=4223 | nome=Felipe | acao=fez um experimento | valor=7284
linha=4224 | nome=Joao | acao=estudou computacao | valor=4559
linha=4225 | nome=Helena | acao=estudou computacao | valor=6587
linha=4226 | nome=Igor | acao=comparou as metricas | valor=2633
linha=4227 | nome=Eduarda | acao=comparou as metricas | valor=3109
linha=4228 | nome=Mariana | acao=executou o benchmark | valor=5993
linha=4229 | nome=Tiago | acao=executou o benchmark | valor=8064
linha=4230 | nome=Karen | acao=participou da aula | valor=7427
linha=4231 | nome=Mariana | acao=analisou os resultados | valor=5049
linha=4232 | nome=Felipe | acao=fez um experimento | valor=1916
linha=4233 | nome=Mariana | acao=escreveu o relatorio | valor=2847
linha=4234 | nome=Lucas | acao=estudou computacao | valor=2711
linha=4235 | nome=Helena | acao=estudou computacao | valor=8527
linha=4236 | nome=Igor | acao=analisou os resultados | valor=9611
linha=4237 | nome=Renata | acao=estudou computacao | valor=6218
linha=4238 | nome=Helena | acao=executou o benchmark | valor=1512
linha=4239 | nome=Otavio | acao=executou o benchmark | valor=5391
linha=4240 | nome=Karen | acao=executou o benchmark | valor=6681
linha=4241 | nome=Helena | acao=analisou os resultados | valor=2834
linha=4242 | nome=Otavio | acao=executou o benchmark | valor=8313
linha=4243 | nome=Natalia | acao=analisou os resultados | valor=1486
linha=4244 | nome=Mariana | acao=estudou computacao | valor=1583
linha=4245 | nome=Daniela | acao=participou da aula | valor=6917
linha=4246 | nome=Lucas | acao=comparou as metricas | valor=2868
linha=4247 | nome=Daniela | acao=escreveu o relatorio | valor=2177
linha=4248 | nome=Sofia | acao=fez um experimento | valor=9866
linha=4249 | nome=Vitor | acao=escreveu o relatorio | valor=3487
linha=4250 | nome=Vitor | acao=analisou os resultados | valor=5448
linha=4251 | nome=Igor | acao=analisou os resultados | valor=9654
linha=4252 | nome=Vitor | acao=executou o benchmark | valor=8288
linha=4253 | nome=Gabriela | acao=executou o benchmark | valor=8796
linha=4254 | nome=Igor | acao=comparou as metricas | valor=3707
linha=4255 | nome=Mariana | acao=participou da aula | valor=8582
linha=4256 | nome=Sofia | acao=analisou os resultados | valor=1600
linha=4257 | nome=Natalia | acao=participou da aula | valor=2886
linha=4258 | nome=Mariana | acao=otimizou o algoritmo | valor=6057
linha=4259 | nome=Natalia | acao=fez um experimento | valor=9290
linha=4260 | nome=Paulo | acao=otimizou o algoritmo | valor=7720
linha=4261 | nome=Bruno | acao=otimizou o algoritmo | valor=7412
linha=4262 | nome=Helena | acao=comparou as metricas | valor=8611
linha=4263 | nome=Lucas | acao=fez um experimento | valor=3013
linha=4264 | nome=Lucas | acao=executou o benchmark | valor=5510
linha=4265 | nome=Carlos | acao=comparou as metricas | valor=2568
linha=4266 | nome=Ana | acao=estudou computacao | valor=8233
linha=4267 | nome=Otavio | acao=analisou os resultados | valor=1193
linha=4268 | nome=Igor | acao=executou o benchmark | valor=3211
linha=4269 | nome=Otavio | acao=participou da aula | valor=3555
linha=4270 | nome=Tiago | acao=executou o benchmark | valor=2033
linha=4271 | nome=Lucas | acao=estudou computacao | valor=2031
linha=4272 | nome=Otavio | acao=estudou computacao | valor=5489
linha=4273 | nome=Helena | acao=analisou os resultados | valor=4239
linha=4274 | nome=Tiago | acao=executou o benchmark | valor=8053
linha=4275 | nome=Eduarda | acao=executou o benchmark | valor=3121
linha=4276 | nome=Karen | acao=comparou as metricas | valor=1922
linha=4277 | nome=Eduarda | acao=otimizou o algoritmo | valor=3153
linha=4278 | nome=Vitor | acao=participou da aula | valor=5826
linha=4279 | nome=Carlos | acao=comparou as metricas | valor=3912
linha=4280 | nome=Mariana | acao=estudou computacao | valor=5520
linha=4281 | nome=Karen | acao=participou da aula | valor=3956
linha=4282 | nome=Igor | acao=executou o benchmark | valor=3024
linha=4283 | nome=Joao | acao=fez um experimento | valor=5278
linha=4284 | nome=Renata | acao=comparou as metricas | valor=5016
linha=4285 | nome=Igor | acao=analisou os resultados | valor=7725
linha=4286 | nome=Igor | acao=analisou os resultados | valor=1402
linha=4287 | nome=Renata | acao=otimizou o algoritmo | valor=5471
linha=4288 | nome=Carlos | acao=fez um experimento | valor=4098
linha=4289 | nome=Otavio | acao=analisou os resultados | valor=4424
linha=4290 | nome=Vitor | acao=otimizou o algoritmo | valor=7683
linha=4291 | nome=Joao | acao=estudou computacao | valor=3720
linha=4292 | nome=Felipe | acao=participou da aula | valor=4620
linha=4293 | nome=Renata | acao=escreveu o relatorio | valor=8614
linha=4294 | nome=Otavio | acao=otimizou o algoritmo | valor=8804
linha=4295 | nome=Tiago | acao=fez um experimento | valor=1380
linha=4296 | nome=Sofia | acao=otimizou o algoritmo | valor=2485
linha=4297 | nome=Vitor | acao=fez um experimento | valor=6267
linha=4298 | nome=Ana | acao=fez um experimento | valor=9024
linha=4299 | nome=Sofia | acao=estudou computacao | valor=3667
linha=4300 | nome=Karen | acao=otimizou o algoritmo | valor=8243
linha=4301 | nome=Natalia | acao=analisou os resultados | valor=9714
linha=4302 | nome=Bruno | acao=comparou as metricas | valor=3984
linha=4303 | nome=Joao | acao=escreveu o relatorio | valor=5684
linha=4304 | nome=Felipe | acao=participou da aula | valor=5974
linha=4305 | nome=Karen | acao=analisou os resultados | valor=3601
linha=4306 | nome=Paulo | acao=otimizou o algoritmo | valor=3643
linha=4307 | nome=Lucas | acao=estudou computacao | valor=4251
linha=4308 | nome=Tiago | acao=otimizou o algoritmo | valor=3983
linha=4309 | nome=Eduarda | acao=otimizou o algoritmo | valor=9661
linha=4310 | nome=Daniela | acao=analisou os resultados | valor=7344
linha=4311 | nome=Vitor | acao=fez um experimento | valor=6729
linha=4312 | nome=Helena | acao=estudou computacao | valor=4280
linha=4313 | nome=Karen | acao=estudou computacao | valor=2543
linha=4314 | nome=Paulo | acao=analisou os resultados | valor=3338
linha=4315 | nome=Felipe | acao=analisou os resultados | valor=6906
linha=4316 | nome=Daniela | acao=fez um experimento | valor=7768
linha=4317 | nome=Daniela | acao=escreveu o relatorio | valor=1876
linha=4318 | nome=Mariana | acao=escreveu o relatorio | valor=4718
linha=4319 | nome=Tiago | acao=executou o benchmark | valor=7568
linha=4320 | nome=Sofia | acao=analisou os resultados | valor=4490
linha=4321 | nome=Bruno | acao=comparou as metricas | valor=2907
linha=4322 | nome=Gabriela | acao=analisou os resultados | valor=6283
linha=4323 | nome=Renata | acao=participou da aula | valor=3493
linha=4324 | nome=Eduarda | acao=analisou os resultados | valor=4739
linha=4325 | nome=Natalia | acao=executou o benchmark | valor=5744
linha=4326 | nome=Bruno | acao=executou o benchmark | valor=5495
linha=4327 | nome=Tiago | acao=escreveu o relatorio | valor=8238
linha=4328 | nome=Ana | acao=participou da aula | valor=3495
linha=4329 | nome=Igor | acao=analisou os resultados | valor=1606
linha=4330 | nome=Lucas | acao=analisou os resultados | valor=7154
linha=4331 | nome=Daniela | acao=analisou os resultados | valor=4811
linha=4332 | nome=Mariana | acao=analisou os resultados | valor=7127
linha=4333 | nome=Paulo | acao=fez um experimento | valor=3014
linha=4334 | nome=Ana | acao=participou da aula | valor=6746
linha=4335 | nome=Mariana | acao=estudou computacao | valor=5870
linha=4336 | nome=Renata | acao=estudou computacao | valor=4855
linha=4337 | nome=Igor | acao=executou o benchmark | valor=6889
linha=4338 | nome=Tiago | acao=escreveu o relatorio | valor=3923
linha=4339 | nome=Renata | acao=fez um experimento | valor=1842
linha=4340 | nome=Lucas | acao=fez um experimento | valor=2912
linha=4341 | nome=Vitor | acao=analisou os resultados | valor=8956
linha=4342 | nome=Tiago | acao=analisou os resultados | valor=7257
linha=4343 | nome=Helena | acao=analisou os resultados | valor=7815
linha=4344 | nome=Otavio | acao=executou o benchmark | valor=4706
linha=4345 | nome=Vitor | acao=estudou computacao | valor=3477
linha=4346 | nome=Carlos | acao=estudou computacao | valor=8512
linha=4347 | nome=Karen | acao=analisou os resultados | valor=9808
linha=4348 | nome=Carlos | acao=fez um experimento | valor=3981
linha=4349 | nome=Felipe | acao=otimizou o algoritmo | valor=6569
linha=4350 | nome=Daniela | acao=comparou as metricas | valor=9001
linha=4351 | nome=Renata | acao=comparou as metricas | valor=2310
linha=4352 | nome=Natalia | acao=participou da aula | valor=1892
linha=4353 | nome=Paulo | acao=estudou computacao | valor=8513
linha=4354 | nome=Helena | acao=fez um experimento | valor=8372
linha=4355 | nome=Ana | acao=analisou os resultados | valor=5127
linha=4356 | nome=Daniela | acao=estudou computacao | valor=7699
linha=4357 | nome=Eduarda | acao=fez um experimento | valor=6618
linha=4358 | nome=Renata | acao=executou o benchmark | valor=5999
linha=4359 | nome=Daniela | acao=comparou as metricas | valor=4468
linha=4360 | nome=Helena | acao=escreveu o relatorio | valor=9020
linha=4361 | nome=Vitor | acao=otimizou o algoritmo | valor=4591
linha=4362 | nome=Felipe | acao=participou da aula | valor=7650
linha=4363 | nome=Joao | acao=executou o benchmark | valor=3784
linha=4364 | nome=Eduarda | acao=escreveu o relatorio | valor=1606
linha=4365 | nome=Mariana | acao=participou da aula | valor=1865
linha=4366 | nome=Mariana | acao=participou da aula | valor=2690
linha=4367 | nome=Sofia | acao=participou da aula | valor=6417
linha=4368 | nome=Daniela | acao=executou o benchmark | valor=1332
linha=4369 | nome=Tiago | acao=estudou computacao | valor=4890
linha=4370 | nome=Karen | acao=escreveu o relatorio | valor=4999
linha=4371 | nome=Joao | acao=participou da aula | valor=8764
linha=4372 | nome=Ana | acao=participou da aula | valor=9476
linha=4373 | nome=Carlos | acao=estudou computacao | valor=7418
linha=4374 | nome=Helena | acao=fez um experimento | valor=5029
linha=4375 | nome=Sofia | acao=escreveu o relatorio | valor=6763
linha=4376 | nome=Natalia | acao=escreveu o relatorio | valor=6762
linha=4377 | nome=Eduarda | acao=participou da aula | valor=1989
linha=4378 | nome=Bruno | acao=analisou os resultados | valor=4799
linha=4379 | nome=Ana | acao=escreveu o relatorio | valor=8268
linha=4380 | nome=Carlos | acao=fez um experimento | valor=4462
linha=4381 | nome=Joao | acao=analisou os resultados | valor=7509
linha=4382 | nome=Karen | acao=estudou computacao | valor=5964
linha=4383 | nome=Ana | acao=estudou computacao | valor=5139
linha=4384 | nome=Gabriela | acao=comparou as metricas | valor=1460
linha=4385 | nome=Helena | acao=participou da aula | valor=6590
linha=4386 | nome=Bruno | acao=estudou computacao | valor=5704
linha=4387 | nome=Helena | acao=comparou as metricas | valor=9682
