linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=4244 | nome=Joao | acao=analisou os resultados | valor=1510
linha=4245 | nome=Mariana | acao=executou o benchmark | valor=9606
linha=4246 | nome=Sofia | acao=participou da aula | valor=6843
linha=4247 | nome=Karen | acao=participou da aula | valor=1154
linha=4248 | nome=Sofia | acao=escreveu o relatorio | valor=8263
linha=4249 | nome=Helena | acao=otimizou o algoritmo | valor=7287
linha=4250 | nome=Gabriela | acao=estudou computacao | valor=5470
linha=4251 | nome=Paulo | acao=executou o benchmark | valor=3685
linha=4252 | nome=Igor | acao=comparou as metricas | valor=4581
linha=4253 | nome=Mariana | acao=fez um experimento | valor=1978
linha=4254 | nome=Otavio | acao=comparou as metricas | valor=3330
linha=4255 | nome=Daniela | acao=fez um experimento | valor=1895
linha=4256 | nome=Tiago | acao=otimizou o algoritmo | valor=7522
linha=4257 | nome=Gabriela | acao=estudou computacao | valor=9040
linha=4258 | nome=Carlos | acao=comparou as metricas | valor=5985
linha=4259 | nome=Paulo | acao=analisou os resultados | valor=2492
linha=4260 | nome=Mariana | acao=executou o benchmark | valor=2151
linha=4261 | nome=Sofia | acao=comparou as metricas | valor=9015
linha=4262 | nome=Otavio | acao=participou da aula | valor=4614
linha=4263 | nome=Karen | acao=otimizou o algoritmo | valor=4500
linha=4264 | nome=Karen | acao=comparou as metricas | valor=2865
linha=4265 | nome=Karen | acao=estudou computacao | valor=5518
linha=4266 | nome=Gabriela | acao=escreveu o relatorio | valor=6066
linha=4267 | nome=Joao | acao=fez um experimento | valor=3582
linha=4268 | nome=Mariana | acao=otimizou o algoritmo | valor=6760
linha=4269 | nome=Gabriela | acao=executou o benchmark | valor=5587
linha=4270 | nome=Gabriela | acao=analisou os resultados | valor=4189
linha=4271 | nome=Carlos | acao=comparou as metricas | valor=2794
linha=4272 | nome=Felipe | acao=analisou os resultados | valor=5818
linha=4273 | nome=Vitor | acao=fez um experimento | valor=6825
linha=4274 | nome=Karen | acao=executou o benchmark | valor=7826
linha=4275 | nome=Natalia | acao=escreveu o relatorio | valor=8748
linha=4276 | nome=Natalia | acao=executou o benchmark | valor=6111
linha=4277 | nome=Tiago | acao=comparou as metricas | valor=2777
linha=4278 | nome=Gabriela | acao=participou da aula | valor=1330
linha=4279 | nome=Karen | acao=otimizou o algoritmo | valor=4278
linha=4280 | nome=Mariana | acao=fez um experimento | valor=4301
linha=4281 | nome=Joao | acao=analisou os resultados | valor=7972
linha=4282 | nome=Joao | acao=estudou computacao | valor=4639
linha=4283 | nome=Lucas | acao=escreveu o relatorio | valor=6446
linha=4284 | nome=Daniela | acao=participou da aula | valor=4916
linha=4285 | nome=Felipe | acao=participou da aula | valor=1162
linha=4286 | nome=Otavio | acao=escreveu o relatorio | valor=2628
linha=4287 | nome=Paulo | acao=escreveu o relatorio | valor=3274
linha=4288 | nome=Ana | acao=escreveu o relatorio | valor=6381
linha=4289 | nome=Igor | acao=comparou as metricas | valor=6116
linha=4290 | nome=Paulo | acao=analisou os resultados | valor=5292
linha=4291 | nome=Daniela | acao=escreveu o relatorio | valor=6997
linha=4292 | nome=Joao | acao=comparou as metricas | valor=8238
linha=4293 | nome=Daniela | acao=otimizou o algoritmo | valor=4072
linha=4294 | nome=Renata | acao=otimizou o algoritmo | valor=8898
linha=4295 | nome=Mariana | acao=comparou as metricas | valor=1026
linha=4296 | nome=Renata | acao=participou da aula | valor=9674
linha=4297 | nome=Igor | acao=estudou computacao | valor=9694
linha=4298 | nome=Gabriela | acao=analisou os resultados | valor=2707
linha=4299 | nome=Igor | acao=otimizou o algoritmo | valor=1992
linha=4300 | nome=Mariana | acao=estudou computacao | valor=7838
linha=4301 | nome=Natalia | acao=estudou computacao | valor=9047
linha=4302 | nome=Mariana | acao=escreveu o relatorio | valor=3771
linha=4303 | nome=Lucas | acao=fez um experimento | valor=1186
linha=4304 | nome=Gabriela | acao=analisou os resultados | valor=4470
linha=4305 | nome=Carlos | acao=executou o benchmark | valor=5907
linha=4306 | nome=Gabriela | acao=fez um experimento | valor=2526
linha=4307 | nome=Lucas | acao=analisou os resultados | valor=1373
linha=4308 | nome=Felipe | acao=otimizou o algoritmo | valor=6368
linha=4309 | nome=Renata | acao=participou da aula | valor=1414
linha=4310 | nome=Sofia | acao=analisou os resultados | valor=5287
linha=4311 | nome=Bruno | acao=estudou computacao | valor=1655
linha=4312 | nome=Joao | acao=analisou os resultados | valor=7338
linha=4313 | nome=Ana | acao=fez um experimento | valor=1234
linha=4314 | nome=Igor | acao=comparou as metricas | valor=4746
linha=4315 | nome=Daniela | acao=executou o benchmark | valor=8260
linha=4316 | nome=Igor | acao=estudou computacao | valor=5226
linha=4317 | nome=Bruno | acao=executou o benchmark | valor=7971
linha=4318 | nome=Vitor | acao=participou da aula | valor=7003
linha=4319 | nome=Felipe | acao=otimizou o algoritmo | valor=9921
linha=4320 | nome=Paulo | acao=otimizou o algoritmo | valor=4105
linha=4321 | nome=Vitor | acao=estudou computacao | valor=6050
linha=4322 | nome=Gabriela | acao=fez um experimento | valor=4708
linha=4323 | nome=Daniela | acao=comparou as metricas | valor=4480
linha=4324 | nome=Daniela | acao=otimizou o algoritmo | valor=8900
linha=4325 | nome=Mariana | acao=fez um experimento | valor=1709
linha=4326 | nome=Karen | acao=analisou os resultados | valor=4361
linha=4327 | nome=Bruno | acao=estudou computacao | valor=2205
linha=4328 | nome=Ana | acao=escreveu o relatorio | valor=3660
linha=4329 | nome=Igor | acao=executou o benchmark | valor=9134
linha=4330 | nome=Otavio | acao=comparou as metricas | valor=7937
linha=4331 | nome=Renata | acao=otimizou o algoritmo | valor=5808
linha=4332 | nome=Carlos | acao=participou da aula | valor=1917
linha=4333 | nome=Joao | acao=analisou os resultados | valor=1042
linha=4334 | nome=Renata | acao=otimizou o algoritmo | valor=3193
linha=4335 | nome=Karen | acao=otimizou o algoritmo | valor=1261
linha=4336 | nome=Felipe | acao=analisou os resultados | valor=1260
linha=4337 | nome=Carlos | acao=estudou computacao | valor=5224
linha=4338 | nome=Eduarda | acao=comparou as metricas | valor=2290
linha=4339 | nome=Otavio | acao=executou o benchmark | valor=2731
linha=4340 | nome=Gabriela | acao=participou da aula | valor=2555
linha=4341 | nome=Felipe | acao=analisou os resultados | valor=1999
linha=4342 | nome=Mariana | acao=estudou computacao | valor=2140
linha=4343 | nome=Ana | acao=estudou computacao | valor=3555
linha=4344 | nome=Natalia | acao=participou da aula | valor=4112
linha=4345 | nome=Mariana | acao=otimizou o algoritmo | valor=9540
linha=4346 | nome=Gabriela | acao=fez um experimento | valor=8201
linha=4347 | nome=Mariana | acao=participou da aula | valor=4585
linha=4348 | nome=Joao | acao=executou o benchmark | valor=9475
linha=4349 | nome=Paulo | acao=estudou computacao | valor=9494
linha=4350 | nome=Tiago | acao=otimizou o algoritmo | valor=6562
linha=4351 | nome=Lucas | acao=comparou as metricas | valor=4659
linha=4352 | nome=Felipe | acao=participou da aula | valor=6320
linha=4353 | nome=Joao | acao=fez um experimento | valor=4441
linha=4354 | nome=Tiago | acao=fez um experimento | valor=1447
linha=4355 | nome=Karen | acao=otimizou o algoritmo | valor=9667
linha=4356 | nome=Renata | acao=analisou os resultados | valor=9836
linha=4357 | nome=Lucas | acao=escreveu o relatorio | valor=6551
linha=4358 | nome=Sofia | acao=participou da aula | valor=4879
linha=4359 | nome=Eduarda | acao=analisou os resultados | valor=5783
linha=4360 | nome=Lucas | acao=comparou as metricas | valor=8387
linha=4361 | nome=Tiago | acao=participou da aula | valor=2523
linha=4362 | nome=Tiago | acao=comparou as metricas | valor=4419
linha=4363 | nome=Igor | acao=fez um experimento | valor=9604
linha=4364 | nome=Karen | acao=otimizou o algoritmo | valor=9244
linha=4365 | nome=Bruno | acao=participou da aula | valor=1703
linha=4366 | nome=Carlos | acao=participou da aula | valor=4897
linha=4367 | nome=Natalia | acao=executou o benchmark | valor=7338
linha=4368 | nome=Eduarda | acao=executou o benchmark | valor=8818
linha=4369 | nome=Tiago | acao=executou o benchmark | valor=3888
linha=4370 | nome=Vitor | acao=otimizou o algoritmo | valor=9212
linha=4371 | nome=Bruno | acao=fez um experimento | valor=9660
linha=4372 | nome=Carlos | acao=participou da aula | valor=4270
linha=4373 | nome=Helena | acao=escreveu o relatorio | valor=3818
linha=4374 | nome=Ana | acao=escreveu o relatorio | valor=5413
linha=4375 | nome=Felipe | acao=estudou computacao | valor=3983
linha=4376 | nome=Sofia | acao=comparou as metricas | valor=8425
linha=4377 | nome=Helena | acao=escreveu o relatorio | valor=5032
linha=4378 | nome=Renata | acao=fez um experimento | valor=7840
linha=4379 | nome=Paulo | acao=escreveu o relatorio | valor=3790
linha=4380 | nome=Paulo | acao=participou da aula | valor=9358
linha=4381 | nome=Tiago | acao=otimizou o algoritmo | valor=4383
linha=4382 | nome=Paulo | acao=estudou computacao | valor=7107
linha=4383 | nome=Felipe | acao=escreveu o relatorio | valor=2560
linha=4384 | nome=Bruno | acao=otimizou o algoritmo | valor=8917
linha=4385 | nome=Mariana | acao=fez um experimento | valor=2912
linha=4386 | nome=Joao | acao=executou o benchmark | valor=7912
linha=4387 | nome=Mariana | acao=escreveu o relatorio | valor=8382
linha=4388 | nome=Mariana | acao=analisou os resultados | valor=1447
linha=4389 | nome=Joao | acao=estudou computacao | valor=8308
linha=4390 | nome=Paulo | acao=estudou computacao | valor=6574
linha=4391 | nome=Eduarda | acao=executou o benchmark | valor=6705
linha=4392 | nome=Mariana | acao=otimizou o algoritmo | valor=4590
linha=4393 | nome=Renata | acao=comparou as metricas | valor=9049
linha=4394 | nome=Joao | acao=participou da aula | valor=9774
linha=4395 | nome=Daniela | acao=comparou as metricas | valor=7807
linha=4396 | nome=Daniela | acao=participou da aula | valor=3833
linha=4397 | nome=Sofia | acao=comparou as metricas | valor=1973
linha=4398 | nome=Karen | acao=participou da aula | valor=5380
linha=4399 | nome=Renata | acao=otimizou o algoritmo | valor=2806
linha=4400 | nome=Renata | acao=escreveu o relatorio | valor=4843
linha=4401 | nome=Helena | acao=comparou as metricas | valor=5400
linha=4402 | nome=Tiago | acao=otimizou o algoritmo | valor=9386
linha=4403 | nome=Eduarda | acao=comparou as metricas | valor=7116
linha=4404 | nome=Vitor | acao=otimizou o algoritmo | valor=1018
linha=4405 | nome=Eduarda | acao=participou da aula | valor=8171
linha=4406 | nome=Felipe | acao=executou o benchmark | valor=6871
linha=4407 | nome=Paulo | acao=participou da aula | valor=7445
linha=4408 | nome=Felipe | acao=executou o benchmark | valor=4440
linha=4409 | nome=Gabriela | acao=executou o benchmark | valor=8765
linha=4410 | nome=Natalia | acao=estudou computacao | valor=6580
linha=4411 | nome=Mariana | acao=analisou os resultados | valor=6354
linha=4412 | nome=Karen | acao=executou o benchmark | valor=4341
linha=4413 | nome=Tiago | acao=fez um experimento | valor=6839
linha=4414 | nome=Helena | acao=fez um experimento | valor=2662
linha=4415 | nome=Vitor | acao=escreveu o relatorio | valor=7145
linha=4416 | nome=Natalia | acao=otimizou o algoritmo | valor=6972
linha=4417 | nome=Bruno | acao=analisou os resultados | valor=9098
linha=4418 | nome=Bruno | acao=comparou as metricas | valor=7464
linha=4419 | nome=Ana | acao=escreveu o relatorio | valor=4431
linha=4420 | nome=Vitor | acao=fez um experimento | valor=1577
linha=4421 | nome=Paulo | acao=otimizou o algoritmo | valor=9180
linha=4422 | nome=Renata | acao=analisou os resultados | valor=3220
linha=4423 | nome=Joao | acao=fez um experimento | valor=1441
linha=4424 | nome=Renata | acao=participou da aula | valor=1811
linha=4425 | nome=Otavio | acao=executou o benchmark | valor=5387
linha=4426 | nome=Vitor | acao=fez um experimento | valor=8541
linha=4427 | nome=Karen | acao=estudou computacao | valor=9136
linha=4428 | nome=Eduarda | acao=estudou computacao | valor=9187
linha=4429 | nome=Igor | acao=escreveu o relatorio | valor=4833
linha=4430 | nome=Bruno | acao=comparou as metricas | valor=1580
linha=4431 | nome=Karen | acao=estudou computacao | valor=1035
linha=4432 | nome=Felipe | acao=participou da aula | valor=4881
linha=4433 | nome=Mariana | acao=escreveu o relatorio | valor=7612
linha=4434 | nome=Eduarda | acao=participou da aula | valor=5874
linha=4435 | nome=Bruno | acao=fez um experimento | valor=6679
linha=4436 | nome=Karen | acao=fez um experimento | valor=1279
linha=4437 | nome=Mariana | acao=fez um experimento | valor=6262
linha=4438 | nome=Vitor | acao=estudou computacao | valor=6043
linha=4439 | nome=Otavio | acao=executou o benchmark | valor=3960
linha=4440 | nome=Karen | acao=otimizou o algoritmo | valor=5461
linha=4441 | nome=Daniela | acao=analisou os resultados | valor=5198
linha=4442 | nome=Mariana | acao=estudou computacao | valor=4502
linha=4443 | nome=Carlos | acao=analisou os resultados | valor=9835
linha=4444 | nome=Otavio | acao=fez um experimento | valor=6344
linha=4445 | nome=Eduarda | acao=comparou as metricas | valor=5381
linha=4446 | nome=Eduarda | acao=otimizou o algoritmo | valor=3622
linha=4447 | nome=Bruno | acao=participou da aula | valor=8020
linha=4448 | nome=Felipe | acao=escreveu o relatorio | valor=2877
linha=4449 | nome=Carlos | acao=comparou as metricas | valor=7067
linha=4450 | nome=Lucas | acao=participou da aula | valor=7785
linha=4451 | nome=Sofia | acao=executou o benchmark | valor=3233
linha=4452 | nome=Gabriela | acao=executou o benchmark | valor=6703
linha=4453 | nome=Eduarda | acao=participou da aula | valor=8200
linha=4454 | nome=Paulo | acao=escreveu o relatorio | valor=4659
linha=4455 | nome=Joao | acao=comparou as metricas | valor=4194
linha=4456 | nome=Carlos | acao=estudou computacao | valor=9506
linha=4457 | nome=Carlos | acao=analisou os resultados | valor=3256
linha=4458 | nome=Karen | acao=executou o benchmark | valor=3656
linha=4459 | nome=Igor | acao=comparou as metricas | valor=2514
linha=4460 | nome=Daniela | acao=analisou os resultados | valor=2934
linha=4461 | nome=Igor | acao=analisou os resultados | valor=5011
linha=4462 | nome=Carlos | acao=participou da aula | valor=6039
linha=4463 | nome=Igor | acao=participou da aula | valor=6495
linha=4464 | nome=Mariana | acao=analisou os resultados | valor=1349
linha=4465 | nome=Gabriela | acao=estudou computacao | valor=1981
linha=4466 | nome=Bruno | acao=otimizou o algoritmo | valor=4371
linha=4467 | nome=Gabriela | acao=estudou computacao | valor=4475
linha=4468 | nome=Gabriela | acao=otimizou o algoritmo | valor=7227
linha=4469 | nome=Eduarda | acao=estudou computacao | valor=8017
linha=4470 | nome=Renata | acao=participou da aula | valor=9612
linha=4471 | nome=Natalia | acao=analisou os resultados | valor=6079
linha=4472 | nome=Carlos | acao=participou da aula | valor=4280
linha=4473 | nome=Mariana | acao=fez um experimento | valor=3812
linha=4474 | nome=Felipe | acao=executou o benchmark | valor=5709
linha=4475 | nome=Renata | acao=otimizou o algoritmo | valor=3793
linha=4476 | nome=Igor | acao=escreveu o relatorio | valor=9497
linha=4477 | nome=Otavio | acao=estudou computacao | valor=6832
linha=4478 | nome=Helena | acao=executou o benchmark | valor=8416
linha=4479 | nome=Helena | acao=executou o benchmark | valor=9133
linha=4480 | nome=Carlos | acao=fez um experimento | valor=5382
linha=4481 | nome=Karen | acao=escreveu o relatorio | valor=8523
linha=4482 | nome=Felipe | acao=otimizou o algoritmo | valor=1727
linha=4483 | nome=Tiago | acao=fez um experimento | valor=7025
linha=4484 | nome=Natalia | acao=participou da aula | valor=4786
linha=4485 | nome=Igor | acao=fez um experimento | valor=3839
linha=4486 | nome=Otavio | acao=analisou os resultados | valor=4158
linha=4487 | nome=Gabriela | acao=executou o benchmark | valor=1539
linha=4488 | nome=Felipe | acao=otimizou o algoritmo | valor=6249
linha=4489 | nome=Joao | acao=comparou as metricas | valor=8051
linha=4490 | nome=Vitor | acao=fez um experimento | valor=6068
linha=4491 | nome=Sofia | acao=executou o benchmark | valor=6505
linha=4492 | nome=Natalia | acao=comparou as metricas | valor=8010
linha=4493 | nome=Daniela | acao=escreveu o relatorio | valor=5651
linha=4494 | nome=Ana | acao=analisou os resultados | valor=5733
linha=4495 | nome=Paulo | acao=executou o benchmark | valor=6859
linha=4496 | nome=Mariana | acao=comparou as metricas | valor=2600
