linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=4403 | nome=Igor | acao=otimizou o algoritmo | valor=2133
linha=4404 | nome=Eduarda | acao=escreveu o relatorio | valor=2129
linha=4405 | nome=Tiago | acao=estudou computacao | valor=8073
linha=4406 | nome=Renata | acao=executou o benchmark | valor=5515
linha=4407 | nome=Helena | acao=participou da aula | valor=9185
linha=4408 | nome=Tiago | acao=fez um experimento | valor=4089
linha=4409 | nome=Lucas | acao=analisou os resultados | valor=5600
linha=4410 | nome=Otavio | acao=executou o benchmark | valor=6045
linha=4411 | nome=Tiago | acao=comparou as metricas | valor=9451
linha=4412 | nome=Carlos | acao=estudou computacao | valor=3633
linha=4413 | nome=Bruno | acao=executou o benchmark | valor=9956
linha=4414 | nome=Igor | acao=executou o benchmark | valor=3915
linha=4415 | nome=Paulo | acao=participou da aula | valor=2487
linha=4416 | nome=Igor | acao=otimizou o algoritmo | valor=5894
linha=4417 | nome=Vitor | acao=comparou as metricas | valor=4471
linha=4418 | nome=Lucas | acao=fez um experimento | valor=6237
linha=4419 | nome=Karen | acao=otimizou o algoritmo | valor=8984
linha=4420 | nome=Daniela | acao=otimizou o algoritmo | valor=3310
linha=4421 | nome=Otavio | acao=participou da aula | valor=4633
linha=4422 | nome=Otavio | acao=estudou computacao | valor=5386
linha=4423 | nome=Lucas | acao=fez um experimento | valor=7565
linha=4424 | nome=Karen | acao=fez um experimento | valor=1681
linha=4425 | nome=Otavio | acao=participou da aula | valor=8449
linha=4426 | nome=Eduarda | acao=comparou as metricas | valor=4640
linha=4427 | nome=Sofia | acao=escreveu o relatorio | valor=5920
linha=4428 | nome=Bruno | acao=estudou computacao | valor=1499
linha=4429 | nome=Natalia | acao=otimizou o algoritmo | valor=7650
linha=4430 | nome=Paulo | acao=estudou computacao | valor=2647
linha=4431 | nome=Helena | acao=comparou as metricas | valor=3888
linha=4432 | nome=Lucas | acao=participou da aula | valor=8952
linha=4433 | nome=Tiago | acao=fez um experimento | valor=4579
linha=4434 | nome=Tiago | acao=comparou as metricas | valor=5843
linha=4435 | nome=Igor | acao=comparou as metricas | valor=1277
linha=4436 | nome=Karen | acao=comparou as metricas | valor=7348
linha=4437 | nome=Paulo | acao=executou o benchmark | valor=8039
linha=4438 | nome=Carlos | acao=otimizou o algoritmo | valor=9628
linha=4439 | nome=Tiago | acao=analisou os resultados | valor=5098
linha=4440 | nome=Paulo | acao=analisou os resultados | valor=6781
linha=4441 | nome=Renata | acao=escreveu o relatorio | valor=7843
linha=4442 | nome=Mariana | acao=escreveu o relatorio | valor=3955
linha=4443 | nome=Vitor | acao=comparou as metricas | valor=5472
linha=4444 | nome=Ana | acao=comparou as metricas | valor=8343
linha=4445 | nome=Mariana | acao=escreveu o relatorio | valor=2487
linha=4446 | nome=Gabriela | acao=executou o benchmark | valor=5179
linha=4447 | nome=Otavio | acao=estudou computacao | valor=7141
linha=4448 | nome=Mariana | acao=otimizou o algoritmo | valor=3476
linha=4449 | nome=Paulo | acao=estudou computacao | valor=6709
linha=4450 | nome=Bruno | acao=otimizou o algoritmo | valor=7329
linha=4451 | nome=Bruno | acao=fez um experimento | valor=3772
linha=4452 | nome=Eduarda | acao=executou o benchmark | valor=2390
linha=4453 | nome=Vitor | acao=comparou as metricas | valor=4157
linha=4454 | nome=Daniela | acao=executou o benchmark | valor=5585
linha=4455 | nome=Sofia | acao=participou da aula | valor=1087
linha=4456 | nome=Ana | acao=escreveu o relatorio | valor=8611
linha=4457 | nome=Mariana | acao=otimizou o algoritmo | valor=8295
linha=4458 | nome=Renata | acao=analisou os resultados | valor=5898
linha=4459 | nome=Daniela | acao=escreveu o relatorio | valor=1638
linha=4460 | nome=Tiago | acao=otimizou o algoritmo | valor=2440
linha=4461 | nome=Bruno | acao=escreveu o relatorio | valor=9326
linha=4462 | nome=Felipe | acao=executou o benchmark | valor=5392
linha=4463 | nome=Otavio | acao=executou o benchmark | valor=5008
linha=4464 | nome=Paulo | acao=executou o benchmark | valor=1329
linha=4465 | nome=Joao | acao=escreveu o relatorio | valor=3558
linha=4466 | nome=Otavio | acao=executou o benchmark | valor=6002
linha=4467 | nome=Felipe | acao=executou o benchmark | valor=4660
linha=4468 | nome=Joao | acao=escreveu o relatorio | valor=4950
linha=4469 | nome=Mariana | acao=analisou os resultados | valor=3197
linha=4470 | nome=Tiago | acao=analisou os resultados | valor=4271
linha=4471 | nome=Joao | acao=comparou as metricas | valor=7435
linha=4472 | nome=Sofia | acao=executou o benchmark | valor=3127
linha=4473 | nome=Renata | acao=analisou os resultados | valor=2242
linha=4474 | nome=Ana | acao=participou da aula | valor=3019
linha=4475 | nome=Karen | acao=comparou as metricas | valor=3357
linha=4476 | nome=Lucas | acao=otimizou o algoritmo | valor=4151
linha=4477 | nome=Mariana | acao=comparou as metricas | valor=2570
linha=4478 | nome=Mariana | acao=executou o benchmark | valor=5555
linha=4479 | nome=Karen | acao=executou o benchmark | valor=9731
linha=4480 | nome=Paulo | acao=otimizou o algoritmo | valor=4376
linha=4481 | nome=Daniela | acao=escreveu o relatorio | valor=6638
linha=4482 | nome=Daniela | acao=executou o benchmark | valor=2648
linha=4483 | nome=Sofia | acao=estudou computacao | valor=2920
linha=4484 | nome=Igor | acao=participou da aula | valor=4618
linha=4485 | nome=Daniela | acao=participou da aula | valor=5046
linha=4486 | nome=Felipe | acao=participou da aula | valor=8395
linha=4487 | nome=Felipe | acao=comparou as metricas | valor=6419
linha=4488 | nome=Tiago | acao=escreveu o relatorio | valor=7009
linha=4489 | nome=Tiago | acao=escreveu o relatorio | valor=7501
linha=4490 | nome=Mariana | acao=executou o benchmark | valor=9749
linha=4491 | nome=Gabriela | acao=escreveu o relatorio | valor=1962
linha=4492 | nome=Lucas | acao=otimizou o algoritmo | valor=5634
linha=4493 | nome=Bruno | acao=escreveu o relatorio | valor=3517
linha=4494 | nome=Sofia | acao=otimizou o algoritmo | valor=1367
linha=4495 | nome=Vitor | acao=otimizou o algoritmo | valor=4010
linha=4496 | nome=Carlos | acao=escreveu o relatorio | valor=4807
linha=4497 | nome=Gabriela | acao=executou o benchmark | valor=4047
linha=4498 | nome=Eduarda | acao=escreveu o relatorio | valor=5728
linha=4499 | nome=Lucas | acao=otimizou o algoritmo | valor=2873
linha=4500 | nome=Natalia | acao=executou o benchmark | valor=1399
linha=4501 | nome=Vitor | acao=otimizou o algoritmo | valor=6702
linha=4502 | nome=Vitor | acao=executou o benchmark | valor=7213
linha=4503 | nome=Mariana | acao=fez um experimento | valor=8703
linha=4504 | nome=Gabriela | acao=estudou computacao | valor=9847
linha=4505 | nome=Mariana | acao=executou o benchmark | valor=3216
linha=4506 | nome=Felipe | acao=fez um experimento | valor=4271
linha=4507 | nome=Helena | acao=comparou as metricas | valor=6186
linha=4508 | nome=Ana | acao=analisou os resultados | valor=7021
linha=4509 | nome=Eduarda | acao=escreveu o relatorio | valor=4961
linha=4510 | nome=Helena | acao=analisou os resultados | valor=8895
linha=4511 | nome=Igor | acao=comparou as metricas | valor=7388
linha=4512 | nome=Mariana | acao=comparou as metricas | valor=9572
linha=4513 | nome=Lucas | acao=escreveu o relatorio | valor=8456
linha=4514 | nome=Ana | acao=comparou as metricas | valor=1558
linha=4515 | nome=Lucas | acao=comparou as metricas | valor=1067
linha=4516 | nome=Lucas | acao=analisou os resultados | valor=6817
linha=4517 | nome=Eduarda | acao=executou o benchmark | valor=3069
linha=4518 | nome=Lucas | acao=executou o benchmark | valor=3348
linha=4519 | nome=Tiago | acao=escreveu o relatorio | valor=5509
linha=4520 | nome=Helena | acao=escreveu o relatorio | valor=1254
linha=4521 | nome=Sofia | acao=participou da aula | valor=5390
linha=4522 | nome=Paulo | acao=analisou os resultados | valor=8362
linha=4523 | nome=Renata | acao=fez um experimento | valor=5726
linha=4524 | nome=Eduarda | acao=fez um experimento | valor=8542
linha=4525 | nome=Sofia | acao=executou o benchmark | valor=6097
linha=4526 | nome=Felipe | acao=participou da aula | valor=9020
linha=4527 | nome=Otavio | acao=comparou as metricas | valor=6025
linha=4528 | nome=Karen | acao=executou o benchmark | valor=5698
linha=4529 | nome=Eduarda | acao=executou o benchmark | valor=2854
linha=4530 | nome=Paulo | acao=executou o benchmark | valor=6354
linha=4531 | nome=Vitor | acao=otimizou o algoritmo | valor=8845
linha=4532 | nome=Daniela | acao=participou da aula | valor=5961
linha=4533 | nome=Vitor | acao=fez um experimento | valor=3224
linha=4534 | nome=Eduarda | acao=participou da aula | valor=2703
linha=4535 | nome=Natalia | acao=otimizou o algoritmo | valor=1092
linha=4536 | nome=Vitor | acao=participou da aula | valor=7754
linha=4537 | nome=Karen | acao=analisou os resultados | valor=1723
linha=4538 | nome=Sofia | acao=escreveu o relatorio | valor=1732
linha=4539 | nome=Mariana | acao=otimizou o algoritmo | valor=9645
linha=4540 | nome=Paulo | acao=otimizou o algoritmo | valor=3211
linha=4541 | nome=Karen | acao=fez um experimento | valor=6938
linha=4542 | nome=Igor | acao=escreveu o relatorio | valor=4548
linha=4543 | nome=Gabriela | acao=estudou computacao | valor=2886
linha=4544 | nome=Joao | acao=analisou os resultados | valor=7554
linha=4545 | nome=Paulo | acao=analisou os resultados | valor=3913
linha=4546 | nome=Joao | acao=executou o benchmark | valor=2585
linha=4547 | nome=Joao | acao=fez um experimento | valor=6780
linha=4548 | nome=Carlos | acao=executou o benchmark | valor=4036
linha=4549 | nome=Ana | acao=fez um experimento | valor=5548
linha=4550 | nome=Karen | acao=escreveu o relatorio | valor=6070
linha=4551 | nome=Carlos | acao=executou o benchmark | valor=8793
linha=4552 | nome=Vitor | acao=otimizou o algoritmo | valor=4958
linha=4553 | nome=Joao | acao=estudou computacao | valor=6408
linha=4554 | nome=Eduarda | acao=estudou computacao | valor=5334
linha=4555 | nome=Eduarda | acao=estudou computacao | valor=3871
linha=4556 | nome=Karen | acao=otimizou o algoritmo | valor=5422
linha=4557 | nome=Daniela | acao=escreveu o relatorio | valor=3478
linha=4558 | nome=Daniela | acao=fez um experimento | valor=8745
linha=4559 | nome=Tiago | acao=estudou computacao | valor=6419
linha=4560 | nome=Karen | acao=participou da aula | valor=9549
linha=4561 | nome=Renata | acao=escreveu o relatorio | valor=2701
linha=4562 | nome=Ana | acao=comparou as metricas | valor=6128
linha=4563 | nome=Joao | acao=fez um experimento | valor=9715
linha=4564 | nome=Otavio | acao=otimizou o algoritmo | valor=3186
linha=4565 | nome=Carlos | acao=comparou as metricas | valor=7821
linha=4566 | nome=Felipe | acao=estudou computacao | valor=8340
linha=4567 | nome=Paulo | acao=comparou as metricas | valor=3109
linha=4568 | nome=Igor | acao=estudou computacao | valor=8456
linha=4569 | nome=Paulo | acao=analisou os resultados | valor=2513
linha=4570 | nome=Mariana | acao=comparou as metricas | valor=8924
linha=4571 | nome=Carlos | acao=participou da aula | valor=1558
linha=4572 | nome=Mariana | acao=otimizou o algoritmo | valor=1044
linha=4573 | nome=Mariana | acao=comparou as metricas | valor=7548
linha=4574 | nome=Renata | acao=estudou computacao | valor=8199
linha=4575 | nome=Sofia | acao=estudou computacao | valor=2364
linha=4576 | nome=Gabriela | acao=fez um experimento | valor=1026
linha=4577 | nome=Gabriela | acao=otimizou o algoritmo | valor=6559
linha=4578 | nome=Karen | acao=escreveu o relatorio | valor=2311
linha=4579 | nome=Igor | acao=analisou os resultados | valor=9068
linha=4580 | nome=Igor | acao=estudou computacao | valor=1936
linha=4581 | nome=Renata | acao=analisou os resultados | valor=3079
linha=4582 | nome=Gabriela | acao=estudou computacao | valor=6507
linha=4583 | nome=Joao | acao=fez um experimento | valor=4027
linha=4584 | nome=Tiago | acao=participou da aula | valor=7410
linha=4585 | nome=Daniela | acao=executou o benchmark | valor=7340
linha=4586 | nome=Lucas | acao=comparou as metricas | valor=8561
linha=4587 | nome=Paulo | acao=estudou computacao | valor=3268
linha=4588 | nome=Mariana | acao=executou o benchmark | valor=8820
linha=4589 | nome=Felipe | acao=otimizou o algoritmo | valor=3840
linha=4590 | nome=Eduarda | acao=comparou as metricas | valor=1434
linha=4591 | nome=Natalia | acao=comparou as metricas | valor=7195
linha=4592 | nome=Ana | acao=fez um experimento | valor=5227
linha=4593 | nome=Vitor | acao=analisou os resultados | valor=7053
linha=4594 | nome=Joao | acao=participou da aula | valor=7711
linha=4595 | nome=Tiago | acao=participou da aula | valor=2784
linha=4596 | nome=Natalia | acao=executou o benchmark | valor=2493
linha=4597 | nome=Igor | acao=comparou as metricas | valor=8884
linha=4598 | nome=Sofia | acao=comparou as metricas | valor=2636
linha=4599 | nome=Karen | acao=escreveu o relatorio | valor=3373
linha=4600 | nome=Paulo | acao=comparou as metricas | valor=8367
linha=4601 | nome=Helena | acao=analisou os resultados | valor=3376
linha=4602 | nome=Karen | acao=escreveu o relatorio | valor=5277
linha=4603 | nome=Igor | acao=fez um experimento | valor=7748
linha=4604 | nome=Felipe | acao=executou o benchmark | valor=7436
linha=4605 | nome=Paulo | acao=estudou computacao | valor=8997
linha=4606 | nome=Paulo | acao=otimizou o algoritmo | valor=2389
linha=4607 | nome=Karen | acao=executou o benchmark | valor=7359
linha=4608 | nome=Sofia | acao=fez um experimento | valor=9726
linha=4609 | nome=Carlos | acao=comparou as metricas | valor=6087
linha=4610 | nome=Mariana | acao=escreveu o relatorio | valor=9239
linha=4611 | nome=Helena | acao=fez um experimento | valor=5964
linha=4612 | nome=Joao | acao=fez um experimento | valor=3453
linha=4613 | nome=Sofia | acao=fez um experimento | valor=5475
linha=4614 | nome=Joao | acao=otimizou o algoritmo | valor=2716
linha=4615 | nome=Mariana | acao=otimizou o algoritmo | valor=7005
linha=4616 | nome=Tiago | acao=participou da aula | valor=4165
linha=4617 | nome=Igor | acao=fez um experimento | valor=2651
linha=4618 | nome=Helena | acao=estudou computacao | valor=4884
linha=4619 | nome=Renata | acao=fez um experimento | valor=9906
linha=4620 | nome=Gabriela | acao=analisou os resultados | valor=3197
linha=4621 | nome=Natalia | acao=comparou as metricas | valor=9578
linha=4622 | nome=Mariana | acao=comparou as metricas | valor=9937
linha=4623 | nome=Otavio | acao=otimizou o algoritmo | valor=9676
linha=4624 | nome=Renata | acao=executou o benchmark | valor=4019
linha=4625 | nome=Renata | acao=comparou as metricas | valor=9965
linha=4626 | nome=Tiago | acao=comparou as metricas | valor=7485
linha=4627 | nome=Vitor | acao=executou o benchmark | valor=9494
linha=4628 | nome=Mariana | acao=executou o benchmark | valor=5638
linha=4629 | nome=Otavio | acao=fez um experimento | valor=2734
linha=4630 | nome=Daniela | acao=comparou as metricas | valor=1326
linha=4631 | nome=Gabriela | acao=participou da aula | valor=9330
linha=4632 | nome=Karen | acao=analisou os resultados | valor=4852
linha=4633 | nome=Sofia | acao=fez um experimento | valor=7771
linha=4634 | nome=Igor | acao=comparou as metricas | valor=3003
linha=4635 | nome=Otavio | acao=participou da aula | valor=8417
linha=4636 | nome=Carlos | acao=executou o benchmark | valor=4482
linha=4637 | nome=Eduarda | acao=escreveu o relatorio | valor=1799
linha=4638 | nome=Renata | acao=analisou os resultados | valor=6268
linha=4639 | nome=Carlos | acao=comparou as metricas | valor=9065
linha=4640 | nome=Joao | acao=fez um experimento | valor=3804
linha=4641 | nome=Vitor | acao=comparou as metricas | valor=5263
linha=4642 | nome=Eduarda | acao=fez um experimento | valor=7000
linha=4643 | nome=Igor | acao=estudou computacao | valor=1079
linha=4644 | nome=Lucas | acao=fez um experimento | valor=6446
linha=4645 | nome=Lucas | acao=comparou as metricas | valor=8231
linha=4646 | nome=Natalia | acao=fez um experimento | valor=7897
linha=4647 | nome=Lucas | acao=escreveu o relatorio | valor=3267
linha=4648 | nome=Natalia | acao=otimizou o algoritmo | valor=6657
linha=4649 | nome=Daniela | acao=participou da aula | valor=7243
linha=4650 | nome=Otavio | acao=escreveu o relatorio | valor=4499
linha=4651 | nome=Carlos | acao=comparou as metricas | valor=9843
linha=4652 | nome=Sofia | acao=executou o benchmark | valor=2773
linha=4653 | nome=Joao | acao=analisou os resultados | valor=2449
linha=4654 | nome=Carlos | acao=analisou os resultados | valor=9433
linha=4655 | nome=Carlos | acao=otimizou o algoritmo | valor=2629
