linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=4098 | nome=Otavio | acao=otimizou o algoritmo | valor=5517
linha=4099 | nome=Renata | acao=comparou as metricas | valor=1976
linha=4100 | nome=Natalia | acao=comparou as metricas | valor=5219
linha=4101 | nome=Natalia | acao=comparou as metricas | valor=2004
linha=4102 | nome=Gabriela | acao=otimizou o algoritmo | valor=4860
linha=4103 | nome=Mariana | acao=fez um experimento | valor=1934
linha=4104 | nome=Karen | acao=otimizou o algoritmo | valor=4950
linha=4105 | nome=Mariana | acao=comparou as metricas | valor=8539
linha=4106 | nome=Igor | acao=escreveu o relatorio | valor=5686
linha=4107 | nome=Bruno | acao=escreveu o relatorio | valor=7753
linha=4108 | nome=Gabriela | acao=fez um experimento | valor=5393
linha=4109 | nome=Felipe | acao=otimizou o algoritmo | valor=4001
linha=4110 | nome=Mariana | acao=comparou as metricas | valor=1287
linha=4111 | nome=Ana | acao=otimizou o algoritmo | valor=1199
linha=4112 | nome=Joao | acao=comparou as metricas | valor=9671
linha=4113 | nome=Otavio | acao=analisou os resultados | valor=7058
linha=4114 | nome=Vitor | acao=otimizou o algoritmo | valor=3134
linha=4115 | nome=Helena | acao=executou o benchmark | valor=6924
linha=4116 | nome=Carlos | acao=participou da aula | valor=5304
linha=4117 | nome=Ana | acao=executou o benchmark | valor=2711
linha=4118 | nome=Karen | acao=participou da aula | valor=9959
linha=4119 | nome=Karen | acao=executou o benchmark | valor=9886
linha=4120 | nome=Ana | acao=executou o benchmark | valor=8301
linha=4121 | nome=Igor | acao=fez um experimento | valor=3157
linha=4122 | nome=Eduarda | acao=participou da aula | valor=8370
linha=4123 | nome=Helena | acao=participou da aula | valor=4369
linha=4124 | nome=Karen | acao=participou da aula | valor=2653
linha=4125 | nome=Natalia | acao=comparou as metricas | valor=2303
linha=4126 | nome=Paulo | acao=executou o benchmark | valor=7612
linha=4127 | nome=Ana | acao=executou o benchmark | valor=7022
linha=4128 | nome=Felipe | acao=estudou computacao | valor=9484
linha=4129 | nome=Joao | acao=otimizou o algoritmo | valor=3288
linha=4130 | nome=Daniela | acao=participou da aula | valor=1080
linha=4131 | nome=Mariana | acao=analisou os resultados | valor=3076
linha=4132 | nome=Joao | acao=participou da aula | valor=9885
linha=4133 | nome=Mariana | acao=escreveu o relatorio | valor=3258
linha=4134 | nome=Lucas | acao=analisou os resultados | valor=8297
linha=4135 | nome=Renata | acao=escreveu o relatorio | valor=6329
linha=4136 | nome=Bruno | acao=escreveu o relatorio | valor=7884
linha=4137 | nome=Natalia | acao=fez um experimento | valor=2586
linha=4138 | nome=Eduarda | acao=executou o benchmark | valor=4110
linha=4139 | nome=Helena | acao=analisou os resultados | valor=4627
linha=4140 | nome=Natalia | acao=analisou os resultados | valor=6338
linha=4141 | nome=Bruno | acao=executou o benchmark | valor=9605
linha=4142 | nome=Paulo | acao=estudou computacao | valor=7850
linha=4143 | nome=Joao | acao=escreveu o relatorio | valor=4191
linha=4144 | nome=Mariana | acao=estudou computacao | valor=3557
linha=4145 | nome=Daniela | acao=analisou os resultados | valor=6253
linha=4146 | nome=Tiago | acao=participou da aula | valor=9567
linha=4147 | nome=Paulo | acao=participou da aula | valor=6835
linha=4148 | nome=Carlos | acao=comparou as metricas | valor=2227
linha=4149 | nome=Karen | acao=escreveu o relatorio | valor=1276
linha=4150 | nome=Ana | acao=estudou computacao | valor=5118
linha=4151 | nome=Vitor | acao=otimizou o algoritmo | valor=9952
linha=4152 | nome=Igor | acao=participou da aula | valor=2451
linha=4153 | nome=Daniela | acao=analisou os resultados | valor=5417
linha=4154 | nome=Mariana | acao=estudou computacao | valor=2179
linha=4155 | nome=Igor | acao=fez um experimento | valor=1129
linha=4156 | nome=Karen | acao=executou o benchmark | valor=6680
linha=4157 | nome=Sofia | acao=estudou computacao | valor=9653
linha=4158 | nome=Sofia | acao=estudou computacao | valor=8165
linha=4159 | nome=Gabriela | acao=escreveu o relatorio | valor=5070
linha=4160 | nome=Tiago | acao=escreveu o relatorio | valor=6004
linha=4161 | nome=Karen | acao=fez um experimento | valor=8906
linha=4162 | nome=Felipe | acao=analisou os resultados | valor=6067
linha=4163 | nome=Paulo | acao=executou o benchmark | valor=8628
linha=4164 | nome=Igor | acao=analisou os resultados | valor=2740
linha=4165 | nome=Bruno | acao=estudou computacao | valor=3077
linha=4166 | nome=Paulo | acao=executou o benchmark | valor=7765
linha=4167 | nome=Felipe | acao=fez um experimento | valor=5667
linha=4168 | nome=Vitor | acao=participou da aula | valor=4446
linha=4169 | nome=Natalia | acao=otimizou o algoritmo | valor=5443
linha=4170 | nome=Joao | acao=escreveu o relatorio | valor=4695
linha=4171 | nome=Carlos | acao=escreveu o relatorio | valor=3821
linha=4172 | nome=Bruno | acao=comparou as metricas | valor=6422
linha=4173 | nome=Ana | acao=analisou os resultados | valor=6414
linha=4174 | nome=Carlos | acao=analisou os resultados | valor=1816
linha=4175 | nome=Sofia | acao=participou da aula | valor=1638
linha=4176 | nome=Sofia | acao=participou da aula | valor=5120
linha=4177 | nome=Lucas | acao=comparou as metricas | valor=6760
linha=4178 | nome=Gabriela | acao=analisou os resultados | valor=8452
linha=4179 | nome=Daniela | acao=fez um experimento | valor=9767
linha=4180 | nome=Bruno | acao=otimizou o algoritmo | valor=2226
linha=4181 | nome=Mariana | acao=comparou as metricas | valor=4398
linha=4182 | nome=Natalia | acao=estudou computacao | valor=5734
linha=4183 | nome=Tiago | acao=comparou as metricas | valor=5543
linha=4184 | nome=Sofia | acao=analisou os resultados | valor=3919
linha=4185 | nome=Mariana | acao=otimizou o algoritmo | valor=1806
linha=4186 | nome=Otavio | acao=fez um experimento | valor=9730
linha=4187 | nome=Helena | acao=comparou as metricas | valor=4454
linha=4188 | nome=Sofia | acao=analisou os resultados | valor=4230
linha=4189 | nome=Bruno | acao=analisou os resultados | valor=5038
linha=4190 | nome=Ana | acao=otimizou o algoritmo | valor=3767
linha=4191 | nome=Gabriela | acao=escreveu o relatorio | valor=7727
linha=4192 | nome=Mariana | acao=comparou as metricas | valor=9073
linha=4193 | nome=Gabriela | acao=participou da aula | valor=9434
linha=4194 | nome=Renata | acao=comparou as metricas | valor=2771
linha=4195 | nome=Vitor | acao=participou da aula | valor=9401
linha=4196 | nome=Otavio | acao=fez um experimento | valor=8947
linha=4197 | nome=Tiago | acao=participou da aula | valor=3657
linha=4198 | nome=Karen | acao=otimizou o algoritmo | valor=1584
linha=4199 | nome=Igor | acao=estudou computacao | valor=3338
linha=4200 | nome=Natalia | acao=estudou computacao | valor=3250
linha=4201 | nome=Mariana | acao=estudou computacao | valor=2875
linha=4202 | nome=Bruno | acao=fez um experimento | valor=2615
linha=4203 | nome=Daniela | acao=analisou os resultados | valor=1239
linha=4204 | nome=Felipe | acao=otimizou o algoritmo | valor=7293
linha=4205 | nome=Joao | acao=executou o benchmark | valor=8617
linha=4206 | nome=Daniela | acao=otimizou o algoritmo | valor=1362
linha=4207 | nome=Helena | acao=escreveu o relatorio | valor=2325
linha=4208 | nome=Felipe | acao=participou da aula | valor=2645
linha=4209 | nome=Mariana | acao=executou o benchmark | valor=1298
linha=4210 | nome=Eduarda | acao=executou o benchmark | valor=2015
linha=4211 | nome=Mariana | acao=escreveu o relatorio | valor=3175
linha=4212 | nome=Natalia | acao=escreveu o relatorio | valor=4142
linha=4213 | nome=Vitor | acao=escreveu o relatorio | valor=5064
linha=4214 | nome=Mariana | acao=comparou as metricas | valor=4114
linha=4215 | nome=Sofia | acao=participou da aula | valor=3186
linha=4216 | nome=Bruno | acao=otimizou o algoritmo | valor=2610
linha=4217 | nome=Otavio | acao=analisou os resultados | valor=9954
linha=4218 | nome=Renata | acao=participou da aula | valor=5956
linha=4219 | nome=Tiago | acao=estudou computacao | valor=3309
linha=4220 | nome=Paulo | acao=otimizou o algoritmo | valor=2899
linha=4221 | nome=Mariana | acao=otimizou o algoritmo | valor=7808
linha=4222 | nome=Igor | acao=participou da aula | valor=3467
linha=4223 | nome=Joao | acao=executou o benchmark | valor=3563
linha=4224 | nome=Ana | acao=analisou os resultados | valor=2955
linha=4225 | nome=Vitor | acao=analisou os resultados | valor=6258
linha=4226 | nome=Renata | acao=analisou os resultados | valor=4208
linha=4227 | nome=Natalia | acao=fez um experimento | valor=2274
linha=4228 | nome=Gabriela | acao=estudou computacao | valor=2487
linha=4229 | nome=Igor | acao=executou o benchmark | valor=2832
linha=4230 | nome=Ana | acao=executou o benchmark | valor=2709
linha=4231 | nome=Daniela | acao=executou o benchmark | valor=5044
linha=4232 | nome=Natalia | acao=otimizou o algoritmo | valor=8836
linha=4233 | nome=Tiago | acao=executou o benchmark | valor=4191
linha=4234 | nome=Gabriela | acao=comparou as metricas | valor=6215
linha=4235 | nome=Natalia | acao=fez um experimento | valor=1376
linha=4236 | nome=Helena | acao=otimizou o algoritmo | valor=9063
linha=4237 | nome=Tiago | acao=comparou as metricas | valor=9005
linha=4238 | nome=Ana | acao=estudou computacao | valor=4313
linha=4239 | nome=Eduarda | acao=estudou computacao | valor=9780
linha=4240 | nome=Eduarda | acao=participou da aula | valor=5248
linha=4241 | nome=Vitor | acao=estudou computacao | valor=2432
linha=4242 | nome=Karen | acao=executou o benchmark | valor=1640
linha=4243 | nome=Joao | acao=comparou as metricas | valor=3570
linha=4244 | nome=Tiago | acao=estudou computacao | valor=4523
linha=4245 | nome=Bruno | acao=escreveu o relatorio | valor=7947
linha=4246 | nome=Mariana | acao=estudou computacao | valor=7988
linha=4247 | nome=Tiago | acao=analisou os resultados | valor=6694
linha=4248 | nome=Tiago | acao=participou da aula | valor=7487
linha=4249 | nome=Eduarda | acao=analisou os resultados | valor=5858
linha=4250 | nome=Carlos | acao=otimizou o algoritmo | valor=2777
linha=4251 | nome=Bruno | acao=analisou os resultados | valor=7988
linha=4252 | nome=Tiago | acao=comparou as metricas | valor=7642
linha=4253 | nome=Lucas | acao=executou o benchmark | valor=9584
linha=4254 | nome=Natalia | acao=executou o benchmark | valor=6647
linha=4255 | nome=Tiago | acao=analisou os resultados | valor=3967
linha=4256 | nome=Helena | acao=analisou os resultados | valor=3191
linha=4257 | nome=Daniela | acao=estudou computacao | valor=1887
linha=4258 | nome=Sofia | acao=analisou os resultados | valor=8492
linha=4259 | nome=Joao | acao=fez um experimento | valor=8934
linha=4260 | nome=Paulo | acao=participou da aula | valor=9446
linha=4261 | nome=Lucas | acao=fez um experimento | valor=2269
linha=4262 | nome=Carlos | acao=executou o benchmark | valor=7683
linha=4263 | nome=Paulo | acao=executou o benchmark | valor=2096
linha=4264 | nome=Eduarda | acao=analisou os resultados | valor=1326
linha=4265 | nome=Daniela | acao=estudou computacao | valor=5511
linha=4266 | nome=Daniela | acao=fez um experimento | valor=2000
linha=4267 | nome=Paulo | acao=comparou as metricas | valor=9647
linha=4268 | nome=Mariana | acao=otimizou o algoritmo | valor=2336
linha=4269 | nome=Bruno | acao=executou o benchmark | valor=4366
linha=4270 | nome=Renata | acao=escreveu o relatorio | valor=5252
linha=4271 | nome=Carlos | acao=analisou os resultados | valor=3505
linha=4272 | nome=Sofia | acao=analisou os resultados | valor=2322
linha=4273 | nome=Carlos | acao=estudou computacao | valor=8479
linha=4274 | nome=Daniela | acao=escreveu o relatorio | valor=9327
linha=4275 | nome=Ana | acao=executou o benchmark | valor=6097
linha=4276 | nome=Renata | acao=participou da aula | valor=7191
linha=4277 | nome=Felipe | acao=otimizou o algoritmo | valor=7015
linha=4278 | nome=Joao | acao=fez um experimento | valor=2270
linha=4279 | nome=Mariana | acao=escreveu o relatorio | valor=5764
linha=4280 | nome=Vitor | acao=escreveu o relatorio | valor=3531
linha=4281 | nome=Helena | acao=executou o benchmark | valor=4893
linha=4282 | nome=Ana | acao=comparou as metricas | valor=4353
linha=4283 | nome=Ana | acao=executou o benchmark | valor=2184
linha=4284 | nome=Tiago | acao=executou o benchmark | valor=5041
linha=4285 | nome=Ana | acao=fez um experimento | valor=9969
linha=4286 | nome=Tiago | acao=comparou as metricas | valor=7567
linha=4287 | nome=Paulo | acao=otimizou o algoritmo | valor=4056
linha=4288 | nome=Eduarda | acao=fez um experimento | valor=1605
linha=4289 | nome=Joao | acao=otimizou o algoritmo | valor=8720
linha=4290 | nome=Gabriela | acao=estudou computacao | valor=4205
linha=4291 | nome=Lucas | acao=executou o benchmark | valor=1888
linha=4292 | nome=Lucas | acao=otimizou o algoritmo | valor=8967
linha=4293 | nome=Daniela | acao=executou o benchmark | valor=9581
linha=4294 | nome=Carlos | acao=estudou computacao | valor=5754
linha=4295 | nome=Mariana | acao=executou o benchmark | valor=7459
linha=4296 | nome=Tiago | acao=analisou os resultados | valor=8480
linha=4297 | nome=Gabriela | acao=otimizou o algoritmo | valor=6873
linha=4298 | nome=Joao | acao=fez um experimento | valor=6568
linha=4299 | nome=Carlos | acao=participou da aula | valor=5616
linha=4300 | nome=Otavio | acao=comparou as metricas | valor=9021
linha=4301 | nome=Carlos | acao=fez um experimento | valor=6659
linha=4302 | nome=Paulo | acao=otimizou o algoritmo | valor=5307
linha=4303 | nome=Gabriela | acao=escreveu o relatorio | valor=3910
linha=4304 | nome=Helena | acao=estudou computacao | valor=6520
linha=4305 | nome=Eduarda | acao=comparou as metricas | valor=4262
linha=4306 | nome=Natalia | acao=estudou computacao | valor=8894
linha=4307 | nome=Helena | acao=participou da aula | valor=9279
linha=4308 | nome=Eduarda | acao=estudou computacao | valor=4549
linha=4309 | nome=Mariana | acao=escreveu o relatorio | valor=7921
linha=4310 | nome=Igor | acao=participou da aula | valor=4439
linha=4311 | nome=Renata | acao=analisou os resultados | valor=6184
linha=4312 | nome=Bruno | acao=comparou as metricas | valor=8975
linha=4313 | nome=Mariana | acao=executou o benchmark | valor=7732
linha=4314 | nome=Sofia | acao=fez um experimento | valor=6684
linha=4315 | nome=Felipe | acao=estudou computacao | valor=3475
linha=4316 | nome=Gabriela | acao=executou o benchmark | valor=9874
linha=4317 | nome=Eduarda | acao=analisou os resultados | valor=2724
linha=4318 | nome=Sofia | acao=estudou computacao | valor=1173
linha=4319 | nome=Vitor | acao=escreveu o relatorio | valor=6682
linha=4320 | nome=Eduarda | acao=participou da aula | valor=4461
linha=4321 | nome=Gabriela | acao=comparou as metricas | valor=5892
linha=4322 | nome=Helena | acao=escreveu o relatorio | valor=7627
linha=4323 | nome=Bruno | acao=escreveu o relatorio | valor=4200
linha=4324 | nome=Felipe | acao=otimizou o algoritmo | valor=7660
linha=4325 | nome=Tiago | acao=comparou as metricas | valor=7269
linha=4326 | nome=Carlos | acao=executou o benchmark | valor=8159
linha=4327 | nome=Karen | acao=escreveu o relatorio | valor=3545
linha=4328 | nome=Karen | acao=comparou as metricas | valor=3504
linha=4329 | nome=Joao | acao=analisou os resultados | valor=4415
linha=4330 | nome=Natalia | acao=analisou os resultados | valor=3025
linha=4331 | nome=Vitor | acao=comparou as metricas | valor=5424
linha=4332 | nome=Gabriela | acao=comparou as metricas | valor=2604
linha=4333 | nome=Karen | acao=otimizou o algoritmo | valor=1005
linha=4334 | nome=Otavio | acao=estudou computacao | valor=2691
linha=4335 | nome=Sofia | acao=comparou as metricas | valor=3543
linha=4336 | nome=Joao | acao=estudou computacao | valor=4020
linha=4337 | nome=Gabriela | acao=otimizou o algoritmo | valor=4399
linha=4338 | nome=Karen | acao=estudou computacao | valor=5761
linha=4339 | nome=Daniela | acao=otimizou o algoritmo | valor=2913
linha=4340 | nome=Karen | acao=escreveu o relatorio | valor=2579
linha=4341 | nome=Gabriela | acao=analisou os resultados | valor=2714
linha=4342 | nome=Bruno | acao=fez um experimento | valor=4479
linha=4343 | nome=Tiago | acao=participou da aula | valor=3645
linha=4344 | nome=Karen | acao=escreveu o relatorio | valor=9257
linha=4345 | nome=Mariana | acao=escreveu o relatorio | valor=1691
linha=4346 | nome=Felipe | acao=comparou as metricas | valor=1990
linha=4347 | nome=Carlos | acao=comparou as metricas | valor=5812
linha=4348 | nome=Karen | acao=comparou as metricas | valor=1110
linha=4349 | nome=Tiago | acao=analisou os resultados | valor=3953
linha=4350 | nome=Bruno | acao=analisou os resultados | valor=7404
linha=4351 | nome=Mariana | acao=comparou as metricas | valor=2838
