linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=4210 | nome=Ana | acao=otimizou o algoritmo | valor=6490
linha=4211 | nome=Carlos | acao=comparou as metricas | valor=4206
linha=4212 | nome=Sofia | acao=comparou as metricas | valor=4930
linha=4213 | nome=Bruno | acao=escreveu o relatorio | valor=4669
linha=4214 | nome=Paulo | acao=executou o benchmark | valor=4676
linha=4215 | nome=Helena | acao=participou da aula | valor=2779
linha=4216 | nome=Gabriela | acao=executou o benchmark | valor=8858
linha=4217 | nome=Renata | acao=estudou computacao | valor=8394
linha=4218 | nome=Helena | acao=fez um experimento | valor=8328
linha=4219 | nome=Felipe | acao=participou da aula | valor=5927
linha=4220 | nome=Mariana | acao=escreveu o relatorio | valor=2466
linha=4221 | nome=Carlos | acao=otimizou o algoritmo | valor=4436
linha=4222 | nome=Paulo | acao=fez um experimento | valor=5585
linha=4223 | nome=Bruno | acao=escreveu o relatorio | valor=3048
linha=4224 | nome=Helena | acao=executou o benchmark | valor=9658
linha=4225 | nome=Felipe | acao=participou da aula | valor=6541
linha=4226 | nome=Karen | acao=analisou os resultados | valor=6840
linha=4227 | nome=Igor | acao=analisou os resultados | valor=7661
linha=4228 | nome=Lucas | acao=estudou computacao | valor=6101
linha=4229 | nome=Mariana | acao=escreveu o relatorio | valor=1503
linha=4230 | nome=Eduarda | acao=otimizou o algoritmo | valor=8760
linha=4231 | nome=Ana | acao=executou o benchmark | valor=4554
linha=4232 | nome=Vitor | acao=analisou os resultados | valor=3333
linha=4233 | nome=Bruno | acao=executou o benchmark | valor=3431
linha=4234 | nome=Igor | acao=executou o benchmark | valor=6908
linha=4235 | nome=Otavio | acao=analisou os resultados | valor=3204
linha=4236 | nome=Mariana | acao=executou o benchmark | valor=7140
linha=4237 | nome=Tiago | acao=comparou as metricas | valor=5741
linha=4238 | nome=Igor | acao=otimizou o algoritmo | valor=2378
linha=4239 | nome=Natalia | acao=participou da aula | valor=7725
linha=4240 | nome=Igor | acao=executou o benchmark | valor=7273
linha=4241 | nome=Karen | acao=escreveu o relatorio | valor=8498
linha=4242 | nome=Natalia | acao=escreveu o relatorio | valor=9622
linha=4243 | nome=Lucas | acao=participou da aula | valor=4183
linha=4244 | nome=Igor | acao=comparou as metricas | valor=4811
linha=4245 | nome=Felipe | acao=otimizou o algoritmo | valor=7908
linha=4246 | nome=Karen | acao=estudou computacao | valor=5088
linha=4247 | nome=Karen | acao=executou o benchmark | valor=3182
linha=4248 | nome=Gabriela | acao=escreveu o relatorio | valor=8033
linha=4249 | nome=Mariana | acao=escreveu o relatorio | valor=8590
linha=4250 | nome=Otavio | acao=escreveu o relatorio | valor=4362
linha=4251 | nome=Eduarda | acao=otimizou o algoritmo | valor=2376
linha=4252 | nome=Ana | acao=otimizou o algoritmo | valor=7242
linha=4253 | nome=Lucas | acao=otimizou o algoritmo | valor=3467
linha=4254 | nome=Renata | acao=executou o benchmark | valor=3836
linha=4255 | nome=Igor | acao=comparou as metricas | valor=9165
linha=4256 | nome=Vitor | acao=executou o benchmark | valor=9171
linha=4257 | nome=Tiago | acao=otimizou o algoritmo | valor=2729
linha=4258 | nome=Paulo | acao=otimizou o algoritmo | valor=4839
linha=4259 | nome=Vitor | acao=analisou os resultados | valor=3345
linha=4260 | nome=Bruno | acao=otimizou o algoritmo | valor=5880
linha=4261 | nome=Paulo | acao=participou da aula | valor=5276
linha=4262 | nome=Sofia | acao=escreveu o relatorio | valor=1344
linha=4263 | nome=Eduarda | acao=participou da aula | valor=1782
linha=4264 | nome=Ana | acao=analisou os resultados | valor=1818
linha=4265 | nome=Natalia | acao=analisou os resultados | valor=1343
linha=4266 | nome=Renata | acao=analisou os resultados | valor=7875
linha=4267 | nome=Bruno | acao=otimizou o algoritmo | valor=6758
linha=4268 | nome=Bruno | acao=comparou as metricas | valor=4937
linha=4269 | nome=Ana | acao=fez um experimento | valor=4150
linha=4270 | nome=Sofia | acao=comparou as metricas | valor=4446
linha=4271 | nome=Karen | acao=comparou as metricas | valor=9084
linha=4272 | nome=Paulo | acao=escreveu o relatorio | valor=9494
linha=4273 | nome=Renata | acao=estudou computacao | valor=7920
linha=4274 | nome=Joao | acao=estudou computacao | valor=3991
linha=4275 | nome=Bruno | acao=otimizou o algoritmo | valor=8642
linha=4276 | nome=Mariana | acao=participou da aula | valor=3874
linha=4277 | nome=Lucas | acao=comparou as metricas | valor=1876
linha=4278 | nome=Helena | acao=escreveu o relatorio | valor=1396
linha=4279 | nome=Vitor | acao=analisou os resultados | valor=6880
linha=4280 | nome=Karen | acao=executou o benchmark | valor=7966
linha=4281 | nome=Mariana | acao=comparou as metricas | valor=7580
linha=4282 | nome=Vitor | acao=estudou computacao | valor=5002
linha=4283 | nome=Sofia | acao=escreveu o relatorio | valor=9209
linha=4284 | nome=Joao | acao=escreveu o relatorio | valor=8333
linha=4285 | nome=Tiago | acao=analisou os resultados | valor=3103
linha=4286 | nome=Natalia | acao=participou da aula | valor=4792
linha=4287 | nome=Vitor | acao=estudou computacao | valor=5624
linha=4288 | nome=Paulo | acao=analisou os resultados | valor=2769
linha=4289 | nome=Paulo | acao=comparou as metricas | valor=5987
linha=4290 | nome=Mariana | acao=participou da aula | valor=7676
linha=4291 | nome=Lucas | acao=analisou os resultados | valor=2940
linha=4292 | nome=Natalia | acao=fez um experimento | valor=4076
linha=4293 | nome=Eduarda | acao=estudou computacao | valor=9878
linha=4294 | nome=Lucas | acao=fez um experimento | valor=2507
linha=4295 | nome=Paulo | acao=escreveu o relatorio | valor=4002
linha=4296 | nome=Natalia | acao=otimizou o algoritmo | valor=9901
linha=4297 | nome=Daniela | acao=escreveu o relatorio | valor=9925
linha=4298 | nome=Vitor | acao=estudou computacao | valor=9181
linha=4299 | nome=Renata | acao=participou da aula | valor=3583
linha=4300 | nome=Tiago | acao=participou da aula | valor=5711
linha=4301 | nome=Felipe | acao=escreveu o relatorio | valor=5853
linha=4302 | nome=Renata | acao=executou o benchmark | valor=1385
linha=4303 | nome=Ana | acao=analisou os resultados | valor=5867
linha=4304 | nome=Daniela | acao=comparou as metricas | valor=1794
linha=4305 | nome=Paulo | acao=analisou os resultados | valor=3625
linha=4306 | nome=Karen | acao=analisou os resultados | valor=7824
linha=4307 | nome=Otavio | acao=estudou computacao | valor=6355
linha=4308 | nome=Felipe | acao=escreveu o relatorio | valor=7354
linha=4309 | nome=Mariana | acao=analisou os resultados | valor=7783
linha=4310 | nome=Helena | acao=analisou os resultados | valor=1915
linha=4311 | nome=Sofia | acao=fez um experimento | valor=9545
linha=4312 | nome=Ana | acao=escreveu o relatorio | valor=7242
linha=4313 | nome=Karen | acao=estudou computacao | valor=7920
linha=4314 | nome=Carlos | acao=fez um experimento | valor=6126
linha=4315 | nome=Karen | acao=fez um experimento | valor=6940
linha=4316 | nome=Helena | acao=executou o benchmark | valor=7556
linha=4317 | nome=Natalia | acao=fez um experimento | valor=9824
linha=4318 | nome=Mariana | acao=otimizou o algoritmo | valor=4745
linha=4319 | nome=Paulo | acao=estudou computacao | valor=6345
linha=4320 | nome=Felipe | acao=analisou os resultados | valor=1509
linha=4321 | nome=Igor | acao=analisou os resultados | valor=1173
linha=4322 | nome=Renata | acao=estudou computacao | valor=4360
linha=4323 | nome=Lucas | acao=analisou os resultados | valor=8702
linha=4324 | nome=Eduarda | acao=executou o benchmark | valor=3601
linha=4325 | nome=Paulo | acao=executou o benchmark | valor=6390
linha=4326 | nome=Felipe | acao=fez um experimento | valor=3378
linha=4327 | nome=Helena | acao=analisou os resultados | valor=8990
linha=4328 | nome=Joao | acao=estudou computacao | valor=3718
linha=4329 | nome=Felipe | acao=participou da aula | valor=8797
linha=4330 | nome=Renata | acao=executou o benchmark | valor=5028
linha=4331 | nome=Felipe | acao=otimizou o algoritmo | valor=8195
linha=4332 | nome=Mariana | acao=estudou computacao | valor=6691
linha=4333 | nome=Felipe | acao=participou da aula | valor=9431
linha=4334 | nome=Sofia | acao=analisou os resultados | valor=9331
linha=4335 | nome=Eduarda | acao=fez um experimento | valor=9039
linha=4336 | nome=Igor | acao=escreveu o relatorio | valor=6456
linha=4337 | nome=Sofia | acao=analisou os resultados | valor=3024
linha=4338 | nome=Gabriela | acao=escreveu o relatorio | valor=7315
linha=4339 | nome=Joao | acao=analisou os resultados | valor=5035
linha=4340 | nome=Ana | acao=executou o benchmark | valor=8165
linha=4341 | nome=Renata | acao=comparou as metricas | valor=7610
linha=4342 | nome=Paulo | acao=executou o benchmark | valor=1448
linha=4343 | nome=Joao | acao=participou da aula | valor=9431
linha=4344 | nome=Joao | acao=comparou as metricas | valor=3650
linha=4345 | nome=Tiago | acao=estudou computacao | valor=2812
linha=4346 | nome=Eduarda | acao=participou da aula | valor=1560
linha=4347 | nome=Karen | acao=otimizou o algoritmo | valor=4225
linha=4348 | nome=Igor | acao=escreveu o relatorio | valor=8907
linha=4349 | nome=Paulo | acao=comparou as metricas | valor=9104
linha=4350 | nome=Felipe | acao=executou o benchmark | valor=6795
linha=4351 | nome=Renata | acao=escreveu o relatorio | valor=3522
linha=4352 | nome=Gabriela | acao=comparou as metricas | valor=3014
linha=4353 | nome=Sofia | acao=escreveu o relatorio | valor=7038
linha=4354 | nome=Bruno | acao=participou da aula | valor=9993
linha=4355 | nome=Vitor | acao=estudou computacao | valor=3546
linha=4356 | nome=Otavio | acao=comparou as metricas | valor=6114
linha=4357 | nome=Karen | acao=executou o benchmark | valor=3069
linha=4358 | nome=Karen | acao=executou o benchmark | valor=8822
linha=4359 | nome=Gabriela | acao=executou o benchmark | valor=3685
linha=4360 | nome=Helena | acao=fez um experimento | valor=8949
linha=4361 | nome=Felipe | acao=participou da aula | valor=4672
linha=4362 | nome=Eduarda | acao=comparou as metricas | valor=1595
linha=4363 | nome=Igor | acao=fez um experimento | valor=9566
linha=4364 | nome=Natalia | acao=fez um experimento | valor=7618
linha=4365 | nome=Gabriela | acao=estudou computacao | valor=1357
linha=4366 | nome=Joao | acao=escreveu o relatorio | valor=7572
linha=4367 | nome=Mariana | acao=fez um experimento | valor=6975
linha=4368 | nome=Helena | acao=participou da aula | valor=7716
linha=4369 | nome=Natalia | acao=escreveu o relatorio | valor=1161
linha=4370 | nome=Bruno | acao=escreveu o relatorio | valor=4729
linha=4371 | nome=Eduarda | acao=executou o benchmark | valor=5787
linha=4372 | nome=Paulo | acao=fez um experimento | valor=1163
linha=4373 | nome=Igor | acao=fez um experimento | valor=8073
linha=4374 | nome=Lucas | acao=otimizou o algoritmo | valor=5860
linha=4375 | nome=Bruno | acao=comparou as metricas | valor=3556
linha=4376 | nome=Felipe | acao=escreveu o relatorio | valor=6602
linha=4377 | nome=Natalia | acao=estudou computacao | valor=9642
linha=4378 | nome=Ana | acao=executou o benchmark | valor=2494
linha=4379 | nome=Felipe | acao=fez um experimento | valor=4542
linha=4380 | nome=Ana | acao=comparou as metricas | valor=3811
linha=4381 | nome=Lucas | acao=estudou computacao | valor=5121
linha=4382 | nome=Eduarda | acao=otimizou o algoritmo | valor=4645
linha=4383 | nome=Paulo | acao=comparou as metricas | valor=5598
linha=4384 | nome=Vitor | acao=fez um experimento | valor=6167
linha=4385 | nome=Bruno | acao=executou o benchmark | valor=2413
linha=4386 | nome=Paulo | acao=executou o benchmark | valor=2213
linha=4387 | nome=Mariana | acao=comparou as metricas | valor=1260
linha=4388 | nome=Carlos | acao=comparou as metricas | valor=9893
linha=4389 | nome=Renata | acao=otimizou o algoritmo | valor=6337
linha=4390 | nome=Carlos | acao=analisou os resultados | valor=3970
linha=4391 | nome=Bruno | acao=escreveu o relatorio | valor=6124
linha=4392 | nome=Paulo | acao=participou da aula | valor=6478
linha=4393 | nome=Lucas | acao=comparou as metricas | valor=9654
linha=4394 | nome=Mariana | acao=estudou computacao | valor=3960
linha=4395 | nome=Ana | acao=escreveu o relatorio | valor=1739
linha=4396 | nome=Lucas | acao=participou da aula | valor=5331
linha=4397 | nome=Carlos | acao=otimizou o algoritmo | valor=4750
linha=4398 | nome=Igor | acao=analisou os resultados | valor=4559
linha=4399 | nome=Lucas | acao=comparou as metricas | valor=9164
linha=4400 | nome=Ana | acao=fez um experimento | valor=8060
linha=4401 | nome=Vitor | acao=estudou computacao | valor=9276
linha=4402 | nome=Ana | acao=comparou as metricas | valor=9470
linha=4403 | nome=Renata | acao=otimizou o algoritmo | valor=4915
linha=4404 | nome=Ana | acao=fez um experimento | valor=6477
linha=4405 | nome=Bruno | acao=executou o benchmark | valor=5287
linha=4406 | nome=Igor | acao=otimizou o algoritmo | valor=2146
linha=4407 | nome=Helena | acao=estudou computacao | valor=1554
linha=4408 | nome=Joao | acao=otimizou o algoritmo | valor=3982
linha=4409 | nome=Karen | acao=fez um experimento | valor=4983
linha=4410 | nome=Joao | acao=participou da aula | valor=6066
linha=4411 | nome=Helena | acao=comparou as metricas | valor=2936
linha=4412 | nome=Karen | acao=participou da aula | valor=1343
linha=4413 | nome=Ana | acao=analisou os resultados | valor=6038
linha=4414 | nome=Mariana | acao=analisou os resultados | valor=5258
linha=4415 | nome=Daniela | acao=otimizou o algoritmo | valor=1329
linha=4416 | nome=Tiago | acao=participou da aula | valor=2694
linha=4417 | nome=Tiago | acao=analisou os resultados | valor=3576
linha=4418 | nome=Eduarda | acao=otimizou o algoritmo | valor=5771
linha=4419 | nome=Carlos | acao=estudou computacao | valor=2471
linha=4420 | nome=Mariana | acao=analisou os resultados | valor=8650
linha=4421 | nome=Karen | acao=fez um experimento | valor=6290
linha=4422 | nome=Eduarda | acao=analisou os resultados | valor=5944
linha=4423 | nome=Ana | acao=participou da aula | valor=4423
linha=4424 | nome=Igor | acao=comparou as metricas | valor=7276
linha=4425 | nome=Karen | acao=escreveu o relatorio | valor=2018
linha=4426 | nome=Joao | acao=estudou computacao | valor=4770
linha=4427 | nome=Natalia | acao=escreveu o relatorio | valor=8295
linha=4428 | nome=Helena | acao=analisou os resultados | valor=3383
linha=4429 | nome=Paulo | acao=fez um experimento | valor=8092
linha=4430 | nome=Ana | acao=participou da aula | valor=8502
linha=4431 | nome=Gabriela | acao=otimizou o algoritmo | valor=8696
linha=4432 | nome=Natalia | acao=executou o benchmark | valor=7737
linha=4433 | nome=Eduarda | acao=estudou computacao | valor=7403
linha=4434 | nome=Vitor | acao=fez um experimento | valor=6632
linha=4435 | nome=Lucas | acao=comparou as metricas | valor=1290
linha=4436 | nome=Otavio | acao=analisou os resultados | valor=7808
linha=4437 | nome=Igor | acao=participou da aula | valor=2296
linha=4438 | nome=Mariana | acao=otimizou o algoritmo | valor=4025
linha=4439 | nome=Sofia | acao=executou o benchmark | valor=2829
linha=4440 | nome=Bruno | acao=participou da aula | valor=1220
linha=4441 | nome=Tiago | acao=escreveu o relatorio | valor=2199
linha=4442 | nome=Ana | acao=analisou os resultados | valor=9110
linha=4443 | nome=Igor | acao=executou o benchmark | valor=3149
linha=4444 | nome=Mariana | acao=fez um experimento | valor=2751
linha=4445 | nome=Otavio | acao=otimizou o algoritmo | valor=5487
linha=4446 | nome=Igor | acao=analisou os resultados | valor=2214
linha=4447 | nome=Ana | acao=analisou os resultados | valor=8670
linha=4448 | nome=Igor | acao=comparou as metricas | valor=4485
linha=4449 | nome=Vitor | acao=fez um experimento | valor=4142
linha=4450 | nome=Helena | acao=executou o benchmark | valor=1322
linha=4451 | nome=Paulo | acao=participou da aula | valor=1935
linha=4452 | nome=Igor | acao=participou da aula | valor=9972
linha=4453 | nome=Eduarda | acao=escreveu o relatorio | valor=5104
linha=4454 | nome=Bruno | acao=executou o benchmark | valor=7741
linha=4455 | nome=Helena | acao=escreveu o relatorio | valor=4694
linha=4456 | nome=Otavio | acao=executou o benchmark | valor=2599
linha=4457 | nome=Karen | acao=escreveu o relatorio | valor=5485
linha=4458 | nome=Gabriela | acao=fez um experimento | valor=9464
linha=4459 | nome=Sofia | acao=comparou as metricas | valor=8348
linha=4460 | nome=Vitor | acao=escreveu o relatorio | valor=3803
linha=4461 | nome=Renata | acao=executou o benchmark | valor=9316
linha=4462 | nome=Carlos | acao=estudou computacao | valor=2896
linha=4463 | nome=Bruno | acao=estudou computacao | valor=5133
linha=4464 | nome=Natalia | acao=participou da aula | valor=6231
