linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=4561 | nome=Natalia | acao=escreveu o relatorio | valor=4117
linha=4562 | nome=Felipe | acao=fez um experimento | valor=5858
linha=4563 | nome=Vitor | acao=otimizou o algoritmo | valor=6118
linha=4564 | nome=Eduarda | acao=escreveu o relatorio | valor=7918
linha=4565 | nome=Sofia | acao=fez um experimento | valor=5746
linha=4566 | nome=Carlos | acao=executou o benchmark | valor=8554
linha=4567 | nome=Tiago | acao=otimizou o algoritmo | valor=1099
linha=4568 | nome=Felipe | acao=fez um experimento | valor=2164
linha=4569 | nome=Bruno | acao=participou da aula | valor=2003
linha=4570 | nome=Vitor | acao=estudou computacao | valor=3825
linha=4571 | nome=Mariana | acao=executou o benchmark | valor=8521
linha=4572 | nome=Eduarda | acao=executou o benchmark | valor=1975
linha=4573 | nome=Igor | acao=otimizou o algoritmo | valor=2519
linha=4574 | nome=Paulo | acao=comparou as metricas | valor=2342
linha=4575 | nome=Vitor | acao=escreveu o relatorio | valor=8671
linha=4576 | nome=Tiago | acao=comparou as metricas | valor=4077
linha=4577 | nome=Gabriela | acao=escreveu o relatorio | valor=8282
linha=4578 | nome=Otavio | acao=escreveu o relatorio | valor=9542
linha=4579 | nome=Helena | acao=estudou computacao | valor=3102
linha=4580 | nome=Joao | acao=analisou os resultados | valor=5251
linha=4581 | nome=Daniela | acao=analisou os resultados | valor=4234
linha=4582 | nome=Gabriela | acao=escreveu o relatorio | valor=1427
linha=4583 | nome=Renata | acao=escreveu o relatorio | valor=3453
linha=4584 | nome=Daniela | acao=fez um experimento | valor=6275
linha=4585 | nome=Natalia | acao=participou da aula | valor=9760
linha=4586 | nome=Natalia | acao=participou da aula | valor=9100
linha=4587 | nome=Mariana | acao=estudou computacao | valor=5447
linha=4588 | nome=Bruno | acao=participou da aula | valor=7731
linha=4589 | nome=Ana | acao=fez um experimento | valor=1728
linha=4590 | nome=Vitor | acao=escreveu o relatorio | valor=9923
linha=4591 | nome=Karen | acao=estudou computacao | valor=4659
linha=4592 | nome=Carlos | acao=escreveu o relatorio | valor=1957
linha=4593 | nome=Carlos | acao=fez um experimento | valor=2187
linha=4594 | nome=Daniela | acao=estudou computacao | valor=1906
linha=4595 | nome=Vitor | acao=comparou as metricas | valor=1058
linha=4596 | nome=Bruno | acao=analisou os resultados | valor=6483
linha=4597 | nome=Tiago | acao=fez um experimento | valor=1775
linha=4598 | nome=Felipe | acao=analisou os resultados | valor=4769
linha=4599 | nome=Paulo | acao=escreveu o relatorio | valor=7266
linha=4600 | nome=Igor | acao=participou da aula | valor=2616
linha=4601 | nome=Joao | acao=otimizou o algoritmo | valor=3614
linha=4602 | nome=Ana | acao=fez um experimento | valor=2348
linha=4603 | nome=Felipe | acao=analisou os resultados | valor=2574
linha=4604 | nome=Ana | acao=analisou os resultados | valor=3626
linha=4605 | nome=Vitor | acao=analisou os resultados | valor=2431
linha=4606 | nome=Sofia | acao=estudou computacao | valor=3938
linha=4607 | nome=Bruno | acao=analisou os resultados | valor=8471
linha=4608 | nome=Sofia | acao=escreveu o relatorio | valor=4668
linha=4609 | nome=Joao | acao=executou o benchmark | valor=6309
linha=4610 | nome=Otavio | acao=escreveu o relatorio | valor=2945
linha=4611 | nome=Joao | acao=fez um experimento | valor=5443
linha=4612 | nome=Sofia | acao=escreveu o relatorio | valor=9801
linha=4613 | nome=Felipe | acao=comparou as metricas | valor=7994
linha=4614 | nome=Joao | acao=analisou os resultados | valor=3862
linha=4615 | nome=Renata | acao=participou da aula | valor=9064
linha=4616 | nome=Ana | acao=escreveu o relatorio | valor=1620
linha=4617 | nome=Sofia | acao=comparou as metricas | valor=1127
linha=4618 | nome=Eduarda | acao=participou da aula | valor=8464
linha=4619 | nome=Helena | acao=comparou as metricas | valor=2789
linha=4620 | nome=Helena | acao=participou da aula | valor=8043
linha=4621 | nome=Carlos | acao=otimizou o algoritmo | valor=1186
linha=4622 | nome=Tiago | acao=fez um experimento | valor=3997
linha=4623 | nome=Felipe | acao=comparou as metricas | valor=8509
linha=4624 | nome=Helena | acao=escreveu o relatorio | valor=1458
linha=4625 | nome=Sofia | acao=escreveu o relatorio | valor=1740
linha=4626 | nome=Sofia | acao=estudou computacao | valor=9341
linha=4627 | nome=Tiago | acao=participou da aula | valor=4168
linha=4628 | nome=Carlos | acao=estudou computacao | valor=7876
linha=4629 | nome=Igor | acao=otimizou o algoritmo | valor=2942
linha=4630 | nome=Ana | acao=participou da aula | valor=8547
linha=4631 | nome=Eduarda | acao=participou da aula | valor=3656
linha=4632 | nome=Felipe | acao=comparou as metricas | valor=2485
linha=4633 | nome=Paulo | acao=executou o benchmark | valor=9512
linha=4634 | nome=Eduarda | acao=executou o benchmark | valor=7147
linha=4635 | nome=Carlos | acao=executou o benchmark | valor=6548
linha=4636 | nome=Sofia | acao=comparou as metricas | valor=7931
linha=4637 | nome=Igor | acao=analisou os resultados | valor=3197
linha=4638 | nome=Tiago | acao=otimizou o algoritmo | valor=8173
linha=4639 | nome=Otavio | acao=analisou os resultados | valor=7564
linha=4640 | nome=Mariana | acao=otimizou o algoritmo | valor=3161
linha=4641 | nome=Paulo | acao=analisou os resultados | valor=7420
linha=4642 | nome=Joao | acao=comparou as metricas | valor=4482
linha=4643 | nome=Vitor | acao=escreveu o relatorio | valor=4022
linha=4644 | nome=Gabriela | acao=fez um experimento | valor=8306
linha=4645 | nome=Daniela | acao=analisou os resultados | valor=9923
linha=4646 | nome=Tiago | acao=participou da aula | valor=4697
linha=4647 | nome=Gabriela | acao=escreveu o relatorio | valor=8078
linha=4648 | nome=Mariana | acao=participou da aula | valor=6261
linha=4649 | nome=Felipe | acao=otimizou o algoritmo | valor=9150
linha=4650 | nome=Joao | acao=fez um experimento | valor=3789
linha=4651 | nome=Helena | acao=analisou os resultados | valor=1183
linha=4652 | nome=Mariana | acao=comparou as metricas | valor=8528
linha=4653 | nome=Helena | acao=otimizou o algoritmo | valor=6594
linha=4654 | nome=Tiago | acao=estudou computacao | valor=3862
linha=4655 | nome=Vitor | acao=escreveu o relatorio | valor=5105
linha=4656 | nome=Eduarda | acao=escreveu o relatorio | valor=9648
linha=4657 | nome=Vitor | acao=comparou as metricas | valor=1661
linha=4658 | nome=Carlos | acao=estudou computacao | valor=9759
linha=4659 | nome=Lucas | acao=participou da aula | valor=7621
linha=4660 | nome=Ana | acao=fez um experimento | valor=7372
linha=4661 | nome=Paulo | acao=escreveu o relatorio | valor=9516
linha=4662 | nome=Bruno | acao=otimizou o algoritmo | valor=7638
linha=4663 | nome=Sofia | acao=escreveu o relatorio | valor=7085
linha=4664 | nome=Karen | acao=escreveu o relatorio | valor=6304
linha=4665 | nome=Renata | acao=estudou computacao | valor=2258
linha=4666 | nome=Ana | acao=otimizou o algoritmo | valor=8147
linha=4667 | nome=Natalia | acao=otimizou o algoritmo | valor=3824
linha=4668 | nome=Tiago | acao=executou o benchmark | valor=3974
linha=4669 | nome=Igor | acao=comparou as metricas | valor=1620
linha=4670 | nome=Karen | acao=participou da aula | valor=6763
linha=4671 | nome=Joao | acao=analisou os resultados | valor=7435
linha=4672 | nome=Tiago | acao=executou o benchmark | valor=2655
linha=4673 | nome=Mariana | acao=otimizou o algoritmo | valor=2178
linha=4674 | nome=Otavio | acao=fez um experimento | valor=9968
linha=4675 | nome=Otavio | acao=participou da aula | valor=6044
linha=4676 | nome=Ana | acao=otimizou o algoritmo | valor=6146
linha=4677 | nome=Vitor | acao=fez um experimento | valor=3465
linha=4678 | nome=Natalia | acao=escreveu o relatorio | valor=1678
linha=4679 | nome=Mariana | acao=estudou computacao | valor=7307
linha=4680 | nome=Karen | acao=estudou computacao | valor=8377
linha=4681 | nome=Tiago | acao=executou o benchmark | valor=5397
linha=4682 | nome=Igor | acao=escreveu o relatorio | valor=7328
linha=4683 | nome=Renata | acao=comparou as metricas | valor=3477
linha=4684 | nome=Helena | acao=participou da aula | valor=5633
linha=4685 | nome=Felipe | acao=comparou as metricas | valor=8878
linha=4686 | nome=Bruno | acao=comparou as metricas | valor=1557
linha=4687 | nome=Carlos | acao=escreveu o relatorio | valor=1127
linha=4688 | nome=Karen | acao=executou o benchmark | valor=5097
linha=4689 | nome=Helena | acao=executou o benchmark | valor=4337
linha=4690 | nome=Otavio | acao=escreveu o relatorio | valor=2998
linha=4691 | nome=Lucas | acao=escreveu o relatorio | valor=4210
linha=4692 | nome=Eduarda | acao=executou o benchmark | valor=3265
linha=4693 | nome=Otavio | acao=analisou os resultados | valor=2250
linha=4694 | nome=Vitor | acao=otimizou o algoritmo | valor=9880
linha=4695 | nome=Mariana | acao=fez um experimento | valor=3829
linha=4696 | nome=Eduarda | acao=analisou os resultados | valor=5312
linha=4697 | nome=Otavio | acao=fez um experimento | valor=5376
linha=4698 | nome=Sofia | acao=comparou as metricas | valor=9124
linha=4699 | nome=Mariana | acao=escreveu o relatorio | valor=4034
linha=4700 | nome=Joao | acao=otimizou o algoritmo | valor=1877
linha=4701 | nome=Karen | acao=executou o benchmark | valor=2835
linha=4702 | nome=Bruno | acao=fez um experimento | valor=8876
linha=4703 | nome=Ana | acao=comparou as metricas | valor=6656
linha=4704 | nome=Igor | acao=comparou as metricas | valor=4838
linha=4705 | nome=Lucas | acao=analisou os resultados | valor=5296
linha=4706 | nome=Bruno | acao=analisou os resultados | valor=2939
linha=4707 | nome=Igor | acao=executou o benchmark | valor=6579
linha=4708 | nome=Renata | acao=estudou computacao | valor=2488
linha=4709 | nome=Daniela | acao=analisou os resultados | valor=3098
linha=4710 | nome=Gabriela | acao=executou o benchmark | valor=6981
linha=4711 | nome=Lucas | acao=fez um experimento | valor=4280
linha=4712 | nome=Eduarda | acao=fez um experimento | valor=7427
linha=4713 | nome=Eduarda | acao=analisou os resultados | valor=7918
linha=4714 | nome=Karen | acao=escreveu o relatorio | valor=2351
linha=4715 | nome=Tiago | acao=participou da aula | valor=1856
linha=4716 | nome=Renata | acao=estudou computacao | valor=4674
linha=4717 | nome=Natalia | acao=executou o benchmark | valor=4480
linha=4718 | nome=Igor | acao=analisou os resultados | valor=8686
linha=4719 | nome=Sofia | acao=fez um experimento | valor=5671
linha=4720 | nome=Felipe | acao=estudou computacao | valor=4390
linha=4721 | nome=Karen | acao=comparou as metricas | valor=3346
linha=4722 | nome=Sofia | acao=comparou as metricas | valor=4346
linha=4723 | nome=Bruno | acao=executou o benchmark | valor=9371
linha=4724 | nome=Vitor | acao=executou o benchmark | valor=3461
linha=4725 | nome=Igor | acao=participou da aula | valor=1790
linha=4726 | nome=Bruno | acao=estudou computacao | valor=7095
linha=4727 | nome=Carlos | acao=escreveu o relatorio | valor=4544
linha=4728 | nome=Eduarda | acao=comparou as metricas | valor=5688
linha=4729 | nome=Paulo | acao=executou o benchmark | valor=7143
linha=4730 | nome=Felipe | acao=analisou os resultados | valor=9828
linha=4731 | nome=Joao | acao=fez um experimento | valor=1506
linha=4732 | nome=Helena | acao=comparou as metricas | valor=2353
linha=4733 | nome=Vitor | acao=participou da aula | valor=9775
linha=4734 | nome=Paulo | acao=otimizou o algoritmo | valor=8866
linha=4735 | nome=Igor | acao=comparou as metricas | valor=5211
linha=4736 | nome=Vitor | acao=escreveu o relatorio | valor=1237
linha=4737 | nome=Carlos | acao=comparou as metricas | valor=1602
linha=4738 | nome=Otavio | acao=analisou os resultados | valor=1162
linha=4739 | nome=Mariana | acao=estudou computacao | valor=8443
linha=4740 | nome=Carlos | acao=otimizou o algoritmo | valor=2571
linha=4741 | nome=Helena | acao=otimizou o algoritmo | valor=9784
linha=4742 | nome=Ana | acao=estudou computacao | valor=2627
linha=4743 | nome=Eduarda | acao=otimizou o algoritmo | valor=4414
linha=4744 | nome=Otavio | acao=executou o benchmark | valor=2544
linha=4745 | nome=Bruno | acao=otimizou o algoritmo | valor=5816
linha=4746 | nome=Eduarda | acao=analisou os resultados | valor=8575
linha=4747 | nome=Lucas | acao=otimizou o algoritmo | valor=2959
linha=4748 | nome=Tiago | acao=fez um experimento | valor=9126
linha=4749 | nome=Otavio | acao=escreveu o relatorio | valor=9425
linha=4750 | nome=Felipe | acao=analisou os resultados | valor=5920
linha=4751 | nome=Otavio | acao=escreveu o relatorio | valor=9315
linha=4752 | nome=Gabriela | acao=participou da aula | valor=9057
linha=4753 | nome=Helena | acao=analisou os resultados | valor=1819
linha=4754 | nome=Karen | acao=comparou as metricas | valor=2284
linha=4755 | nome=Felipe | acao=escreveu o relatorio | valor=3266
linha=4756 | nome=Sofia | acao=executou o benchmark | valor=9789
linha=4757 | nome=Otavio | acao=comparou as metricas | valor=5291
linha=4758 | nome=Felipe | acao=comparou as metricas | valor=6577
linha=4759 | nome=Vitor | acao=escreveu o relatorio | valor=6751
linha=4760 | nome=Natalia | acao=comparou as metricas | valor=7175
linha=4761 | nome=Igor | acao=estudou computacao | valor=5356
linha=4762 | nome=Lucas | acao=comparou as metricas | valor=1687
linha=4763 | nome=Felipe | acao=otimizou o algoritmo | valor=5863
linha=4764 | nome=Gabriela | acao=comparou as metricas | valor=8102
linha=4765 | nome=Karen | acao=analisou os resultados | valor=3265
linha=4766 | nome=Vitor | acao=estudou computacao | valor=9065
linha=4767 | nome=Carlos | acao=estudou computacao | valor=4150
linha=4768 | nome=Helena | acao=estudou computacao | valor=5949
linha=4769 | nome=Gabriela | acao=participou da aula | valor=2519
linha=4770 | nome=Vitor | acao=analisou os resultados | valor=3807
linha=4771 | nome=Joao | acao=executou o benchmark | valor=4853
linha=4772 | nome=Gabriela | acao=estudou computacao | valor=2224
linha=4773 | nome=Karen | acao=participou da aula | valor=4032
linha=4774 | nome=Joao | acao=participou da aula | valor=1971
linha=4775 | nome=Felipe | acao=comparou as metricas | valor=6513
linha=4776 | nome=Otavio | acao=escreveu o relatorio | valor=2641
linha=4777 | nome=Vitor | acao=executou o benchmark | valor=4804
linha=4778 | nome=Otavio | acao=comparou as metricas | valor=6237
linha=4779 | nome=Lucas | acao=estudou computacao | valor=2758
linha=4780 | nome=Lucas | acao=fez um experimento | valor=4461
linha=4781 | nome=Renata | acao=executou o benchmark | valor=5577
linha=4782 | nome=Mariana | acao=escreveu o relatorio | valor=5323
linha=4783 | nome=Karen | acao=estudou computacao | valor=9106
linha=4784 | nome=Helena | acao=comparou as metricas | valor=3531
linha=4785 | nome=Renata | acao=analisou os resultados | valor=1027
linha=4786 | nome=Mariana | acao=executou o benchmark | valor=5844
linha=4787 | nome=Natalia | acao=fez um experimento | valor=7726
linha=4788 | nome=Eduarda | acao=participou da aula | valor=9187
linha=4789 | nome=Mariana | acao=estudou computacao | valor=1393
linha=4790 | nome=Eduarda | acao=participou da aula | valor=6247
linha=4791 | nome=Sofia | acao=fez um experimento | valor=1184
linha=4792 | nome=Tiago | acao=estudou computacao | valor=7758
linha=4793 | nome=Otavio | acao=escreveu o relatorio | valor=2576
linha=4794 | nome=Daniela | acao=analisou os resultados | valor=9278
linha=4795 | nome=Felipe | acao=estudou computacao | valor=2753
linha=4796 | nome=Bruno | acao=estudou computacao | valor=2026
linha=4797 | nome=Tiago | acao=analisou os resultados | valor=4411
linha=4798 | nome=Sofia | acao=estudou computacao | valor=6884
linha=4799 | nome=Daniela | acao=otimizou o algoritmo | valor=3965
linha=4800 | nome=Felipe | acao=executou o benchmark | valor=2482
linha=4801 | nome=Joao | acao=otimizou o algoritmo | valor=5678
linha=4802 | nome=Gabriela | acao=comparou as metricas | valor=8354
linha=4803 | nome=Daniela | acao=executou o benchmark | valor=1779
linha=4804 | nome=Eduarda | acao=analisou os resultados | valor=9839
linha=4805 | nome=Otavio | acao=fez um experimento | valor=4452
linha=4806 | nome=Daniela | acao=estudou computacao | valor=9294
linha=4807 | nome=Lucas | acao=escreveu o relatorio | valor=4607
linha=4808 | nome=Bruno | acao=fez um experimento | valor=9517
linha=4809 | nome=Felipe | acao=participou da aula | valor=4507
linha=4810 | nome=Igor | acao=otimizou o algoritmo | valor=1397
linha=4811 | nome=Felipe | acao=analisou os resultados | valor=9046
linha=4812 | nome=Mariana | acao=escreveu o relatorio | valor=2212
linha=4813 | nome=Felipe | acao=fez um experimento | valor=3599
