linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=4242 | nome=Bruno | acao=estudou computacao | valor=6692
linha=4243 | nome=Felipe | acao=participou da aula | valor=1784
linha=4244 | nome=Mariana | acao=escreveu o relatorio | valor=4084
linha=4245 | nome=Igor | acao=fez um experimento | valor=8815
linha=4246 | nome=Otavio | acao=estudou computacao | valor=9951
linha=4247 | nome=Renata | acao=executou o benchmark | valor=9347
linha=4248 | nome=Felipe | acao=estudou computacao | valor=2250
linha=4249 | nome=Lucas | acao=estudou computacao | valor=5793
linha=4250 | nome=Vitor | acao=escreveu o relatorio | valor=1284
linha=4251 | nome=Joao | acao=otimizou o algoritmo | valor=9412
linha=4252 | nome=Bruno | acao=fez um experimento | valor=4323
linha=4253 | nome=Mariana | acao=analisou os resultados | valor=6129
linha=4254 | nome=Igor | acao=executou o benchmark | valor=5032
linha=4255 | nome=Gabriela | acao=estudou computacao | valor=4700
linha=4256 | nome=Mariana | acao=executou o benchmark | valor=1420
linha=4257 | nome=Joao | acao=estudou computacao | valor=3456
linha=4258 | nome=Mariana | acao=otimizou o algoritmo | valor=5470
linha=4259 | nome=Bruno | acao=fez um experimento | valor=3386
linha=4260 | nome=Tiago | acao=fez um experimento | valor=2835
linha=4261 | nome=Paulo | acao=analisou os resultados | valor=1537
linha=4262 | nome=Joao | acao=fez um experimento | valor=5832
linha=4263 | nome=Mariana | acao=estudou computacao | valor=8584
linha=4264 | nome=Daniela | acao=participou da aula | valor=7052
linha=4265 | nome=Igor | acao=participou da aula | valor=7497
linha=4266 | nome=Carlos | acao=otimizou o algoritmo | valor=4825
linha=4267 | nome=Otavio | acao=estudou computacao | valor=3432
linha=4268 | nome=Vitor | acao=escreveu o relatorio | valor=1656
linha=4269 | nome=Tiago | acao=otimizou o algoritmo | valor=2169
linha=4270 | nome=Carlos | acao=participou da aula | valor=7173
linha=4271 | nome=Bruno | acao=executou o benchmark | valor=2933
linha=4272 | nome=Paulo | acao=estudou computacao | valor=3788
linha=4273 | nome=Igor | acao=comparou as metricas | valor=1594
linha=4274 | nome=Ana | acao=analisou os resultados | valor=4485
linha=4275 | nome=Helena | acao=fez um experimento | valor=6249
linha=4276 | nome=Eduarda | acao=estudou computacao | valor=9732
linha=4277 | nome=Mariana | acao=fez um experimento | valor=8604
linha=4278 | nome=Carlos | acao=comparou as metricas | valor=9724
linha=4279 | nome=Helena | acao=otimizou o algoritmo | valor=3937
linha=4280 | nome=Renata | acao=executou o benchmark | valor=3755
linha=4281 | nome=Daniela | acao=executou o benchmark | valor=5899
linha=4282 | nome=Gabriela | acao=participou da aula | valor=9409
linha=4283 | nome=Gabriela | acao=estudou computacao | valor=3916
linha=4284 | nome=Karen | acao=estudou computacao | valor=6978
linha=4285 | nome=Ana | acao=escreveu o relatorio | valor=5327
linha=4286 | nome=Bruno | acao=estudou computacao | valor=9587
linha=4287 | nome=Ana | acao=executou o benchmark | valor=4152
linha=4288 | nome=Eduarda | acao=estudou computacao | valor=8409
linha=4289 | nome=Daniela | acao=estudou computacao | valor=4344
linha=4290 | nome=Gabriela | acao=analisou os resultados | valor=8422
linha=4291 | nome=Otavio | acao=executou o benchmark | valor=2376
linha=4292 | nome=Gabriela | acao=participou da aula | valor=1868
linha=4293 | nome=Felipe | acao=analisou os resultados | valor=9772
linha=4294 | nome=Eduarda | acao=escreveu o relatorio | valor=8773
linha=4295 | nome=Joao | acao=participou da aula | valor=2742
linha=4296 | nome=Lucas | acao=fez um experimento | valor=3102
linha=4297 | nome=Gabriela | acao=executou o benchmark | valor=6086
linha=4298 | nome=Bruno | acao=analisou os resultados | valor=5681
linha=4299 | nome=Sofia | acao=executou o benchmark | valor=7393
linha=4300 | nome=Vitor | acao=escreveu o relatorio | valor=5393
linha=4301 | nome=Vitor | acao=analisou os resultados | valor=3101
linha=4302 | nome=Eduarda | acao=analisou os resultados | valor=8231
linha=4303 | nome=Ana | acao=executou o benchmark | valor=6923
linha=4304 | nome=Lucas | acao=analisou os resultados | valor=5726
linha=4305 | nome=Natalia | acao=analisou os resultados | valor=2310
linha=4306 | nome=Karen | acao=executou o benchmark | valor=3782
linha=4307 | nome=Carlos | acao=fez um experimento | valor=6850
linha=4308 | nome=Gabriela | acao=escreveu o relatorio | valor=4825
linha=4309 | nome=Mariana | acao=estudou computacao | valor=6863
linha=4310 | nome=Sofia | acao=otimizou o algoritmo | valor=8710
linha=4311 | nome=Carlos | acao=estudou computacao | valor=4048
linha=4312 | nome=Karen | acao=participou da aula | valor=1316
linha=4313 | nome=Igor | acao=comparou as metricas | valor=8640
linha=4314 | nome=Carlos | acao=comparou as metricas | valor=3269
linha=4315 | nome=Ana | acao=otimizou o algoritmo | valor=1017
linha=4316 | nome=Daniela | acao=analisou os resultados | valor=8901
linha=4317 | nome=Renata | acao=fez um experimento | valor=3831
linha=4318 | nome=Ana | acao=fez um experimento | valor=7796
linha=4319 | nome=Karen | acao=participou da aula | valor=3480
linha=4320 | nome=Ana | acao=comparou as metricas | valor=8634
linha=4321 | nome=Ana | acao=comparou as metricas | valor=3912
linha=4322 | nome=Daniela | acao=analisou os resultados | valor=5927
linha=4323 | nome=Igor | acao=comparou as metricas | valor=4622
linha=4324 | nome=Lucas | acao=analisou os resultados | valor=8745
linha=4325 | nome=Natalia | acao=executou o benchmark | valor=2352
linha=4326 | nome=Daniela | acao=participou da aula | valor=6754
linha=4327 | nome=Ana | acao=estudou computacao | valor=2152
linha=4328 | nome=Daniela | acao=escreveu o relatorio | valor=3621
linha=4329 | nome=Ana | acao=comparou as metricas | valor=8629
linha=4330 | nome=Lucas | acao=otimizou o algoritmo | valor=7831
linha=4331 | nome=Tiago | acao=comparou as metricas | valor=4667
linha=4332 | nome=Joao | acao=estudou computacao | valor=6211
linha=4333 | nome=Paulo | acao=otimizou o algoritmo | valor=5955
linha=4334 | nome=Carlos | acao=otimizou o algoritmo | valor=7117
linha=4335 | nome=Karen | acao=comparou as metricas | valor=8087
linha=4336 | nome=Joao | acao=executou o benchmark | valor=3347
linha=4337 | nome=Eduarda | acao=executou o benchmark | valor=8284
linha=4338 | nome=Eduarda | acao=fez um experimento | valor=9299
linha=4339 | nome=Igor | acao=otimizou o algoritmo | valor=8829
linha=4340 | nome=Lucas | acao=executou o benchmark | valor=8067
linha=4341 | nome=Renata | acao=fez um experimento | valor=8780
linha=4342 | nome=Otavio | acao=otimizou o algoritmo | valor=5898
linha=4343 | nome=Felipe | acao=comparou as metricas | valor=5270
linha=4344 | nome=Sofia | acao=otimizou o algoritmo | valor=2798
linha=4345 | nome=Natalia | acao=otimizou o algoritmo | valor=5089
linha=4346 | nome=Carlos | acao=executou o benchmark | valor=9146
linha=4347 | nome=Gabriela | acao=participou da aula | valor=9481
linha=4348 | nome=Eduarda | acao=otimizou o algoritmo | valor=6426
linha=4349 | nome=Renata | acao=executou o benchmark | valor=1235
linha=4350 | nome=Carlos | acao=escreveu o relatorio | valor=8483
linha=4351 | nome=Sofia | acao=participou da aula | valor=4776
linha=4352 | nome=Lucas | acao=analisou os resultados | valor=9648
linha=4353 | nome=Otavio | acao=executou o benchmark | valor=6654
linha=4354 | nome=Otavio | acao=comparou as metricas | valor=7117
linha=4355 | nome=Eduarda | acao=estudou computacao | valor=4703
linha=4356 | nome=Natalia | acao=estudou computacao | valor=4221
linha=4357 | nome=Natalia | acao=analisou os resultados | valor=2129
linha=4358 | nome=Tiago | acao=executou o benchmark | valor=6538
linha=4359 | nome=Mariana | acao=fez um experimento | valor=2069
linha=4360 | nome=Carlos | acao=fez um experimento | valor=8977
linha=4361 | nome=Felipe | acao=escreveu o relatorio | valor=4404
linha=4362 | nome=Mariana | acao=executou o benchmark | valor=6184
linha=4363 | nome=Lucas | acao=comparou as metricas | valor=3156
linha=4364 | nome=Felipe | acao=executou o benchmark | valor=3853
linha=4365 | nome=Daniela | acao=analisou os resultados | valor=5128
linha=4366 | nome=Ana | acao=otimizou o algoritmo | valor=2275
linha=4367 | nome=Mariana | acao=escreveu o relatorio | valor=1906
linha=4368 | nome=Daniela | acao=comparou as metricas | valor=6919
linha=4369 | nome=Karen | acao=analisou os resultados | valor=8986
linha=4370 | nome=Carlos | acao=fez um experimento | valor=4635
linha=4371 | nome=Igor | acao=fez um experimento | valor=5347
linha=4372 | nome=Otavio | acao=analisou os resultados | valor=5172
linha=4373 | nome=Carlos | acao=fez um experimento | valor=4616
linha=4374 | nome=Karen | acao=participou da aula | valor=9867
linha=4375 | nome=Bruno | acao=otimizou o algoritmo | valor=8623
linha=4376 | nome=Lucas | acao=executou o benchmark | valor=8616
linha=4377 | nome=Felipe | acao=executou o benchmark | valor=2972
linha=4378 | nome=Helena | acao=participou da aula | valor=6168
linha=4379 | nome=Mariana | acao=escreveu o relatorio | valor=2820
linha=4380 | nome=Tiago | acao=fez um experimento | valor=3657
linha=4381 | nome=Natalia | acao=otimizou o algoritmo | valor=4536
linha=4382 | nome=Sofia | acao=comparou as metricas | valor=7315
linha=4383 | nome=Joao | acao=escreveu o relatorio | valor=6721
linha=4384 | nome=Mariana | acao=executou o benchmark | valor=6070
linha=4385 | nome=Bruno | acao=estudou computacao | valor=8368
linha=4386 | nome=Gabriela | acao=estudou computacao | valor=4167
linha=4387 | nome=Helena | acao=fez um experimento | valor=7021
linha=4388 | nome=Lucas | acao=executou o benchmark | valor=3274
linha=4389 | nome=Karen | acao=participou da aula | valor=3458
linha=4390 | nome=Vitor | acao=comparou as metricas | valor=1877
linha=4391 | nome=Bruno | acao=participou da aula | valor=6747
linha=4392 | nome=Igor | acao=escreveu o relatorio | valor=7684
linha=4393 | nome=Sofia | acao=estudou computacao | valor=4260
linha=4394 | nome=Igor | acao=escreveu o relatorio | valor=4490
linha=4395 | nome=Mariana | acao=participou da aula | valor=7663
linha=4396 | nome=Bruno | acao=participou da aula | valor=8540
linha=4397 | nome=Carlos | acao=otimizou o algoritmo | valor=7171
linha=4398 | nome=Igor | acao=comparou as metricas | valor=9478
linha=4399 | nome=Felipe | acao=escreveu o relatorio | valor=5144
linha=4400 | nome=Felipe | acao=executou o benchmark | valor=1141
linha=4401 | nome=Mariana | acao=otimizou o algoritmo | valor=9481
linha=4402 | nome=Mariana | acao=estudou computacao | valor=8239
linha=4403 | nome=Sofia | acao=escreveu o relatorio | valor=6196
linha=4404 | nome=Vitor | acao=comparou as metricas | valor=6830
linha=4405 | nome=Natalia | acao=participou da aula | valor=4178
linha=4406 | nome=Joao | acao=participou da aula | valor=9277
linha=4407 | nome=Otavio | acao=estudou computacao | valor=2226
linha=4408 | nome=Vitor | acao=otimizou o algoritmo | valor=2591
linha=4409 | nome=Daniela | acao=otimizou o algoritmo | valor=7677
linha=4410 | nome=Ana | acao=executou o benchmark | valor=7948
linha=4411 | nome=Otavio | acao=estudou computacao | valor=8951
linha=4412 | nome=Mariana | acao=participou da aula | valor=6485
linha=4413 | nome=Otavio | acao=executou o benchmark | valor=9306
linha=4414 | nome=Vitor | acao=participou da aula | valor=3000
linha=4415 | nome=Bruno | acao=fez um experimento | valor=5414
linha=4416 | nome=Eduarda | acao=otimizou o algoritmo | valor=2073
linha=4417 | nome=Igor | acao=executou o benchmark | valor=7471
linha=4418 | nome=Sofia | acao=escreveu o relatorio | valor=3947
linha=4419 | nome=Karen | acao=estudou computacao | valor=6074
linha=4420 | nome=Igor | acao=executou o benchmark | valor=7039
linha=4421 | nome=Bruno | acao=otimizou o algoritmo | valor=4332
linha=4422 | nome=Sofia | acao=participou da aula | valor=4354
linha=4423 | nome=Eduarda | acao=analisou os resultados | valor=8421
linha=4424 | nome=Tiago | acao=fez um experimento | valor=2348
linha=4425 | nome=Lucas | acao=escreveu o relatorio | valor=7455
linha=4426 | nome=Ana | acao=executou o benchmark | valor=6629
linha=4427 | nome=Sofia | acao=estudou computacao | valor=3282
linha=4428 | nome=Joao | acao=escreveu o relatorio | valor=9901
linha=4429 | nome=Igor | acao=otimizou o algoritmo | valor=9075
linha=4430 | nome=Helena | acao=comparou as metricas | valor=3376
linha=4431 | nome=Renata | acao=escreveu o relatorio | valor=8845
linha=4432 | nome=Eduarda | acao=estudou computacao | valor=7088
linha=4433 | nome=Mariana | acao=participou da aula | valor=2242
linha=4434 | nome=Tiago | acao=executou o benchmark | valor=9530
linha=4435 | nome=Tiago | acao=otimizou o algoritmo | valor=7572
linha=4436 | nome=Daniela | acao=participou da aula | valor=9705
linha=4437 | nome=Gabriela | acao=escreveu o relatorio | valor=7594
linha=4438 | nome=Paulo | acao=comparou as metricas | valor=6193
linha=4439 | nome=Carlos | acao=escreveu o relatorio | valor=2037
linha=4440 | nome=Karen | acao=fez um experimento | valor=4690
linha=4441 | nome=Lucas | acao=estudou computacao | valor=6828
linha=4442 | nome=Vitor | acao=executou o benchmark | valor=8368
linha=4443 | nome=Tiago | acao=executou o benchmark | valor=4031
linha=4444 | nome=Ana | acao=fez um experimento | valor=1703
linha=4445 | nome=Felipe | acao=comparou as metricas | valor=9664
linha=4446 | nome=Daniela | acao=estudou computacao | valor=9014
linha=4447 | nome=Lucas | acao=otimizou o algoritmo | valor=8421
linha=4448 | nome=Sofia | acao=participou da aula | valor=5998
linha=4449 | nome=Helena | acao=fez um experimento | valor=7574
linha=4450 | nome=Mariana | acao=estudou computacao | valor=4749
linha=4451 | nome=Daniela | acao=participou da aula | valor=1166
linha=4452 | nome=Vitor | acao=estudou computacao | valor=5607
linha=4453 | nome=Tiago | acao=executou o benchmark | valor=3451
linha=4454 | nome=Natalia | acao=executou o benchmark | valor=5567
linha=4455 | nome=Renata | acao=otimizou o algoritmo | valor=6708
linha=4456 | nome=Renata | acao=analisou os resultados | valor=4021
linha=4457 | nome=Renata | acao=fez um experimento | valor=6798
linha=4458 | nome=Carlos | acao=fez um experimento | valor=7043
linha=4459 | nome=Renata | acao=fez um experimento | valor=1898
linha=4460 | nome=Gabriela | acao=comparou as metricas | valor=1744
linha=4461 | nome=Natalia | acao=executou o benchmark | valor=1614
linha=4462 | nome=Bruno | acao=fez um experimento | valor=3330
linha=4463 | nome=Bruno | acao=comparou as metricas | valor=8073
linha=4464 | nome=Renata | acao=escreveu o relatorio | valor=7041
linha=4465 | nome=Gabriela | acao=estudou computacao | valor=3121
linha=4466 | nome=Paulo | acao=estudou computacao | valor=1792
linha=4467 | nome=Bruno | acao=otimizou o algoritmo | valor=4517
linha=4468 | nome=Helena | acao=fez um experimento | valor=7290
linha=4469 | nome=Daniela | acao=otimizou o algoritmo | valor=3657
linha=4470 | nome=Lucas | acao=comparou as metricas | valor=1933
linha=4471 | nome=Joao | acao=escreveu o relatorio | valor=6419
linha=4472 | nome=Ana | acao=executou o benchmark | valor=9394
linha=4473 | nome=Mariana | acao=executou o benchmark | valor=2063
linha=4474 | nome=Tiago | acao=participou da aula | valor=3557
linha=4475 | nome=Joao | acao=executou o benchmark | valor=7578
linha=4476 | nome=Felipe | acao=fez um experimento | valor=8235
linha=4477 | nome=Karen | acao=estudou computacao | valor=2034
linha=4478 | nome=Paulo | acao=participou da aula | valor=2435
linha=4479 | nome=Tiago | acao=comparou as metricas | valor=3400
linha=4480 | nome=Carlos | acao=fez um experimento | valor=8325
linha=4481 | nome=Karen | acao=otimizou o algoritmo | valor=6931
linha=4482 | nome=Vitor | acao=analisou os resultados | valor=1158
linha=4483 | nome=Felipe | acao=comparou as metricas | valor=2531
linha=4484 | nome=Igor | acao=fez um experimento | valor=3984
linha=4485 | nome=Tiago | acao=executou o benchmark | valor=4145
linha=4486 | nome=Igor | acao=comparou as metricas | valor=4852
linha=4487 | nome=Paulo | acao=estudou computacao | valor=1675
linha=4488 | nome=Vitor | acao=estudou computacao | valor=9459
linha=4489 | nome=Renata | acao=participou da aula | valor=1807
linha=4490 | nome=Natalia | acao=escreveu o relatorio | valor=8574
linha=4491 | nome=Sofia | acao=comparou as metricas | valor=9625
linha=4492 | nome=Ana | acao=executou o benchmark | valor=2643
linha=4493 | nome=Mariana | acao=otimizou o algoritmo | valor=4287
linha=4494 | nome=Mariana | acao=comparou as metricas | valor=5392
linha=4495 | nome=Ana | acao=participou da aula | valor=8638
linha=4496 | nome=Renata | acao=estudou computacao | valor=8577
linha=4497 | nome=Karen | acao=comparou as metricas | valor=6004
