linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=4215 | nome=Joao | acao=analisou os resultados | valor=9753
linha=4216 | nome=Lucas | acao=executou o benchmark | valor=4740
linha=4217 | nome=Ana | acao=analisou os resultados | valor=7500
linha=4218 | nome=Ana | acao=fez um experimento | valor=3139
linha=4219 | nome=Vitor | acao=estudou computacao | valor=7200
linha=4220 | nome=Gabriela | acao=otimizou o algoritmo | valor=9650
linha=4221 | nome=Gabriela | acao=escreveu o relatorio | valor=8625
linha=4222 | nome=Mariana | acao=executou o benchmark | valor=8329
linha=4223 | nome=Gabriela | acao=fez um experimento | valor=6261
linha=4224 | nome=Natalia | acao=estudou computacao | valor=5500
linha=4225 | nome=Otavio | acao=analisou os resultados | valor=2564
linha=4226 | nome=Vitor | acao=executou o benchmark | valor=2734
linha=4227 | nome=Vitor | acao=comparou as metricas | valor=9824
linha=4228 | nome=Vitor | acao=comparou as metricas | valor=6554
linha=4229 | nome=Eduarda | acao=analisou os resultados | valor=7562
linha=4230 | nome=Mariana | acao=executou o benchmark | valor=1067
linha=4231 | nome=Ana | acao=otimizou o algoritmo | valor=7258
linha=4232 | nome=Eduarda | acao=executou o benchmark | valor=9734
linha=4233 | nome=Helena | acao=otimizou o algoritmo | valor=1545
linha=4234 | nome=Vitor | acao=fez um experimento | valor=5918
linha=4235 | nome=Lucas | acao=comparou as metricas | valor=6026
linha=4236 | nome=Otavio | acao=executou o benchmark | valor=3663
linha=4237 | nome=Mariana | acao=estudou computacao | valor=6897
linha=4238 | nome=Eduarda | acao=fez um experimento | valor=8699
linha=4239 | nome=Karen | acao=participou da aula | valor=4255
linha=4240 | nome=Lucas | acao=comparou as metricas | valor=5804
linha=4241 | nome=Paulo | acao=otimizou o algoritmo | valor=1489
linha=4242 | nome=Daniela | acao=analisou os resultados | valor=9968
linha=4243 | nome=Vitor | acao=estudou computacao | valor=6298
linha=4244 | nome=Lucas | acao=escreveu o relatorio | valor=3061
linha=4245 | nome=Carlos | acao=executou o benchmark | valor=6637
linha=4246 | nome=Sofia | acao=otimizou o algoritmo | valor=1333
linha=4247 | nome=Helena | acao=estudou computacao | valor=7866
linha=4248 | nome=Eduarda | acao=analisou os resultados | valor=1352
linha=4249 | nome=Lucas | acao=escreveu o relatorio | valor=2247
linha=4250 | nome=Karen | acao=participou da aula | valor=5904
linha=4251 | nome=Daniela | acao=escreveu o relatorio | valor=7463
linha=4252 | nome=Renata | acao=escreveu o relatorio | valor=4663
linha=4253 | nome=Paulo | acao=executou o benchmark | valor=4066
linha=4254 | nome=Otavio | acao=comparou as metricas | valor=2863
linha=4255 | nome=Tiago | acao=executou o benchmark | valor=2721
linha=4256 | nome=Otavio | acao=fez um experimento | valor=5310
linha=4257 | nome=Natalia | acao=estudou computacao | valor=1578
linha=4258 | nome=Lucas | acao=comparou as metricas | valor=5853
linha=4259 | nome=Gabriela | acao=estudou computacao | valor=4844
linha=4260 | nome=Mariana | acao=escreveu o relatorio | valor=8448
linha=4261 | nome=Renata | acao=fez um experimento | valor=5410
linha=4262 | nome=Karen | acao=escreveu o relatorio | valor=8681
linha=4263 | nome=Carlos | acao=estudou computacao | valor=3538
linha=4264 | nome=Helena | acao=executou o benchmark | valor=5493
linha=4265 | nome=Lucas | acao=otimizou o algoritmo | valor=3083
linha=4266 | nome=Karen | acao=participou da aula | valor=5776
linha=4267 | nome=Eduarda | acao=otimizou o algoritmo | valor=4506
linha=4268 | nome=Eduarda | acao=estudou computacao | valor=3091
linha=4269 | nome=Gabriela | acao=estudou computacao | valor=4097
linha=4270 | nome=Tiago | acao=escreveu o relatorio | valor=6161
linha=4271 | nome=Ana | acao=fez um experimento | valor=4747
linha=4272 | nome=Karen | acao=fez um experimento | valor=6574
linha=4273 | nome=Renata | acao=estudou computacao | valor=5935
linha=4274 | nome=Igor | acao=fez um experimento | valor=6503
linha=4275 | nome=Ana | acao=executou o benchmark | valor=1603
linha=4276 | nome=Gabriela | acao=executou o benchmark | valor=9377
linha=4277 | nome=Mariana | acao=executou o benchmark | valor=2406
linha=4278 | nome=Renata | acao=analisou os resultados | valor=8893
linha=4279 | nome=Renata | acao=participou da aula | valor=3491
linha=4280 | nome=Gabriela | acao=comparou as metricas | valor=8704
linha=4281 | nome=Carlos | acao=otimizou o algoritmo | valor=3689
linha=4282 | nome=Tiago | acao=otimizou o algoritmo | valor=5886
linha=4283 | nome=Mariana | acao=otimizou o algoritmo | valor=9831
linha=4284 | nome=Bruno | acao=fez um experimento | valor=5567
linha=4285 | nome=Joao | acao=analisou os resultados | valor=6023
linha=4286 | nome=Otavio | acao=otimizou o algoritmo | valor=1598
linha=4287 | nome=Renata | acao=comparou as metricas | valor=3629
linha=4288 | nome=Carlos | acao=estudou computacao | valor=8531
linha=4289 | nome=Helena | acao=otimizou o algoritmo | valor=1948
linha=4290 | nome=Renata | acao=comparou as metricas | valor=1946
linha=4291 | nome=Carlos | acao=estudou computacao | valor=6650
linha=4292 | nome=Carlos | acao=analisou os resultados | valor=4792
linha=4293 | nome=Eduarda | acao=escreveu o relatorio | valor=2468
linha=4294 | nome=Paulo | acao=analisou os resultados | valor=3033
linha=4295 | nome=Karen | acao=participou da aula | valor=8854
linha=4296 | nome=Ana | acao=analisou os resultados | valor=2270
linha=4297 | nome=Karen | acao=otimizou o algoritmo | valor=1333
linha=4298 | nome=Mariana | acao=otimizou o algoritmo | valor=5112
linha=4299 | nome=Paulo | acao=estudou computacao | valor=6497
linha=4300 | nome=Felipe | acao=otimizou o algoritmo | valor=9841
linha=4301 | nome=Lucas | acao=escreveu o relatorio | valor=1445
linha=4302 | nome=Otavio | acao=analisou os resultados | valor=4753
linha=4303 | nome=Carlos | acao=otimizou o algoritmo | valor=4083
linha=4304 | nome=Tiago | acao=otimizou o algoritmo | valor=6101
linha=4305 | nome=Ana | acao=analisou os resultados | valor=8091
linha=4306 | nome=Paulo | acao=participou da aula | valor=8654
linha=4307 | nome=Carlos | acao=escreveu o relatorio | valor=5980
linha=4308 | nome=Ana | acao=otimizou o algoritmo | valor=8618
linha=4309 | nome=Mariana | acao=executou o benchmark | valor=5355
linha=4310 | nome=Mariana | acao=analisou os resultados | valor=5229
linha=4311 | nome=Lucas | acao=otimizou o algoritmo | valor=8402
linha=4312 | nome=Vitor | acao=analisou os resultados | valor=6231
linha=4313 | nome=Lucas | acao=fez um experimento | valor=4745
linha=4314 | nome=Mariana | acao=escreveu o relatorio | valor=9188
linha=4315 | nome=Karen | acao=comparou as metricas | valor=7506
linha=4316 | nome=Mariana | acao=executou o benchmark | valor=5875
linha=4317 | nome=Mariana | acao=participou da aula | valor=2843
linha=4318 | nome=Paulo | acao=executou o benchmark | valor=3534
linha=4319 | nome=Eduarda | acao=otimizou o algoritmo | valor=2069
linha=4320 | nome=Eduarda | acao=otimizou o algoritmo | valor=3251
linha=4321 | nome=Gabriela | acao=otimizou o algoritmo | valor=1839
linha=4322 | nome=Eduarda | acao=participou da aula | valor=5307
linha=4323 | nome=Sofia | acao=otimizou o algoritmo | valor=9470
linha=4324 | nome=Otavio | acao=estudou computacao | valor=8435
linha=4325 | nome=Bruno | acao=otimizou o algoritmo | valor=7389
linha=4326 | nome=Tiago | acao=escreveu o relatorio | valor=9394
linha=4327 | nome=Helena | acao=comparou as metricas | valor=2187
linha=4328 | nome=Ana | acao=executou o benchmark | valor=7400
linha=4329 | nome=Sofia | acao=executou o benchmark | valor=9449
linha=4330 | nome=Joao | acao=otimizou o algoritmo | valor=8822
linha=4331 | nome=Carlos | acao=analisou os resultados | valor=4061
linha=4332 | nome=Natalia | acao=participou da aula | valor=6761
linha=4333 | nome=Otavio | acao=executou o benchmark | valor=2737
linha=4334 | nome=Daniela | acao=estudou computacao | valor=4102
linha=4335 | nome=Karen | acao=otimizou o algoritmo | valor=4665
linha=4336 | nome=Eduarda | acao=escreveu o relatorio | valor=5564
linha=4337 | nome=Gabriela | acao=escreveu o relatorio | valor=6786
linha=4338 | nome=Renata | acao=comparou as metricas | valor=7937
linha=4339 | nome=Helena | acao=participou da aula | valor=8477
linha=4340 | nome=Gabriela | acao=executou o benchmark | valor=7391
linha=4341 | nome=Joao | acao=participou da aula | valor=4960
linha=4342 | nome=Carlos | acao=participou da aula | valor=9623
linha=4343 | nome=Bruno | acao=estudou computacao | valor=9819
linha=4344 | nome=Daniela | acao=participou da aula | valor=5298
linha=4345 | nome=Sofia | acao=fez um experimento | valor=4256
linha=4346 | nome=Eduarda | acao=estudou computacao | valor=6860
linha=4347 | nome=Vitor | acao=comparou as metricas | valor=7125
linha=4348 | nome=Renata | acao=otimizou o algoritmo | valor=6049
linha=4349 | nome=Natalia | acao=fez um experimento | valor=7653
linha=4350 | nome=Tiago | acao=executou o benchmark | valor=4750
linha=4351 | nome=Carlos | acao=estudou computacao | valor=8396
linha=4352 | nome=Carlos | acao=analisou os resultados | valor=4176
linha=4353 | nome=Otavio | acao=fez um experimento | valor=3926
linha=4354 | nome=Eduarda | acao=executou o benchmark | valor=7855
linha=4355 | nome=Felipe | acao=analisou os resultados | valor=5246
linha=4356 | nome=Vitor | acao=executou o benchmark | valor=4385
linha=4357 | nome=Felipe | acao=comparou as metricas | valor=5456
linha=4358 | nome=Paulo | acao=escreveu o relatorio | valor=6365
linha=4359 | nome=Renata | acao=estudou computacao | valor=3396
linha=4360 | nome=Lucas | acao=otimizou o algoritmo | valor=2552
linha=4361 | nome=Daniela | acao=fez um experimento | valor=5925
linha=4362 | nome=Renata | acao=escreveu o relatorio | valor=7988
linha=4363 | nome=Mariana | acao=participou da aula | valor=6645
linha=4364 | nome=Igor | acao=estudou computacao | valor=8287
linha=4365 | nome=Karen | acao=participou da aula | valor=6768
linha=4366 | nome=Sofia | acao=participou da aula | valor=5206
linha=4367 | nome=Lucas | acao=fez um experimento | valor=1522
linha=4368 | nome=Paulo | acao=comparou as metricas | valor=1603
linha=4369 | nome=Sofia | acao=escreveu o relatorio | valor=1083
linha=4370 | nome=Lucas | acao=otimizou o algoritmo | valor=9706
linha=4371 | nome=Sofia | acao=participou da aula | valor=8782
linha=4372 | nome=Sofia | acao=escreveu o relatorio | valor=4054
linha=4373 | nome=Sofia | acao=executou o benchmark | valor=1463
linha=4374 | nome=Karen | acao=fez um experimento | valor=6649
linha=4375 | nome=Gabriela | acao=escreveu o relatorio | valor=6569
linha=4376 | nome=Joao | acao=escreveu o relatorio | valor=7822
linha=4377 | nome=Igor | acao=otimizou o algoritmo | valor=9519
linha=4378 | nome=Eduarda | acao=fez um experimento | valor=6470
linha=4379 | nome=Natalia | acao=fez um experimento | valor=1810
linha=4380 | nome=Mariana | acao=analisou os resultados | valor=4926
linha=4381 | nome=Igor | acao=participou da aula | valor=6722
linha=4382 | nome=Helena | acao=comparou as metricas | valor=3425
linha=4383 | nome=Joao | acao=fez um experimento | valor=1070
linha=4384 | nome=Sofia | acao=otimizou o algoritmo | valor=4346
linha=4385 | nome=Lucas | acao=executou o benchmark | valor=4149
linha=4386 | nome=Sofia | acao=escreveu o relatorio | valor=8664
linha=4387 | nome=Karen | acao=comparou as metricas | valor=5009
linha=4388 | nome=Joao | acao=otimizou o algoritmo | valor=1851
linha=4389 | nome=Natalia | acao=participou da aula | valor=9611
linha=4390 | nome=Mariana | acao=analisou os resultados | valor=5182
linha=4391 | nome=Vitor | acao=fez um experimento | valor=6287
linha=4392 | nome=Ana | acao=participou da aula | valor=8843
linha=4393 | nome=Sofia | acao=analisou os resultados | valor=4715
linha=4394 | nome=Eduarda | acao=comparou as metricas | valor=8725
linha=4395 | nome=Renata | acao=otimizou o algoritmo | valor=5173
linha=4396 | nome=Sofia | acao=fez um experimento | valor=8265
linha=4397 | nome=Eduarda | acao=estudou computacao | valor=4235
linha=4398 | nome=Paulo | acao=escreveu o relatorio | valor=7961
linha=4399 | nome=Mariana | acao=otimizou o algoritmo | valor=6261
linha=4400 | nome=Renata | acao=analisou os resultados | valor=4290
linha=4401 | nome=Lucas | acao=estudou computacao | valor=9016
linha=4402 | nome=Ana | acao=participou da aula | valor=8570
linha=4403 | nome=Joao | acao=otimizou o algoritmo | valor=3737
linha=4404 | nome=Carlos | acao=escreveu o relatorio | valor=5702
linha=4405 | nome=Carlos | acao=participou da aula | valor=9226
linha=4406 | nome=Renata | acao=participou da aula | valor=6693
linha=4407 | nome=Natalia | acao=escreveu o relatorio | valor=4849
linha=4408 | nome=Otavio | acao=escreveu o relatorio | valor=7692
linha=4409 | nome=Paulo | acao=escreveu o relatorio | valor=3309
linha=4410 | nome=Gabriela | acao=estudou computacao | valor=5374
linha=4411 | nome=Joao | acao=participou da aula | valor=7127
linha=4412 | nome=Felipe | acao=participou da aula | valor=4611
linha=4413 | nome=Mariana | acao=estudou computacao | valor=3714
linha=4414 | nome=Otavio | acao=executou o benchmark | valor=3630
linha=4415 | nome=Mariana | acao=estudou computacao | valor=3728
linha=4416 | nome=Gabriela | acao=escreveu o relatorio | valor=4485
linha=4417 | nome=Paulo | acao=estudou computacao | valor=5276
linha=4418 | nome=Bruno | acao=escreveu o relatorio | valor=5501
linha=4419 | nome=Sofia | acao=executou o benchmark | valor=9823
linha=4420 | nome=Helena | acao=fez um experimento | valor=2409
linha=4421 | nome=Helena | acao=analisou os resultados | valor=7671
linha=4422 | nome=Joao | acao=fez um experimento | valor=5996
linha=4423 | nome=Tiago | acao=analisou os resultados | valor=1626
linha=4424 | nome=Felipe | acao=estudou computacao | valor=2133
linha=4425 | nome=Igor | acao=escreveu o relatorio | valor=1412
linha=4426 | nome=Felipe | acao=escreveu o relatorio | valor=2082
linha=4427 | nome=Igor | acao=participou da aula | valor=8351
linha=4428 | nome=Felipe | acao=participou da aula | valor=6974
linha=4429 | nome=Helena | acao=escreveu o relatorio | valor=9185
linha=4430 | nome=Renata | acao=fez um experimento | valor=9400
linha=4431 | nome=Renata | acao=estudou computacao | valor=7847
linha=4432 | nome=Bruno | acao=comparou as metricas | valor=3189
linha=4433 | nome=Eduarda | acao=executou o benchmark | valor=2220
linha=4434 | nome=Helena | acao=fez um experimento | valor=7947
linha=4435 | nome=Igor | acao=executou o benchmark | valor=1609
linha=4436 | nome=Felipe | acao=estudou computacao | valor=6920
linha=4437 | nome=Otavio | acao=analisou os resultados | valor=9958
linha=4438 | nome=Igor | acao=analisou os resultados | valor=1197
linha=4439 | nome=Mariana | acao=comparou as metricas | valor=3338
linha=4440 | nome=Igor | acao=otimizou o algoritmo | valor=2826
linha=4441 | nome=Joao | acao=fez um experimento | valor=8620
linha=4442 | nome=Gabriela | acao=otimizou o algoritmo | valor=4920
linha=4443 | nome=Igor | acao=analisou os resultados | valor=7145
linha=4444 | nome=Igor | acao=escreveu o relatorio | valor=5808
linha=4445 | nome=Mariana | acao=comparou as metricas | valor=3418
linha=4446 | nome=Daniela | acao=participou da aula | valor=7808
linha=4447 | nome=Carlos | acao=estudou computacao | valor=9328
linha=4448 | nome=Eduarda | acao=executou o benchmark | valor=5265
linha=4449 | nome=Joao | acao=estudou computacao | valor=7113
linha=4450 | nome=Renata | acao=analisou os resultados | valor=3747
linha=4451 | nome=Otavio | acao=executou o benchmark | valor=1069
linha=4452 | nome=Gabriela | acao=estudou computacao | valor=8448
linha=4453 | nome=Otavio | acao=participou da aula | valor=6464
linha=4454 | nome=Bruno | acao=analisou os resultados | valor=1720
linha=4455 | nome=Carlos | acao=estudou computacao | valor=9240
linha=4456 | nome=Renata | acao=estudou computacao | valor=1857
linha=4457 | nome=Tiago | acao=comparou as metricas | valor=2624
linha=4458 | nome=Joao | acao=participou da aula | valor=1320
linha=4459 | nome=Renata | acao=estudou computacao | valor=8277
linha=4460 | nome=Felipe | acao=escreveu o relatorio | valor=4581
linha=4461 | nome=Eduarda | acao=escreveu o relatorio | valor=2119
linha=4462 | nome=Natalia | acao=analisou os resultados | valor=4389
linha=4463 | nome=Carlos | acao=otimizou o algoritmo | valor=6529
linha=4464 | nome=Felipe | acao=executou o benchmark | valor=2636
linha=4465 | nome=Joao | acao=estudou computacao | valor=3783
linha=4466 | nome=Gabriela | acao=analisou os resultados | valor=1342
linha=4467 | nome=Mariana | acao=otimizou o algoritmo | valor=6602
