linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=4125 | nome=Vitor | acao=comparou as metricas | valor=7759
linha=4126 | nome=Mariana | acao=otimizou o algoritmo | valor=9317
linha=4127 | nome=Paulo | acao=estudou computacao | valor=5456
linha=4128 | nome=Mariana | acao=fez um experimento | valor=8403
linha=4129 | nome=Ana | acao=fez um experimento | valor=1605
linha=4130 | nome=Mariana | acao=escreveu o relatorio | valor=6979
linha=4131 | nome=Vitor | acao=otimizou o algoritmo | valor=4439
linha=4132 | nome=Joao | acao=escreveu o relatorio | valor=5696
linha=4133 | nome=Vitor | acao=participou da aula | valor=7409
linha=4134 | nome=Gabriela | acao=estudou computacao | valor=3200
linha=4135 | nome=Ana | acao=executou o benchmark | valor=9389
linha=4136 | nome=Lucas | acao=fez um experimento | valor=8228
linha=4137 | nome=Natalia | acao=fez um experimento | valor=3002
linha=4138 | nome=Joao | acao=comparou as metricas | valor=2040
linha=4139 | nome=Otavio | acao=participou da aula | valor=9634
linha=4140 | nome=Natalia | acao=escreveu o relatorio | valor=9927
linha=4141 | nome=Gabriela | acao=executou o benchmark | valor=9591
linha=4142 | nome=Felipe | acao=executou o benchmark | valor=4225
linha=4143 | nome=Bruno | acao=escreveu o relatorio | valor=9975
linha=4144 | nome=Joao | acao=analisou os resultados | valor=1962
linha=4145 | nome=Joao | acao=escreveu o relatorio | valor=6049
linha=4146 | nome=Joao | acao=executou o benchmark | valor=6047
linha=4147 | nome=Bruno | acao=participou da aula | valor=8237
linha=4148 | nome=Mariana | acao=comparou as metricas | valor=5422
linha=4149 | nome=Karen | acao=estudou computacao | valor=7210
linha=4150 | nome=Mariana | acao=estudou computacao | valor=5664
linha=4151 | nome=Vitor | acao=escreveu o relatorio | valor=2734
linha=4152 | nome=Tiago | acao=participou da aula | valor=2586
linha=4153 | nome=Lucas | acao=fez um experimento | valor=3956
linha=4154 | nome=Helena | acao=otimizou o algoritmo | valor=6344
linha=4155 | nome=Vitor | acao=fez um experimento | valor=4111
linha=4156 | nome=Mariana | acao=estudou computacao | valor=5161
linha=4157 | nome=Vitor | acao=estudou computacao | valor=2850
linha=4158 | nome=Mariana | acao=fez um experimento | valor=3647
linha=4159 | nome=Paulo | acao=escreveu o relatorio | valor=4070
linha=4160 | nome=Lucas | acao=analisou os resultados | valor=7179
linha=4161 | nome=Karen | acao=comparou as metricas | valor=4360
linha=4162 | nome=Gabriela | acao=participou da aula | valor=5599
linha=4163 | nome=Natalia | acao=otimizou o algoritmo | valor=9732
linha=4164 | nome=Daniela | acao=comparou as metricas | valor=2189
linha=4165 | nome=Igor | acao=fez um experimento | valor=8154
linha=4166 | nome=Tiago | acao=participou da aula | valor=9970
linha=4167 | nome=Karen | acao=escreveu o relatorio | valor=5070
linha=4168 | nome=Vitor | acao=escreveu o relatorio | valor=8371
linha=4169 | nome=Ana | acao=comparou as metricas | valor=9758
linha=4170 | nome=Daniela | acao=otimizou o algoritmo | valor=5001
linha=4171 | nome=Renata | acao=analisou os resultados | valor=4502
linha=4172 | nome=Ana | acao=analisou os resultados | valor=1738
linha=4173 | nome=Bruno | acao=otimizou o algoritmo | valor=1222
linha=4174 | nome=Renata | acao=otimizou o algoritmo | valor=6840
linha=4175 | nome=Helena | acao=executou o benchmark | valor=1760
linha=4176 | nome=Joao | acao=participou da aula | valor=2731
linha=4177 | nome=Lucas | acao=comparou as metricas | valor=3549
linha=4178 | nome=Mariana | acao=fez um experimento | valor=1141
linha=4179 | nome=Ana | acao=estudou computacao | valor=7500
linha=4180 | nome=Sofia | acao=comparou as metricas | valor=5594
linha=4181 | nome=Otavio | acao=participou da aula | valor=1109
linha=4182 | nome=Ana | acao=estudou computacao | valor=1320
linha=4183 | nome=Otavio | acao=fez um experimento | valor=9695
linha=4184 | nome=Mariana | acao=otimizou o algoritmo | valor=5190
linha=4185 | nome=Natalia | acao=analisou os resultados | valor=2547
linha=4186 | nome=Carlos | acao=fez um experimento | valor=3293
linha=4187 | nome=Carlos | acao=escreveu o relatorio | valor=2630
linha=4188 | nome=Eduarda | acao=fez um experimento | valor=6313
linha=4189 | nome=Tiago | acao=comparou as metricas | valor=9735
linha=4190 | nome=Gabriela | acao=otimizou o algoritmo | valor=3446
linha=4191 | nome=Otavio | acao=escreveu o relatorio | valor=3880
linha=4192 | nome=Mariana | acao=fez um experimento | valor=4504
linha=4193 | nome=Mariana | acao=fez um experimento | valor=4036
linha=4194 | nome=Sofia | acao=executou o benchmark | valor=1916
linha=4195 | nome=Carlos | acao=executou o benchmark | valor=9861
linha=4196 | nome=Renata | acao=otimizou o algoritmo | valor=2733
linha=4197 | nome=Tiago | acao=participou da aula | valor=3960
linha=4198 | nome=Otavio | acao=escreveu o relatorio | valor=5285
linha=4199 | nome=Vitor | acao=comparou as metricas | valor=6569
linha=4200 | nome=Eduarda | acao=estudou computacao | valor=6840
linha=4201 | nome=Tiago | acao=participou da aula | valor=9952
linha=4202 | nome=Eduarda | acao=estudou computacao | valor=8168
linha=4203 | nome=Natalia | acao=participou da aula | valor=9863
linha=4204 | nome=Daniela | acao=estudou computacao | valor=8958
linha=4205 | nome=Bruno | acao=fez um experimento | valor=7515
linha=4206 | nome=Otavio | acao=analisou os resultados | valor=5404
linha=4207 | nome=Bruno | acao=participou da aula | valor=5180
linha=4208 | nome=Ana | acao=estudou computacao | valor=8280
linha=4209 | nome=Bruno | acao=participou da aula | valor=9969
linha=4210 | nome=Helena | acao=fez um experimento | valor=3887
linha=4211 | nome=Eduarda | acao=participou da aula | valor=7985
linha=4212 | nome=Vitor | acao=fez um experimento | valor=8212
linha=4213 | nome=Carlos | acao=escreveu o relatorio | valor=9495
linha=4214 | nome=Carlos | acao=executou o benchmark | valor=4283
linha=4215 | nome=Tiago | acao=participou da aula | valor=6812
linha=4216 | nome=Gabriela | acao=executou o benchmark | valor=5202
linha=4217 | nome=Daniela | acao=fez um experimento | valor=4842
linha=4218 | nome=Paulo | acao=analisou os resultados | valor=9899
linha=4219 | nome=Daniela | acao=fez um experimento | valor=4051
linha=4220 | nome=Tiago | acao=analisou os resultados | valor=3437
linha=4221 | nome=Tiago | acao=escreveu o relatorio | valor=1845
linha=4222 | nome=Renata | acao=participou da aula | valor=7860
linha=4223 | nome=Paulo | acao=executou o benchmark | valor=7950
linha=4224 | nome=Gabriela | acao=otimizou o algoritmo | valor=6106
linha=4225 | nome=Helena | acao=analisou os resultados | valor=6408
linha=4226 | nome=Otavio | acao=participou da aula | valor=4208
linha=4227 | nome=Carlos | acao=estudou computacao | valor=1544
linha=4228 | nome=Igor | acao=fez um experimento | valor=3918
linha=4229 | nome=Natalia | acao=participou da aula | valor=5159
linha=4230 | nome=Paulo | acao=executou o benchmark | valor=5076
linha=4231 | nome=Eduarda | acao=executou o benchmark | valor=1264
linha=4232 | nome=Paulo | acao=analisou os resultados | valor=9672
linha=4233 | nome=Joao | acao=fez um experimento | valor=4333
linha=4234 | nome=Sofia | acao=estudou computacao | valor=7546
linha=4235 | nome=Tiago | acao=analisou os resultados | valor=7162
linha=4236 | nome=Gabriela | acao=estudou computacao | valor=6231
linha=4237 | nome=Joao | acao=fez um experimento | valor=5443
linha=4238 | nome=Karen | acao=analisou os resultados | valor=8993
linha=4239 | nome=Karen | acao=estudou computacao | valor=9165
linha=4240 | nome=Bruno | acao=escreveu o relatorio | valor=6125
linha=4241 | nome=Otavio | acao=estudou computacao | valor=9048
linha=4242 | nome=Paulo | acao=participou da aula | valor=2185
linha=4243 | nome=Mariana | acao=comparou as metricas | valor=3913
linha=4244 | nome=Bruno | acao=comparou as metricas | valor=2041
linha=4245 | nome=Karen | acao=otimizou o algoritmo | valor=2885
linha=4246 | nome=Ana | acao=otimizou o algoritmo | valor=8723
linha=4247 | nome=Ana | acao=comparou as metricas | valor=5591
linha=4248 | nome=Otavio | acao=estudou computacao | valor=2947
linha=4249 | nome=Sofia | acao=fez um experimento | valor=3917
linha=4250 | nome=Sofia | acao=comparou as metricas | valor=5614
linha=4251 | nome=Igor | acao=fez um experimento | valor=6637
linha=4252 | nome=Otavio | acao=executou o benchmark | valor=2168
linha=4253 | nome=Lucas | acao=otimizou o algoritmo | valor=5280
linha=4254 | nome=Karen | acao=participou da aula | valor=1029
linha=4255 | nome=Karen | acao=analisou os resultados | valor=5012
linha=4256 | nome=Vitor | acao=otimizou o algoritmo | valor=7262
linha=4257 | nome=Carlos | acao=analisou os resultados | valor=2219
linha=4258 | nome=Natalia | acao=estudou computacao | valor=6117
linha=4259 | nome=Paulo | acao=analisou os resultados | valor=9295
linha=4260 | nome=Karen | acao=estudou computacao | valor=2419
linha=4261 | nome=Gabriela | acao=executou o benchmark | valor=3237
linha=4262 | nome=Gabriela | acao=analisou os resultados | valor=2099
linha=4263 | nome=Vitor | acao=escreveu o relatorio | valor=6913
linha=4264 | nome=Vitor | acao=executou o benchmark | valor=9479
linha=4265 | nome=Helena | acao=analisou os resultados | valor=8616
linha=4266 | nome=Joao | acao=participou da aula | valor=5410
linha=4267 | nome=Tiago | acao=otimizou o algoritmo | valor=7059
linha=4268 | nome=Mariana | acao=fez um experimento | valor=4808
linha=4269 | nome=Mariana | acao=analisou os resultados | valor=3062
linha=4270 | nome=Renata | acao=estudou computacao | valor=5784
linha=4271 | nome=Igor | acao=executou o benchmark | valor=8412
linha=4272 | nome=Daniela | acao=fez um experimento | valor=5723
linha=4273 | nome=Bruno | acao=otimizou o algoritmo | valor=3019
linha=4274 | nome=Eduarda | acao=fez um experimento | valor=8154
linha=4275 | nome=Sofia | acao=analisou os resultados | valor=9957
linha=4276 | nome=Renata | acao=participou da aula | valor=9069
linha=4277 | nome=Felipe | acao=otimizou o algoritmo | valor=5581
linha=4278 | nome=Mariana | acao=analisou os resultados | valor=4956
linha=4279 | nome=Otavio | acao=executou o benchmark | valor=5709
linha=4280 | nome=Bruno | acao=executou o benchmark | valor=6764
linha=4281 | nome=Renata | acao=executou o benchmark | valor=2876
linha=4282 | nome=Otavio | acao=fez um experimento | valor=5801
linha=4283 | nome=Sofia | acao=estudou computacao | valor=1518
linha=4284 | nome=Renata | acao=fez um experimento | valor=2663
linha=4285 | nome=Tiago | acao=analisou os resultados | valor=9199
linha=4286 | nome=Felipe | acao=otimizou o algoritmo | valor=2740
linha=4287 | nome=Otavio | acao=participou da aula | valor=1300
linha=4288 | nome=Karen | acao=executou o benchmark | valor=9220
linha=4289 | nome=Otavio | acao=fez um experimento | valor=8135
linha=4290 | nome=Ana | acao=analisou os resultados | valor=9416
linha=4291 | nome=Mariana | acao=estudou computacao | valor=1028
linha=4292 | nome=Tiago | acao=otimizou o algoritmo | valor=2400
linha=4293 | nome=Lucas | acao=escreveu o relatorio | valor=2573
linha=4294 | nome=Eduarda | acao=analisou os resultados | valor=4529
linha=4295 | nome=Eduarda | acao=fez um experimento | valor=6597
linha=4296 | nome=Ana | acao=executou o benchmark | valor=9140
linha=4297 | nome=Felipe | acao=analisou os resultados | valor=7231
linha=4298 | nome=Sofia | acao=escreveu o relatorio | valor=3413
linha=4299 | nome=Karen | acao=fez um experimento | valor=3970
linha=4300 | nome=Igor | acao=participou da aula | valor=5510
linha=4301 | nome=Otavio | acao=analisou os resultados | valor=9212
linha=4302 | nome=Mariana | acao=otimizou o algoritmo | valor=7607
linha=4303 | nome=Paulo | acao=otimizou o algoritmo | valor=6960
linha=4304 | nome=Daniela | acao=participou da aula | valor=6629
linha=4305 | nome=Sofia | acao=executou o benchmark | valor=7018
linha=4306 | nome=Mariana | acao=executou o benchmark | valor=7470
linha=4307 | nome=Mariana | acao=analisou os resultados | valor=9256
linha=4308 | nome=Gabriela | acao=otimizou o algoritmo | valor=2037
linha=4309 | nome=Vitor | acao=fez um experimento | valor=4139
linha=4310 | nome=Tiago | acao=executou o benchmark | valor=5176
linha=4311 | nome=Lucas | acao=executou o benchmark | valor=9597
linha=4312 | nome=Igor | acao=escreveu o relatorio | valor=4645
linha=4313 | nome=Bruno | acao=comparou as metricas | valor=3564
linha=4314 | nome=Sofia | acao=analisou os resultados | valor=5984
linha=4315 | nome=Carlos | acao=comparou as metricas | valor=8838
linha=4316 | nome=Daniela | acao=comparou as metricas | valor=8531
linha=4317 | nome=Daniela | acao=estudou computacao | valor=1175
linha=4318 | nome=Bruno | acao=participou da aula | valor=9362
linha=4319 | nome=Tiago | acao=fez um experimento | valor=5113
linha=4320 | nome=Sofia | acao=comparou as metricas | valor=4281
linha=4321 | nome=Daniela | acao=fez um experimento | valor=9551
linha=4322 | nome=Lucas | acao=estudou computacao | valor=6958
linha=4323 | nome=Renata | acao=escreveu o relatorio | valor=8906
linha=4324 | nome=Mariana | acao=comparou as metricas | valor=7041
linha=4325 | nome=Sofia | acao=comparou as metricas | valor=8896
linha=4326 | nome=Tiago | acao=fez um experimento | valor=3310
linha=4327 | nome=Lucas | acao=executou o benchmark | valor=1031
linha=4328 | nome=Eduarda | acao=escreveu o relatorio | valor=4305
linha=4329 | nome=Vitor | acao=executou o benchmark | valor=9769
linha=4330 | nome=Otavio | acao=executou o benchmark | valor=8614
linha=4331 | nome=Ana | acao=executou o benchmark | valor=7289
linha=4332 | nome=Karen | acao=analisou os resultados | valor=9025
linha=4333 | nome=Otavio | acao=comparou as metricas | valor=6532
linha=4334 | nome=Gabriela | acao=escreveu o relatorio | valor=1625
linha=4335 | nome=Natalia | acao=estudou computacao | valor=2731
linha=4336 | nome=Bruno | acao=analisou os resultados | valor=5150
linha=4337 | nome=Natalia | acao=estudou computacao | valor=3160
linha=4338 | nome=Otavio | acao=participou da aula | valor=1398
linha=4339 | nome=Gabriela | acao=escreveu o relatorio | valor=2780
linha=4340 | nome=Lucas | acao=analisou os resultados | valor=9239
linha=4341 | nome=Paulo | acao=escreveu o relatorio | valor=9109
linha=4342 | nome=Bruno | acao=escreveu o relatorio | valor=8160
linha=4343 | nome=Vitor | acao=analisou os resultados | valor=3907
linha=4344 | nome=Helena | acao=participou da aula | valor=1371
linha=4345 | nome=Sofia | acao=escreveu o relatorio | valor=4962
linha=4346 | nome=Joao | acao=participou da aula | valor=8305
linha=4347 | nome=Vitor | acao=executou o benchmark | valor=5754
linha=4348 | nome=Mariana | acao=analisou os resultados | valor=3047
linha=4349 | nome=Sofia | acao=estudou computacao | valor=4779
linha=4350 | nome=Renata | acao=fez um experimento | valor=6894
linha=4351 | nome=Carlos | acao=comparou as metricas | valor=1925
linha=4352 | nome=Helena | acao=analisou os resultados | valor=4375
linha=4353 | nome=Otavio | acao=otimizou o algoritmo | valor=3835
linha=4354 | nome=Felipe | acao=escreveu o relatorio | valor=3145
linha=4355 | nome=Paulo | acao=analisou os resultados | valor=4543
linha=4356 | nome=Lucas | acao=fez um experimento | valor=5671
linha=4357 | nome=Paulo | acao=comparou as metricas | valor=7017
linha=4358 | nome=Ana | acao=executou o benchmark | valor=5890
linha=4359 | nome=Eduarda | acao=executou o benchmark | valor=2675
linha=4360 | nome=Gabriela | acao=estudou computacao | valor=1475
linha=4361 | nome=Carlos | acao=otimizou o algoritmo | valor=2881
linha=4362 | nome=Natalia | acao=escreveu o relatorio | valor=4807
linha=4363 | nome=Helena | acao=otimizou o algoritmo | valor=2189
linha=4364 | nome=Paulo | acao=escreveu o relatorio | valor=4087
linha=4365 | nome=Tiago | acao=executou o benchmark | valor=8260
linha=4366 | nome=Otavio | acao=comparou as metricas | valor=3488
linha=4367 | nome=Otavio | acao=otimizou o algoritmo | valor=5026
linha=4368 | nome=Mariana | acao=fez um experimento | valor=7801
linha=4369 | nome=Ana | acao=fez um experimento | valor=3795
linha=4370 | nome=Ana | acao=otimizou o algoritmo | valor=8541
linha=4371 | nome=Lucas | acao=fez um experimento | valor=1270
linha=4372 | nome=Igor | acao=estudou computacao | valor=2684
linha=4373 | nome=Renata | acao=escreveu o relatorio | valor=2078
linha=4374 | nome=Mariana | acao=estudou computacao | valor=2309
linha=4375 | nome=Karen | acao=analisou os resultados | valor=3536
linha=4376 | nome=Paulo | acao=fez um experimento | valor=6609
linha=4377 | nome=Eduarda | acao=comparou as metricas | valor=9498
linha=4378 | nome=Joao | acao=escreveu o relatorio | valor=7273
