linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=4124 | nome=Natalia | acao=comparou as metricas | valor=4672
linha=4125 | nome=Carlos | acao=estudou computacao | valor=1307
linha=4126 | nome=Daniela | acao=fez um experimento | valor=5543
linha=4127 | nome=Helena | acao=analisou os resultados | valor=5364
linha=4128 | nome=Vitor | acao=estudou computacao | valor=7890
linha=4129 | nome=Eduarda | acao=estudou computacao | valor=5448
linha=4130 | nome=Ana | acao=analisou os resultados | valor=1277
linha=4131 | nome=Carlos | acao=estudou computacao | valor=2065
linha=4132 | nome=Mariana | acao=otimizou o algoritmo | valor=4837
linha=4133 | nome=Lucas | acao=escreveu o relatorio | valor=5762
linha=4134 | nome=Carlos | acao=executou o benchmark | valor=9640
linha=4135 | nome=Joao | acao=comparou as metricas | valor=4549
linha=4136 | nome=Bruno | acao=executou o benchmark | valor=1535
linha=4137 | nome=Otavio | acao=participou da aula | valor=7771
linha=4138 | nome=Lucas | acao=otimizou o algoritmo | valor=3787
linha=4139 | nome=Lucas | acao=otimizou o algoritmo | valor=2215
linha=4140 | nome=Gabriela | acao=executou o benchmark | valor=9995
linha=4141 | nome=Tiago | acao=participou da aula | valor=1706
linha=4142 | nome=Helena | acao=estudou computacao | valor=7406
linha=4143 | nome=Tiago | acao=escreveu o relatorio | valor=9502
linha=4144 | nome=Helena | acao=fez um experimento | valor=1852
linha=4145 | nome=Mariana | acao=comparou as metricas | valor=5520
linha=4146 | nome=Natalia | acao=executou o benchmark | valor=7002
linha=4147 | nome=Mariana | acao=fez um experimento | valor=9143
linha=4148 | nome=Paulo | acao=escreveu o relatorio | valor=9918
linha=4149 | nome=Carlos | acao=fez um experimento | valor=3156
linha=4150 | nome=Helena | acao=otimizou o algoritmo | valor=8247
linha=4151 | nome=Mariana | acao=comparou as metricas | valor=6255
linha=4152 | nome=Ana | acao=escreveu o relatorio | valor=5613
linha=4153 | nome=Mariana | acao=participou da aula | valor=5933
linha=4154 | nome=Joao | acao=fez um experimento | valor=6658
linha=4155 | nome=Natalia | acao=executou o benchmark | valor=5012
linha=4156 | nome=Felipe | acao=escreveu o relatorio | valor=9841
linha=4157 | nome=Mariana | acao=comparou as metricas | valor=8099
linha=4158 | nome=Gabriela | acao=estudou computacao | valor=7423
linha=4159 | nome=Daniela | acao=analisou os resultados | valor=7328
linha=4160 | nome=Daniela | acao=participou da aula | valor=5671
linha=4161 | nome=Mariana | acao=participou da aula | valor=5240
linha=4162 | nome=Felipe | acao=otimizou o algoritmo | valor=3341
linha=4163 | nome=Otavio | acao=executou o benchmark | valor=3214
linha=4164 | nome=Karen | acao=otimizou o algoritmo | valor=8920
linha=4165 | nome=Tiago | acao=otimizou o algoritmo | valor=7208
linha=4166 | nome=Joao | acao=analisou os resultados | valor=4096
linha=4167 | nome=Sofia | acao=participou da aula | valor=6889
linha=4168 | nome=Helena | acao=escreveu o relatorio | valor=2501
linha=4169 | nome=Bruno | acao=executou o benchmark | valor=3126
linha=4170 | nome=Lucas | acao=fez um experimento | valor=4550
linha=4171 | nome=Natalia | acao=estudou computacao | valor=5616
linha=4172 | nome=Helena | acao=participou da aula | valor=4518
linha=4173 | nome=Mariana | acao=participou da aula | valor=1709
linha=4174 | nome=Daniela | acao=estudou computacao | valor=2198
linha=4175 | nome=Bruno | acao=executou o benchmark | valor=8744
linha=4176 | nome=Tiago | acao=otimizou o algoritmo | valor=6467
linha=4177 | nome=Renata | acao=participou da aula | valor=5628
linha=4178 | nome=Paulo | acao=executou o benchmark | valor=4390
linha=4179 | nome=Igor | acao=otimizou o algoritmo | valor=8838
linha=4180 | nome=Joao | acao=participou da aula | valor=3963
linha=4181 | nome=Otavio | acao=executou o benchmark | valor=1150
linha=4182 | nome=Felipe | acao=participou da aula | valor=4159
linha=4183 | nome=Daniela | acao=analisou os resultados | valor=2830
linha=4184 | nome=Renata | acao=fez um experimento | valor=4329
linha=4185 | nome=Helena | acao=comparou as metricas | valor=8059
linha=4186 | nome=Renata | acao=executou o benchmark | valor=6476
linha=4187 | nome=Vitor | acao=otimizou o algoritmo | valor=5370
linha=4188 | nome=Renata | acao=analisou os resultados | valor=1685
linha=4189 | nome=Karen | acao=analisou os resultados | valor=1222
linha=4190 | nome=Ana | acao=participou da aula | valor=3161
linha=4191 | nome=Otavio | acao=executou o benchmark | valor=1258
linha=4192 | nome=Renata | acao=escreveu o relatorio | valor=1103
linha=4193 | nome=Bruno | acao=comparou as metricas | valor=2907
linha=4194 | nome=Paulo | acao=analisou os resultados | valor=7279
linha=4195 | nome=Joao | acao=comparou as metricas | valor=6428
linha=4196 | nome=Mariana | acao=executou o benchmark | valor=7767
linha=4197 | nome=Karen | acao=otimizou o algoritmo | valor=2024
linha=4198 | nome=Tiago | acao=analisou os resultados | valor=4686
linha=4199 | nome=Gabriela | acao=analisou os resultados | valor=1477
linha=4200 | nome=Renata | acao=estudou computacao | valor=3003
linha=4201 | nome=Natalia | acao=analisou os resultados | valor=8556
linha=4202 | nome=Paulo | acao=analisou os resultados | valor=7733
linha=4203 | nome=Renata | acao=participou da aula | valor=2188
linha=4204 | nome=Lucas | acao=fez um experimento | valor=4521
linha=4205 | nome=Natalia | acao=executou o benchmark | valor=6750
linha=4206 | nome=Natalia | acao=otimizou o algoritmo | valor=3412
linha=4207 | nome=Otavio | acao=escreveu o relatorio | valor=6062
linha=4208 | nome=Felipe | acao=participou da aula | valor=1531
linha=4209 | nome=Daniela | acao=escreveu o relatorio | valor=9657
linha=4210 | nome=Sofia | acao=comparou as metricas | valor=4357
linha=4211 | nome=Otavio | acao=estudou computacao | valor=2508
linha=4212 | nome=Sofia | acao=escreveu o relatorio | valor=7724
linha=4213 | nome=Igor | acao=participou da aula | valor=9755
linha=4214 | nome=Paulo | acao=participou da aula | valor=9650
linha=4215 | nome=Felipe | acao=comparou as metricas | valor=3807
linha=4216 | nome=Otavio | acao=fez um experimento | valor=8424
linha=4217 | nome=Daniela | acao=executou o benchmark | valor=1334
linha=4218 | nome=Ana | acao=executou o benchmark | valor=5646
linha=4219 | nome=Igor | acao=otimizou o algoritmo | valor=8656
linha=4220 | nome=Gabriela | acao=analisou os resultados | valor=7004
linha=4221 | nome=Gabriela | acao=analisou os resultados | valor=1972
linha=4222 | nome=Paulo | acao=executou o benchmark | valor=5429
linha=4223 | nome=Renata | acao=fez um experimento | valor=8385
linha=4224 | nome=Lucas | acao=fez um experimento | valor=5458
linha=4225 | nome=Natalia | acao=comparou as metricas | valor=8000
linha=4226 | nome=Gabriela | acao=analisou os resultados | valor=1594
linha=4227 | nome=Igor | acao=participou da aula | valor=9645
linha=4228 | nome=Carlos | acao=fez um experimento | valor=2064
linha=4229 | nome=Daniela | acao=executou o benchmark | valor=8433
linha=4230 | nome=Igor | acao=fez um experimento | valor=4717
linha=4231 | nome=Felipe | acao=comparou as metricas | valor=3994
linha=4232 | nome=Bruno | acao=participou da aula | valor=7350
linha=4233 | nome=Carlos | acao=executou o benchmark | valor=4328
linha=4234 | nome=Bruno | acao=comparou as metricas | valor=6071
linha=4235 | nome=Bruno | acao=executou o benchmark | valor=3384
linha=4236 | nome=Mariana | acao=fez um experimento | valor=2066
linha=4237 | nome=Helena | acao=escreveu o relatorio | valor=7145
linha=4238 | nome=Daniela | acao=analisou os resultados | valor=4356
linha=4239 | nome=Gabriela | acao=participou da aula | valor=2442
linha=4240 | nome=Eduarda | acao=analisou os resultados | valor=2634
linha=4241 | nome=Carlos | acao=estudou computacao | valor=5151
linha=4242 | nome=Natalia | acao=executou o benchmark | valor=4363
linha=4243 | nome=Paulo | acao=fez um experimento | valor=1538
linha=4244 | nome=Mariana | acao=participou da aula | valor=4125
linha=4245 | nome=Paulo | acao=participou da aula | valor=4800
linha=4246 | nome=Joao | acao=executou o benchmark | valor=5132
linha=4247 | nome=Bruno | acao=executou o benchmark | valor=5458
linha=4248 | nome=Bruno | acao=escreveu o relatorio | valor=2110
linha=4249 | nome=Mariana | acao=participou da aula | valor=4131
linha=4250 | nome=Carlos | acao=comparou as metricas | valor=6423
linha=4251 | nome=Daniela | acao=estudou computacao | valor=8075
linha=4252 | nome=Vitor | acao=escreveu o relatorio | valor=1080
linha=4253 | nome=Sofia | acao=executou o benchmark | valor=7202
linha=4254 | nome=Tiago | acao=otimizou o algoritmo | valor=1811
linha=4255 | nome=Eduarda | acao=comparou as metricas | valor=2106
linha=4256 | nome=Karen | acao=otimizou o algoritmo | valor=1571
linha=4257 | nome=Gabriela | acao=comparou as metricas | valor=3488
linha=4258 | nome=Mariana | acao=estudou computacao | valor=6512
linha=4259 | nome=Ana | acao=otimizou o algoritmo | valor=2378
linha=4260 | nome=Otavio | acao=analisou os resultados | valor=8573
linha=4261 | nome=Joao | acao=comparou as metricas | valor=5281
linha=4262 | nome=Bruno | acao=fez um experimento | valor=9939
linha=4263 | nome=Helena | acao=executou o benchmark | valor=5887
linha=4264 | nome=Helena | acao=escreveu o relatorio | valor=1306
linha=4265 | nome=Natalia | acao=fez um experimento | valor=6449
linha=4266 | nome=Igor | acao=analisou os resultados | valor=3433
linha=4267 | nome=Mariana | acao=escreveu o relatorio | valor=3571
linha=4268 | nome=Gabriela | acao=comparou as metricas | valor=9222
linha=4269 | nome=Bruno | acao=participou da aula | valor=9705
linha=4270 | nome=Sofia | acao=fez um experimento | valor=8632
linha=4271 | nome=Otavio | acao=fez um experimento | valor=4640
linha=4272 | nome=Vitor | acao=participou da aula | valor=8039
linha=4273 | nome=Renata | acao=analisou os resultados | valor=3877
linha=4274 | nome=Sofia | acao=executou o benchmark | valor=1761
linha=4275 | nome=Bruno | acao=participou da aula | valor=5638
linha=4276 | nome=Igor | acao=estudou computacao | valor=5152
linha=4277 | nome=Daniela | acao=comparou as metricas | valor=4669
linha=4278 | nome=Renata | acao=participou da aula | valor=7547
linha=4279 | nome=Sofia | acao=escreveu o relatorio | valor=5131
linha=4280 | nome=Vitor | acao=comparou as metricas | valor=8713
linha=4281 | nome=Bruno | acao=executou o benchmark | valor=9302
linha=4282 | nome=Natalia | acao=estudou computacao | valor=4457
linha=4283 | nome=Mariana | acao=executou o benchmark | valor=7291
linha=4284 | nome=Renata | acao=executou o benchmark | valor=3045
linha=4285 | nome=Joao | acao=estudou computacao | valor=5408
linha=4286 | nome=Bruno | acao=escreveu o relatorio | valor=9518
linha=4287 | nome=Natalia | acao=participou da aula | valor=4435
linha=4288 | nome=Lucas | acao=fez um experimento | valor=9067
linha=4289 | nome=Paulo | acao=estudou computacao | valor=9257
linha=4290 | nome=Helena | acao=comparou as metricas | valor=2715
linha=4291 | nome=Helena | acao=executou o benchmark | valor=1489
linha=4292 | nome=Igor | acao=otimizou o algoritmo | valor=1323
linha=4293 | nome=Paulo | acao=fez um experimento | valor=9722
linha=4294 | nome=Otavio | acao=participou da aula | valor=2752
linha=4295 | nome=Joao | acao=analisou os resultados | valor=2406
linha=4296 | nome=Karen | acao=fez um experimento | valor=1042
linha=4297 | nome=Daniela | acao=fez um experimento | valor=8542
linha=4298 | nome=Natalia | acao=analisou os resultados | valor=6349
linha=4299 | nome=Natalia | acao=estudou computacao | valor=9490
linha=4300 | nome=Otavio | acao=analisou os resultados | valor=5530
linha=4301 | nome=Helena | acao=analisou os resultados | valor=9690
linha=4302 | nome=Eduarda | acao=escreveu o relatorio | valor=4969
linha=4303 | nome=Felipe | acao=otimizou o algoritmo | valor=8456
linha=4304 | nome=Carlos | acao=analisou os resultados | valor=3731
linha=4305 | nome=Ana | acao=fez um experimento | valor=4685
linha=4306 | nome=Ana | acao=otimizou o algoritmo | valor=8280
linha=4307 | nome=Natalia | acao=analisou os resultados | valor=5442
linha=4308 | nome=Vitor | acao=participou da aula | valor=2172
linha=4309 | nome=Bruno | acao=otimizou o algoritmo | valor=2601
linha=4310 | nome=Sofia | acao=fez um experimento | valor=8340
linha=4311 | nome=Paulo | acao=executou o benchmark | valor=1679
linha=4312 | nome=Ana | acao=analisou os resultados | valor=4354
linha=4313 | nome=Karen | acao=executou o benchmark | valor=2874
linha=4314 | nome=Sofia | acao=otimizou o algoritmo | valor=5766
linha=4315 | nome=Daniela | acao=estudou computacao | valor=8695
linha=4316 | nome=Joao | acao=comparou as metricas | valor=4156
linha=4317 | nome=Felipe | acao=comparou as metricas | valor=6891
linha=4318 | nome=Ana | acao=comparou as metricas | valor=6417
linha=4319 | nome=Renata | acao=analisou os resultados | valor=5784
linha=4320 | nome=Otavio | acao=estudou computacao | valor=1800
linha=4321 | nome=Felipe | acao=analisou os resultados | valor=2953
linha=4322 | nome=Eduarda | acao=comparou as metricas | valor=7108
linha=4323 | nome=Vitor | acao=escreveu o relatorio | valor=8617
linha=4324 | nome=Joao | acao=participou da aula | valor=9765
linha=4325 | nome=Otavio | acao=estudou computacao | valor=9824
linha=4326 | nome=Otavio | acao=analisou os resultados | valor=2889
linha=4327 | nome=Gabriela | acao=comparou as metricas | valor=1476
linha=4328 | nome=Daniela | acao=comparou as metricas | valor=7182
linha=4329 | nome=Igor | acao=participou da aula | valor=1586
linha=4330 | nome=Sofia | acao=estudou computacao | valor=7806
linha=4331 | nome=Tiago | acao=fez um experimento | valor=8201
linha=4332 | nome=Daniela | acao=otimizou o algoritmo | valor=2239
linha=4333 | nome=Lucas | acao=escreveu o relatorio | valor=1662
linha=4334 | nome=Paulo | acao=participou da aula | valor=5392
linha=4335 | nome=Joao | acao=executou o benchmark | valor=1918
linha=4336 | nome=Mariana | acao=comparou as metricas | valor=5415
linha=4337 | nome=Mariana | acao=comparou as metricas | valor=7222
linha=4338 | nome=Vitor | acao=comparou as metricas | valor=9183
linha=4339 | nome=Daniela | acao=comparou as metricas | valor=5148
linha=4340 | nome=Bruno | acao=analisou os resultados | valor=4826
linha=4341 | nome=Gabriela | acao=otimizou o algoritmo | valor=3858
linha=4342 | nome=Helena | acao=comparou as metricas | valor=5922
linha=4343 | nome=Joao | acao=escreveu o relatorio | valor=8684
linha=4344 | nome=Lucas | acao=comparou as metricas | valor=1257
linha=4345 | nome=Helena | acao=participou da aula | valor=4569
linha=4346 | nome=Daniela | acao=estudou computacao | valor=6031
linha=4347 | nome=Igor | acao=comparou as metricas | valor=9375
linha=4348 | nome=Igor | acao=escreveu o relatorio | valor=6736
linha=4349 | nome=Vitor | acao=otimizou o algoritmo | valor=7806
linha=4350 | nome=Gabriela | acao=executou o benchmark | valor=8822
linha=4351 | nome=Mariana | acao=otimizou o algoritmo | valor=4019
linha=4352 | nome=Daniela | acao=analisou os resultados | valor=8652
linha=4353 | nome=Gabriela | acao=comparou as metricas | valor=8840
linha=4354 | nome=Joao | acao=comparou as metricas | valor=5890
linha=4355 | nome=Renata | acao=fez um experimento | valor=6538
linha=4356 | nome=Joao | acao=participou da aula | valor=9263
linha=4357 | nome=Vitor | acao=participou da aula | valor=9930
linha=4358 | nome=Gabriela | acao=executou o benchmark | valor=2109
linha=4359 | nome=Carlos | acao=estudou computacao | valor=9773
linha=4360 | nome=Otavio | acao=participou da aula | valor=1161
linha=4361 | nome=Natalia | acao=analisou os resultados | valor=3754
linha=4362 | nome=Paulo | acao=estudou computacao | valor=8311
linha=4363 | nome=Ana | acao=comparou as metricas | valor=4391
linha=4364 | nome=Ana | acao=comparou as metricas | valor=2268
linha=4365 | nome=Daniela | acao=estudou computacao | valor=4774
linha=4366 | nome=Ana | acao=estudou computacao | valor=9130
linha=4367 | nome=Otavio | acao=participou da aula | valor=4037
linha=4368 | nome=Tiago | acao=comparou as metricas | valor=5699
linha=4369 | nome=Ana | acao=analisou os resultados | valor=4336
linha=4370 | nome=Paulo | acao=otimizou o algoritmo | valor=4973
linha=4371 | nome=Helena | acao=executou o benchmark | valor=8793
linha=4372 | nome=Renata | acao=comparou as metricas | valor=3568
linha=4373 | nome=Igor | acao=executou o benchmark | valor=9243
linha=4374 | nome=Lucas | acao=comparou as metricas | valor=6716
linha=4375 | nome=Helena | acao=estudou computacao | valor=1582
linha=4376 | nome=Igor | acao=estudou computacao | valor=5393
linha=4377 | nome=Gabriela | acao=comparou as metricas | valor=2590
