linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=4606 | nome=Natalia | acao=otimizou o algoritmo | valor=2449
linha=4607 | nome=Gabriela | acao=estudou computacao | valor=9673
linha=4608 | nome=Lucas | acao=analisou os resultados | valor=8957
linha=4609 | nome=Igor | acao=escreveu o relatorio | valor=4849
linha=4610 | nome=Renata | acao=executou o benchmark | valor=5991
linha=4611 | nome=Mariana | acao=comparou as metricas | valor=2290
linha=4612 | nome=Daniela | acao=analisou os resultados | valor=2563
linha=4613 | nome=Karen | acao=estudou computacao | valor=2836
linha=4614 | nome=Sofia | acao=executou o benchmark | valor=6608
linha=4615 | nome=Gabriela | acao=participou da aula | valor=5153
linha=4616 | nome=Tiago | acao=otimizou o algoritmo | valor=7118
linha=4617 | nome=Felipe | acao=estudou computacao | valor=5965
linha=4618 | nome=Carlos | acao=estudou computacao | valor=4169
linha=4619 | nome=Renata | acao=fez um experimento | valor=1436
linha=4620 | nome=Ana | acao=escreveu o relatorio | valor=9318
linha=4621 | nome=Daniela | acao=fez um experimento | valor=1919
linha=4622 | nome=Mariana | acao=participou da aula | valor=6023
linha=4623 | nome=Otavio | acao=fez um experimento | valor=4496
linha=4624 | nome=Joao | acao=estudou computacao | valor=4122
linha=4625 | nome=Natalia | acao=otimizou o algoritmo | valor=6038
linha=4626 | nome=Daniela | acao=comparou as metricas | valor=9301
linha=4627 | nome=Carlos | acao=escreveu o relatorio | valor=7702
linha=4628 | nome=Ana | acao=participou da aula | valor=4889
linha=4629 | nome=Helena | acao=estudou computacao | valor=6765
linha=4630 | nome=Vitor | acao=fez um experimento | valor=8321
linha=4631 | nome=Vitor | acao=estudou computacao | valor=2515
linha=4632 | nome=Eduarda | acao=fez um experimento | valor=9419
linha=4633 | nome=Paulo | acao=otimizou o algoritmo | valor=3376
linha=4634 | nome=Daniela | acao=escreveu o relatorio | valor=5400
linha=4635 | nome=Otavio | acao=escreveu o relatorio | valor=7764
linha=4636 | nome=Mariana | acao=estudou computacao | valor=9653
linha=4637 | nome=Lucas | acao=executou o benchmark | valor=1816
linha=4638 | nome=Helena | acao=analisou os resultados | valor=2832
linha=4639 | nome=Helena | acao=executou o benchmark | valor=5197
linha=4640 | nome=Felipe | acao=escreveu o relatorio | valor=4538
linha=4641 | nome=Vitor | acao=analisou os resultados | valor=8129
linha=4642 | nome=Sofia | acao=comparou as metricas | valor=9877
linha=4643 | nome=Eduarda | acao=participou da aula | valor=6388
linha=4644 | nome=Renata | acao=executou o benchmark | valor=2854
linha=4645 | nome=Lucas | acao=fez um experimento | valor=2472
linha=4646 | nome=Ana | acao=comparou as metricas | valor=8700
linha=4647 | nome=Paulo | acao=executou o benchmark | valor=5047
linha=4648 | nome=Daniela | acao=executou o benchmark | valor=6532
linha=4649 | nome=Vitor | acao=participou da aula | valor=4926
linha=4650 | nome=Mariana | acao=estudou computacao | valor=5388
linha=4651 | nome=Sofia | acao=estudou computacao | valor=2214
linha=4652 | nome=Renata | acao=estudou computacao | valor=6960
linha=4653 | nome=Joao | acao=analisou os resultados | valor=7691
linha=4654 | nome=Gabriela | acao=participou da aula | valor=9323
linha=4655 | nome=Lucas | acao=estudou computacao | valor=3493
linha=4656 | nome=Renata | acao=estudou computacao | valor=3399
linha=4657 | nome=Felipe | acao=escreveu o relatorio | valor=7897
linha=4658 | nome=Mariana | acao=executou o benchmark | valor=8990
linha=4659 | nome=Ana | acao=otimizou o algoritmo | valor=4346
linha=4660 | nome=Vitor | acao=escreveu o relatorio | valor=2035
linha=4661 | nome=Eduarda | acao=executou o benchmark | valor=3687
linha=4662 | nome=Tiago | acao=estudou computacao | valor=3504
linha=4663 | nome=Mariana | acao=estudou computacao | valor=1391
linha=4664 | nome=Natalia | acao=executou o benchmark | valor=7171
linha=4665 | nome=Bruno | acao=comparou as metricas | valor=6614
linha=4666 | nome=Daniela | acao=analisou os resultados | valor=1548
linha=4667 | nome=Otavio | acao=otimizou o algoritmo | valor=2221
linha=4668 | nome=Tiago | acao=estudou computacao | valor=6928
linha=4669 | nome=Gabriela | acao=escreveu o relatorio | valor=7522
linha=4670 | nome=Helena | acao=otimizou o algoritmo | valor=4191
linha=4671 | nome=Felipe | acao=participou da aula | valor=5269
linha=4672 | nome=Gabriela | acao=comparou as metricas | valor=2091
linha=4673 | nome=Paulo | acao=estudou computacao | valor=3120
linha=4674 | nome=Otavio | acao=comparou as metricas | valor=4725
linha=4675 | nome=Karen | acao=fez um experimento | valor=7660
linha=4676 | nome=Vitor | acao=participou da aula | valor=4434
linha=4677 | nome=Lucas | acao=comparou as metricas | valor=8177
linha=4678 | nome=Tiago | acao=fez um experimento | valor=6500
linha=4679 | nome=Bruno | acao=analisou os resultados | valor=6074
linha=4680 | nome=Natalia | acao=analisou os resultados | valor=3715
linha=4681 | nome=Paulo | acao=executou o benchmark | valor=4680
linha=4682 | nome=Lucas | acao=escreveu o relatorio | valor=6886
linha=4683 | nome=Ana | acao=comparou as metricas | valor=7502
linha=4684 | nome=Igor | acao=escreveu o relatorio | valor=6760
linha=4685 | nome=Paulo | acao=fez um experimento | valor=2982
linha=4686 | nome=Igor | acao=escreveu o relatorio | valor=8777
linha=4687 | nome=Vitor | acao=comparou as metricas | valor=5426
linha=4688 | nome=Karen | acao=otimizou o algoritmo | valor=6121
linha=4689 | nome=Ana | acao=analisou os resultados | valor=7342
linha=4690 | nome=Gabriela | acao=escreveu o relatorio | valor=7857
linha=4691 | nome=Joao | acao=escreveu o relatorio | valor=8958
linha=4692 | nome=Helena | acao=otimizou o algoritmo | valor=4872
linha=4693 | nome=Tiago | acao=analisou os resultados | valor=2607
linha=4694 | nome=Renata | acao=participou da aula | valor=9134
linha=4695 | nome=Carlos | acao=executou o benchmark | valor=3315
linha=4696 | nome=Natalia | acao=analisou os resultados | valor=7318
linha=4697 | nome=Natalia | acao=analisou os resultados | valor=8910
linha=4698 | nome=Otavio | acao=analisou os resultados | valor=4553
linha=4699 | nome=Karen | acao=fez um experimento | valor=1662
linha=4700 | nome=Sofia | acao=escreveu o relatorio | valor=9819
linha=4701 | nome=Paulo | acao=comparou as metricas | valor=2765
linha=4702 | nome=Eduarda | acao=participou da aula | valor=7472
linha=4703 | nome=Mariana | acao=participou da aula | valor=4007
linha=4704 | nome=Mariana | acao=otimizou o algoritmo | valor=6580
linha=4705 | nome=Felipe | acao=executou o benchmark | valor=6736
linha=4706 | nome=Vitor | acao=otimizou o algoritmo | valor=5378
linha=4707 | nome=Felipe | acao=analisou os resultados | valor=7205
linha=4708 | nome=Paulo | acao=otimizou o algoritmo | valor=9070
linha=4709 | nome=Renata | acao=executou o benchmark | valor=2606
linha=4710 | nome=Karen | acao=escreveu o relatorio | valor=4227
linha=4711 | nome=Daniela | acao=estudou computacao | valor=5350
linha=4712 | nome=Bruno | acao=analisou os resultados | valor=4304
linha=4713 | nome=Natalia | acao=escreveu o relatorio | valor=1655
linha=4714 | nome=Natalia | acao=comparou as metricas | valor=4474
linha=4715 | nome=Helena | acao=estudou computacao | valor=2323
linha=4716 | nome=Mariana | acao=estudou computacao | valor=5775
linha=4717 | nome=Renata | acao=comparou as metricas | valor=3328
linha=4718 | nome=Tiago | acao=otimizou o algoritmo | valor=9677
linha=4719 | nome=Otavio | acao=participou da aula | valor=1417
linha=4720 | nome=Gabriela | acao=comparou as metricas | valor=8913
linha=4721 | nome=Helena | acao=fez um experimento | valor=2074
linha=4722 | nome=Daniela | acao=estudou computacao | valor=4299
linha=4723 | nome=Lucas | acao=escreveu o relatorio | valor=5870
linha=4724 | nome=Tiago | acao=comparou as metricas | valor=1283
linha=4725 | nome=Gabriela | acao=fez um experimento | valor=8829
linha=4726 | nome=Bruno | acao=comparou as metricas | valor=2668
linha=4727 | nome=Natalia | acao=executou o benchmark | valor=2046
linha=4728 | nome=Tiago | acao=executou o benchmark | valor=4528
linha=4729 | nome=Joao | acao=escreveu o relatorio | valor=2265
linha=4730 | nome=Joao | acao=escreveu o relatorio | valor=7889
linha=4731 | nome=Igor | acao=executou o benchmark | valor=9166
linha=4732 | nome=Mariana | acao=participou da aula | valor=5081
linha=4733 | nome=Paulo | acao=executou o benchmark | valor=6117
linha=4734 | nome=Vitor | acao=participou da aula | valor=2515
linha=4735 | nome=Natalia | acao=comparou as metricas | valor=2751
linha=4736 | nome=Vitor | acao=escreveu o relatorio | valor=8986
linha=4737 | nome=Igor | acao=otimizou o algoritmo | valor=2690
linha=4738 | nome=Helena | acao=comparou as metricas | valor=9765
linha=4739 | nome=Otavio | acao=fez um experimento | valor=1264
linha=4740 | nome=Gabriela | acao=executou o benchmark | valor=7625
linha=4741 | nome=Ana | acao=estudou computacao | valor=7360
linha=4742 | nome=Felipe | acao=participou da aula | valor=6583
linha=4743 | nome=Renata | acao=participou da aula | valor=3728
linha=4744 | nome=Mariana | acao=estudou computacao | valor=9232
linha=4745 | nome=Otavio | acao=analisou os resultados | valor=8985
linha=4746 | nome=Ana | acao=analisou os resultados | valor=6253
linha=4747 | nome=Igor | acao=comparou as metricas | valor=4469
linha=4748 | nome=Bruno | acao=participou da aula | valor=3226
linha=4749 | nome=Sofia | acao=participou da aula | valor=9816
linha=4750 | nome=Carlos | acao=escreveu o relatorio | valor=3839
linha=4751 | nome=Carlos | acao=comparou as metricas | valor=2454
linha=4752 | nome=Carlos | acao=otimizou o algoritmo | valor=5466
linha=4753 | nome=Otavio | acao=fez um experimento | valor=2781
linha=4754 | nome=Mariana | acao=analisou os resultados | valor=5275
linha=4755 | nome=Paulo | acao=fez um experimento | valor=2346
linha=4756 | nome=Paulo | acao=otimizou o algoritmo | valor=5768
linha=4757 | nome=Karen | acao=analisou os resultados | valor=1896
linha=4758 | nome=Natalia | acao=analisou os resultados | valor=9101
linha=4759 | nome=Igor | acao=estudou computacao | valor=1931
linha=4760 | nome=Carlos | acao=estudou computacao | valor=4646
linha=4761 | nome=Daniela | acao=executou o benchmark | valor=4527
linha=4762 | nome=Mariana | acao=comparou as metricas | valor=1127
linha=4763 | nome=Mariana | acao=fez um experimento | valor=1482
linha=4764 | nome=Igor | acao=participou da aula | valor=6007
linha=4765 | nome=Carlos | acao=analisou os resultados | valor=1093
linha=4766 | nome=Paulo | acao=fez um experimento | valor=6580
linha=4767 | nome=Carlos | acao=escreveu o relatorio | valor=2991
linha=4768 | nome=Vitor | acao=analisou os resultados | valor=6144
linha=4769 | nome=Renata | acao=analisou os resultados | valor=4048
linha=4770 | nome=Felipe | acao=comparou as metricas | valor=2375
linha=4771 | nome=Igor | acao=fez um experimento | valor=1740
linha=4772 | nome=Helena | acao=analisou os resultados | valor=3975
linha=4773 | nome=Paulo | acao=fez um experimento | valor=4407
linha=4774 | nome=Igor | acao=fez um experimento | valor=2409
linha=4775 | nome=Bruno | acao=fez um experimento | valor=5207
linha=4776 | nome=Otavio | acao=estudou computacao | valor=3873
linha=4777 | nome=Joao | acao=comparou as metricas | valor=2823
linha=4778 | nome=Helena | acao=comparou as metricas | valor=4793
linha=4779 | nome=Carlos | acao=executou o benchmark | valor=8923
linha=4780 | nome=Helena | acao=escreveu o relatorio | valor=3072
linha=4781 | nome=Mariana | acao=escreveu o relatorio | valor=5000
linha=4782 | nome=Mariana | acao=comparou as metricas | valor=3112
linha=4783 | nome=Vitor | acao=analisou os resultados | valor=9351
linha=4784 | nome=Mariana | acao=otimizou o algoritmo | valor=4207
linha=4785 | nome=Helena | acao=otimizou o algoritmo | valor=1739
linha=4786 | nome=Paulo | acao=comparou as metricas | valor=1853
linha=4787 | nome=Natalia | acao=otimizou o algoritmo | valor=5735
linha=4788 | nome=Carlos | acao=estudou computacao | valor=4557
linha=4789 | nome=Sofia | acao=otimizou o algoritmo | valor=8912
linha=4790 | nome=Eduarda | acao=comparou as metricas | valor=5421
linha=4791 | nome=Mariana | acao=comparou as metricas | valor=4518
linha=4792 | nome=Carlos | acao=executou o benchmark | valor=7147
linha=4793 | nome=Paulo | acao=comparou as metricas | valor=8067
linha=4794 | nome=Otavio | acao=executou o benchmark | valor=6204
linha=4795 | nome=Otavio | acao=escreveu o relatorio | valor=6482
linha=4796 | nome=Felipe | acao=comparou as metricas | valor=6967
linha=4797 | nome=Joao | acao=escreveu o relatorio | valor=7165
linha=4798 | nome=Lucas | acao=participou da aula | valor=9120
linha=4799 | nome=Tiago | acao=participou da aula | valor=4087
linha=4800 | nome=Igor | acao=executou o benchmark | valor=2893
linha=4801 | nome=Daniela | acao=estudou computacao | valor=3709
linha=4802 | nome=Eduarda | acao=estudou computacao | valor=7607
linha=4803 | nome=Gabriela | acao=analisou os resultados | valor=7268
linha=4804 | nome=Ana | acao=participou da aula | valor=5969
linha=4805 | nome=Lucas | acao=otimizou o algoritmo | valor=4090
linha=4806 | nome=Natalia | acao=fez um experimento | valor=4537
linha=4807 | nome=Natalia | acao=otimizou o algoritmo | valor=7109
linha=4808 | nome=Tiago | acao=participou da aula | valor=9609
linha=4809 | nome=Sofia | acao=participou da aula | valor=6835
linha=4810 | nome=Bruno | acao=executou o benchmark | valor=2517
linha=4811 | nome=Helena | acao=otimizou o algoritmo | valor=3984
linha=4812 | nome=Natalia | acao=comparou as metricas | valor=5550
linha=4813 | nome=Felipe | acao=comparou as metricas | valor=9734
linha=4814 | nome=Daniela | acao=otimizou o algoritmo | valor=6706
linha=4815 | nome=Sofia | acao=escreveu o relatorio | valor=8036
linha=4816 | nome=Renata | acao=estudou computacao | valor=9543
linha=4817 | nome=Tiago | acao=participou da aula | valor=1862
linha=4818 | nome=Natalia | acao=estudou computacao | valor=4580
linha=4819 | nome=Helena | acao=estudou computacao | valor=6077
linha=4820 | nome=Helena | acao=comparou as metricas | valor=6393
linha=4821 | nome=Karen | acao=otimizou o algoritmo | valor=4160
linha=4822 | nome=Helena | acao=escreveu o relatorio | valor=6745
linha=4823 | nome=Bruno | acao=estudou computacao | valor=5939
linha=4824 | nome=Joao | acao=analisou os resultados | valor=2991
linha=4825 | nome=Otavio | acao=escreveu o relatorio | valor=8493
linha=4826 | nome=Helena | acao=otimizou o algoritmo | valor=7071
linha=4827 | nome=Felipe | acao=fez um experimento | valor=3081
linha=4828 | nome=Mariana | acao=escreveu o relatorio | valor=3506
linha=4829 | nome=Lucas | acao=participou da aula | valor=9387
linha=4830 | nome=Ana | acao=comparou as metricas | valor=8980
linha=4831 | nome=Ana | acao=comparou as metricas | valor=6682
linha=4832 | nome=Natalia | acao=executou o benchmark | valor=2573
linha=4833 | nome=Sofia | acao=participou da aula | valor=7836
linha=4834 | nome=Joao | acao=analisou os resultados | valor=8409
linha=4835 | nome=Sofia | acao=executou o benchmark | valor=8102
linha=4836 | nome=Helena | acao=comparou as metricas | valor=8096
linha=4837 | nome=Renata | acao=estudou computacao | valor=6737
linha=4838 | nome=Joao | acao=executou o benchmark | valor=6555
linha=4839 | nome=Karen | acao=fez um experimento | valor=1155
linha=4840 | nome=Helena | acao=executou o benchmark | valor=8478
linha=4841 | nome=Felipe | acao=fez um experimento | valor=2760
linha=4842 | nome=Natalia | acao=escreveu o relatorio | valor=7208
linha=4843 | nome=Karen | acao=otimizou o algoritmo | valor=3207
linha=4844 | nome=Joao | acao=escreveu o relatorio | valor=1300
linha=4845 | nome=Helena | acao=estudou computacao | valor=4785
linha=4846 | nome=Karen | acao=comparou as metricas | valor=7050
linha=4847 | nome=Daniela | acao=participou da aula | valor=1386
linha=4848 | nome=Lucas | acao=estudou computacao | valor=3088
linha=4849 | nome=Carlos | acao=participou da aula | valor=9815
linha=4850 | nome=Joao | acao=estudou computacao | valor=3802
linha=4851 | nome=Felipe | acao=comparou as metricas | valor=6641
linha=4852 | nome=Mariana | acao=analisou os resultados | valor=7084
linha=4853 | nome=Karen | acao=otimizou o algoritmo | valor=6058
linha=4854 | nome=Renata | acao=executou o benchmark | valor=3060
linha=4855 | nome=Felipe | acao=analisou os resultados | valor=4598
linha=4856 | nome=Renata | acao=participou da aula | valor=1005
linha=4857 | nome=Ana | acao=escreveu o relatorio | valor=1066
linha=4858 | nome=Lucas | acao=comparou as metricas | valor=8083
linha=4859 | nome=Renata | acao=estudou computacao | valor=8716
