linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=4232 | nome=Gabriela | acao=estudou computacao | valor=8043
linha=4233 | nome=Joao | acao=analisou os resultados | valor=7859
linha=4234 | nome=Igor | acao=escreveu o relatorio | valor=5684
linha=4235 | nome=Gabriela | acao=participou da aula | valor=7282
linha=4236 | nome=Daniela | acao=otimizou o algoritmo | valor=5373
linha=4237 | nome=Mariana | acao=executou o benchmark | valor=2466
linha=4238 | nome=Helena | acao=comparou as metricas | valor=6236
linha=4239 | nome=Eduarda | acao=otimizou o algoritmo | valor=5634
linha=4240 | nome=Lucas | acao=executou o benchmark | valor=2259
linha=4241 | nome=Gabriela | acao=estudou computacao | valor=6418
linha=4242 | nome=Bruno | acao=comparou as metricas | valor=8168
linha=4243 | nome=Mariana | acao=escreveu o relatorio | valor=6462
linha=4244 | nome=Igor | acao=estudou computacao | valor=2874
linha=4245 | nome=Renata | acao=otimizou o algoritmo | valor=4866
linha=4246 | nome=Otavio | acao=escreveu o relatorio | valor=5096
linha=4247 | nome=Eduarda | acao=executou o benchmark | valor=1617
linha=4248 | nome=Otavio | acao=comparou as metricas | valor=9429
linha=4249 | nome=Helena | acao=comparou as metricas | valor=5393
linha=4250 | nome=Felipe | acao=executou o benchmark | valor=8874
linha=4251 | nome=Otavio | acao=participou da aula | valor=3804
linha=4252 | nome=Sofia | acao=analisou os resultados | valor=6640
linha=4253 | nome=Eduarda | acao=participou da aula | valor=1461
linha=4254 | nome=Igor | acao=participou da aula | valor=2614
linha=4255 | nome=Daniela | acao=fez um experimento | valor=2102
linha=4256 | nome=Tiago | acao=estudou computacao | valor=6643
linha=4257 | nome=Mariana | acao=analisou os resultados | valor=8106
linha=4258 | nome=Gabriela | acao=escreveu o relatorio | valor=3971
linha=4259 | nome=Gabriela | acao=executou o benchmark | valor=5261
linha=4260 | nome=Daniela | acao=comparou as metricas | valor=4930
linha=4261 | nome=Mariana | acao=executou o benchmark | valor=8316
linha=4262 | nome=Eduarda | acao=participou da aula | valor=2505
linha=4263 | nome=Lucas | acao=analisou os resultados | valor=7623
linha=4264 | nome=Natalia | acao=escreveu o relatorio | valor=9953
linha=4265 | nome=Bruno | acao=executou o benchmark | valor=7083
linha=4266 | nome=Sofia | acao=fez um experimento | valor=2366
linha=4267 | nome=Felipe | acao=comparou as metricas | valor=8330
linha=4268 | nome=Joao | acao=otimizou o algoritmo | valor=3430
linha=4269 | nome=Joao | acao=comparou as metricas | valor=3657
linha=4270 | nome=Felipe | acao=otimizou o algoritmo | valor=5725
linha=4271 | nome=Eduarda | acao=fez um experimento | valor=8323
linha=4272 | nome=Renata | acao=fez um experimento | valor=4383
linha=4273 | nome=Daniela | acao=participou da aula | valor=8122
linha=4274 | nome=Gabriela | acao=executou o benchmark | valor=1032
linha=4275 | nome=Eduarda | acao=analisou os resultados | valor=3318
linha=4276 | nome=Felipe | acao=analisou os resultados | valor=8427
linha=4277 | nome=Felipe | acao=estudou computacao | valor=6113
linha=4278 | nome=Daniela | acao=executou o benchmark | valor=1911
linha=4279 | nome=Bruno | acao=comparou as metricas | valor=7755
linha=4280 | nome=Tiago | acao=analisou os resultados | valor=5062
linha=4281 | nome=Bruno | acao=fez um experimento | valor=8755
linha=4282 | nome=Sofia | acao=participou da aula | valor=5234
linha=4283 | nome=Felipe | acao=analisou os resultados | valor=1378
linha=4284 | nome=Gabriela | acao=otimizou o algoritmo | valor=2324
linha=4285 | nome=Bruno | acao=executou o benchmark | valor=4283
linha=4286 | nome=Joao | acao=executou o benchmark | valor=5377
linha=4287 | nome=Lucas | acao=estudou computacao | valor=7979
linha=4288 | nome=Joao | acao=estudou computacao | valor=7376
linha=4289 | nome=Daniela | acao=executou o benchmark | valor=9153
linha=4290 | nome=Felipe | acao=analisou os resultados | valor=3492
linha=4291 | nome=Lucas | acao=escreveu o relatorio | valor=7828
linha=4292 | nome=Sofia | acao=executou o benchmark | valor=2877
linha=4293 | nome=Joao | acao=executou o benchmark | valor=2758
linha=4294 | nome=Lucas | acao=otimizou o algoritmo | valor=5485
linha=4295 | nome=Mariana | acao=participou da aula | valor=9248
linha=4296 | nome=Sofia | acao=participou da aula | valor=2105
linha=4297 | nome=Karen | acao=comparou as metricas | valor=6674
linha=4298 | nome=Renata | acao=comparou as metricas | valor=4486
linha=4299 | nome=Felipe | acao=escreveu o relatorio | valor=5157
linha=4300 | nome=Tiago | acao=executou o benchmark | valor=4023
linha=4301 | nome=Mariana | acao=comparou as metricas | valor=9443
linha=4302 | nome=Eduarda | acao=analisou os resultados | valor=8885
linha=4303 | nome=Natalia | acao=estudou computacao | valor=4203
linha=4304 | nome=Tiago | acao=executou o benchmark | valor=3491
linha=4305 | nome=Carlos | acao=participou da aula | valor=6733
linha=4306 | nome=Joao | acao=comparou as metricas | valor=1863
linha=4307 | nome=Eduarda | acao=fez um experimento | valor=1577
linha=4308 | nome=Tiago | acao=fez um experimento | valor=6144
linha=4309 | nome=Paulo | acao=executou o benchmark | valor=7247
linha=4310 | nome=Ana | acao=otimizou o algoritmo | valor=8314
linha=4311 | nome=Helena | acao=comparou as metricas | valor=8891
linha=4312 | nome=Gabriela | acao=estudou computacao | valor=8795
linha=4313 | nome=Lucas | acao=otimizou o algoritmo | valor=8050
linha=4314 | nome=Felipe | acao=estudou computacao | valor=6303
linha=4315 | nome=Felipe | acao=otimizou o algoritmo | valor=4419
linha=4316 | nome=Mariana | acao=otimizou o algoritmo | valor=7282
linha=4317 | nome=Paulo | acao=comparou as metricas | valor=7271
linha=4318 | nome=Vitor | acao=fez um experimento | valor=9602
linha=4319 | nome=Tiago | acao=executou o benchmark | valor=7772
linha=4320 | nome=Helena | acao=executou o benchmark | valor=3638
linha=4321 | nome=Ana | acao=otimizou o algoritmo | valor=6880
linha=4322 | nome=Igor | acao=comparou as metricas | valor=3387
linha=4323 | nome=Mariana | acao=escreveu o relatorio | valor=5650
linha=4324 | nome=Daniela | acao=escreveu o relatorio | valor=3503
linha=4325 | nome=Lucas | acao=participou da aula | valor=9987
linha=4326 | nome=Otavio | acao=estudou computacao | valor=1496
linha=4327 | nome=Daniela | acao=fez um experimento | valor=8214
linha=4328 | nome=Mariana | acao=participou da aula | valor=2958
linha=4329 | nome=Gabriela | acao=executou o benchmark | valor=7580
linha=4330 | nome=Bruno | acao=analisou os resultados | valor=3899
linha=4331 | nome=Daniela | acao=analisou os resultados | valor=8710
linha=4332 | nome=Felipe | acao=analisou os resultados | valor=7129
linha=4333 | nome=Natalia | acao=analisou os resultados | valor=2520
linha=4334 | nome=Vitor | acao=estudou computacao | valor=4723
linha=4335 | nome=Gabriela | acao=otimizou o algoritmo | valor=7692
linha=4336 | nome=Sofia | acao=estudou computacao | valor=3985
linha=4337 | nome=Renata | acao=analisou os resultados | valor=2319
linha=4338 | nome=Carlos | acao=participou da aula | valor=5015
linha=4339 | nome=Paulo | acao=analisou os resultados | valor=5074
linha=4340 | nome=Daniela | acao=otimizou o algoritmo | valor=3506
linha=4341 | nome=Mariana | acao=otimizou o algoritmo | valor=1051
linha=4342 | nome=Ana | acao=executou o benchmark | valor=4657
linha=4343 | nome=Karen | acao=participou da aula | valor=8947
linha=4344 | nome=Igor | acao=comparou as metricas | valor=7627
linha=4345 | nome=Carlos | acao=comparou as metricas | valor=2742
linha=4346 | nome=Felipe | acao=estudou computacao | valor=3502
linha=4347 | nome=Gabriela | acao=estudou computacao | valor=7249
linha=4348 | nome=Igor | acao=comparou as metricas | valor=7206
linha=4349 | nome=Paulo | acao=participou da aula | valor=6206
linha=4350 | nome=Tiago | acao=participou da aula | valor=7810
linha=4351 | nome=Ana | acao=comparou as metricas | valor=9183
linha=4352 | nome=Natalia | acao=estudou computacao | valor=6588
linha=4353 | nome=Helena | acao=executou o benchmark | valor=4671
linha=4354 | nome=Sofia | acao=otimizou o algoritmo | valor=4134
linha=4355 | nome=Gabriela | acao=comparou as metricas | valor=5058
linha=4356 | nome=Felipe | acao=estudou computacao | valor=8975
linha=4357 | nome=Joao | acao=fez um experimento | valor=3203
linha=4358 | nome=Renata | acao=escreveu o relatorio | valor=1508
linha=4359 | nome=Joao | acao=comparou as metricas | valor=8931
linha=4360 | nome=Otavio | acao=escreveu o relatorio | valor=6290
linha=4361 | nome=Otavio | acao=executou o benchmark | valor=6456
linha=4362 | nome=Daniela | acao=estudou computacao | valor=1044
linha=4363 | nome=Renata | acao=escreveu o relatorio | valor=7356
linha=4364 | nome=Igor | acao=executou o benchmark | valor=4180
linha=4365 | nome=Sofia | acao=participou da aula | valor=7421
linha=4366 | nome=Igor | acao=executou o benchmark | valor=2472
linha=4367 | nome=Helena | acao=fez um experimento | valor=3260
linha=4368 | nome=Daniela | acao=escreveu o relatorio | valor=9258
linha=4369 | nome=Mariana | acao=participou da aula | valor=3730
linha=4370 | nome=Eduarda | acao=estudou computacao | valor=9051
linha=4371 | nome=Eduarda | acao=participou da aula | valor=8880
linha=4372 | nome=Renata | acao=executou o benchmark | valor=8523
linha=4373 | nome=Felipe | acao=estudou computacao | valor=1964
linha=4374 | nome=Vitor | acao=analisou os resultados | valor=9207
linha=4375 | nome=Natalia | acao=participou da aula | valor=4607
linha=4376 | nome=Felipe | acao=analisou os resultados | valor=5549
linha=4377 | nome=Vitor | acao=executou o benchmark | valor=1761
linha=4378 | nome=Carlos | acao=executou o benchmark | valor=9644
linha=4379 | nome=Tiago | acao=escreveu o relatorio | valor=4370
linha=4380 | nome=Joao | acao=otimizou o algoritmo | valor=9901
linha=4381 | nome=Eduarda | acao=estudou computacao | valor=8542
linha=4382 | nome=Felipe | acao=fez um experimento | valor=7213
linha=4383 | nome=Carlos | acao=otimizou o algoritmo | valor=6894
linha=4384 | nome=Karen | acao=fez um experimento | valor=3597
linha=4385 | nome=Igor | acao=comparou as metricas | valor=3098
linha=4386 | nome=Ana | acao=executou o benchmark | valor=3692
linha=4387 | nome=Felipe | acao=escreveu o relatorio | valor=5887
linha=4388 | nome=Gabriela | acao=analisou os resultados | valor=1327
linha=4389 | nome=Ana | acao=participou da aula | valor=3806
linha=4390 | nome=Daniela | acao=participou da aula | valor=7495
linha=4391 | nome=Bruno | acao=executou o benchmark | valor=7707
linha=4392 | nome=Eduarda | acao=escreveu o relatorio | valor=1687
linha=4393 | nome=Carlos | acao=comparou as metricas | valor=3780
linha=4394 | nome=Helena | acao=otimizou o algoritmo | valor=8484
linha=4395 | nome=Paulo | acao=escreveu o relatorio | valor=2648
linha=4396 | nome=Mariana | acao=fez um experimento | valor=4821
linha=4397 | nome=Igor | acao=escreveu o relatorio | valor=1737
linha=4398 | nome=Felipe | acao=participou da aula | valor=2934
linha=4399 | nome=Gabriela | acao=participou da aula | valor=5795
linha=4400 | nome=Helena | acao=estudou computacao | valor=2984
linha=4401 | nome=Vitor | acao=analisou os resultados | valor=9912
linha=4402 | nome=Bruno | acao=analisou os resultados | valor=6938
linha=4403 | nome=Vitor | acao=comparou as metricas | valor=5877
linha=4404 | nome=Sofia | acao=analisou os resultados | valor=2223
linha=4405 | nome=Lucas | acao=participou da aula | valor=2267
linha=4406 | nome=Daniela | acao=comparou as metricas | valor=6467
linha=4407 | nome=Daniela | acao=comparou as metricas | valor=4980
linha=4408 | nome=Tiago | acao=executou o benchmark | valor=8977
linha=4409 | nome=Karen | acao=fez um experimento | valor=3888
linha=4410 | nome=Natalia | acao=comparou as metricas | valor=3226
linha=4411 | nome=Karen | acao=estudou computacao | valor=3555
linha=4412 | nome=Vitor | acao=fez um experimento | valor=4869
linha=4413 | nome=Carlos | acao=participou da aula | valor=4342
linha=4414 | nome=Natalia | acao=executou o benchmark | valor=5035
linha=4415 | nome=Daniela | acao=comparou as metricas | valor=8158
linha=4416 | nome=Tiago | acao=fez um experimento | valor=5973
linha=4417 | nome=Paulo | acao=estudou computacao | valor=8642
linha=4418 | nome=Mariana | acao=participou da aula | valor=7777
linha=4419 | nome=Tiago | acao=otimizou o algoritmo | valor=5766
linha=4420 | nome=Sofia | acao=estudou computacao | valor=6132
linha=4421 | nome=Natalia | acao=comparou as metricas | valor=2827
linha=4422 | nome=Joao | acao=comparou as metricas | valor=9290
linha=4423 | nome=Helena | acao=estudou computacao | valor=2245
linha=4424 | nome=Ana | acao=escreveu o relatorio | valor=7136
linha=4425 | nome=Mariana | acao=escreveu o relatorio | valor=8910
linha=4426 | nome=Helena | acao=fez um experimento | valor=1453
linha=4427 | nome=Bruno | acao=analisou os resultados | valor=6351
linha=4428 | nome=Tiago | acao=otimizou o algoritmo | valor=1153
linha=4429 | nome=Vitor | acao=participou da aula | valor=5766
linha=4430 | nome=Joao | acao=otimizou o algoritmo | valor=8753
linha=4431 | nome=Lucas | acao=otimizou o algoritmo | valor=9989
linha=4432 | nome=Sofia | acao=estudou computacao | valor=4351
linha=4433 | nome=Daniela | acao=comparou as metricas | valor=4795
linha=4434 | nome=Renata | acao=escreveu o relatorio | valor=8760
linha=4435 | nome=Gabriela | acao=estudou computacao | valor=3414
linha=4436 | nome=Helena | acao=comparou as metricas | valor=9402
linha=4437 | nome=Natalia | acao=escreveu o relatorio | valor=7229
linha=4438 | nome=Vitor | acao=executou o benchmark | valor=1833
linha=4439 | nome=Bruno | acao=escreveu o relatorio | valor=9724
linha=4440 | nome=Natalia | acao=analisou os resultados | valor=9324
linha=4441 | nome=Felipe | acao=comparou as metricas | valor=9086
linha=4442 | nome=Mariana | acao=estudou computacao | valor=1325
linha=4443 | nome=Otavio | acao=participou da aula | valor=3560
linha=4444 | nome=Vitor | acao=analisou os resultados | valor=3186
linha=4445 | nome=Gabriela | acao=escreveu o relatorio | valor=8505
linha=4446 | nome=Lucas | acao=comparou as metricas | valor=5679
linha=4447 | nome=Gabriela | acao=fez um experimento | valor=1739
linha=4448 | nome=Tiago | acao=estudou computacao | valor=2585
linha=4449 | nome=Eduarda | acao=escreveu o relatorio | valor=6555
linha=4450 | nome=Lucas | acao=estudou computacao | valor=8423
linha=4451 | nome=Renata | acao=participou da aula | valor=6658
linha=4452 | nome=Gabriela | acao=comparou as metricas | valor=1547
linha=4453 | nome=Felipe | acao=otimizou o algoritmo | valor=1532
linha=4454 | nome=Sofia | acao=estudou computacao | valor=8673
linha=4455 | nome=Tiago | acao=otimizou o algoritmo | valor=8781
linha=4456 | nome=Eduarda | acao=analisou os resultados | valor=4569
linha=4457 | nome=Natalia | acao=escreveu o relatorio | valor=8505
linha=4458 | nome=Bruno | acao=executou o benchmark | valor=7686
linha=4459 | nome=Bruno | acao=executou o benchmark | valor=3484
linha=4460 | nome=Sofia | acao=participou da aula | valor=2188
linha=4461 | nome=Sofia | acao=fez um experimento | valor=2025
linha=4462 | nome=Tiago | acao=executou o benchmark | valor=4885
linha=4463 | nome=Vitor | acao=escreveu o relatorio | valor=1214
linha=4464 | nome=Felipe | acao=executou o benchmark | valor=3556
linha=4465 | nome=Carlos | acao=participou da aula | valor=4353
linha=4466 | nome=Bruno | acao=analisou os resultados | valor=6675
linha=4467 | nome=Eduarda | acao=estudou computacao | valor=2358
linha=4468 | nome=Sofia | acao=escreveu o relatorio | valor=7394
linha=4469 | nome=Vitor | acao=participou da aula | valor=7782
linha=4470 | nome=Bruno | acao=participou da aula | valor=6910
linha=4471 | nome=Gabriela | acao=analisou os resultados | valor=8788
linha=4472 | nome=Ana | acao=executou o benchmark | valor=4577
linha=4473 | nome=Bruno | acao=otimizou o algoritmo | valor=2615
linha=4474 | nome=Gabriela | acao=participou da aula | valor=7584
linha=4475 | nome=Karen | acao=executou o benchmark | valor=7966
linha=4476 | nome=Sofia | acao=estudou computacao | valor=6800
linha=4477 | nome=Lucas | acao=participou da aula | valor=8668
linha=4478 | nome=Lucas | acao=escreveu o relatorio | valor=4543
linha=4479 | nome=Sofia | acao=otimizou o algoritmo | valor=2681
linha=4480 | nome=Lucas | acao=estudou computacao | valor=4107
linha=4481 | nome=Paulo | acao=escreveu o relatorio | valor=9647
linha=4482 | nome=Daniela | acao=otimizou o algoritmo | valor=1506
linha=4483 | nome=Helena | acao=comparou as metricas | valor=2952
linha=4484 | nome=Otavio | acao=otimizou o algoritmo | valor=7912
linha=4485 | nome=Lucas | acao=executou o benchmark | valor=6429
linha=4486 | nome=Sofia | acao=fez um experimento | valor=1455
