linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=4433 | nome=Helena | acao=executou o benchmark | valor=5055
linha=4434 | nome=Carlos | acao=participou da aula | valor=4880
linha=4435 | nome=Mariana | acao=escreveu o relatorio | valor=8195
linha=4436 | nome=Helena | acao=executou o benchmark | valor=2487
linha=4437 | nome=Paulo | acao=otimizou o algoritmo | valor=8153
linha=4438 | nome=Paulo | acao=analisou os resultados | valor=2716
linha=4439 | nome=Mariana | acao=comparou as metricas | valor=3607
linha=4440 | nome=Bruno | acao=executou o benchmark | valor=6820
linha=4441 | nome=Eduarda | acao=comparou as metricas | valor=1485
linha=4442 | nome=Karen | acao=escreveu o relatorio | valor=4632
linha=4443 | nome=Paulo | acao=estudou computacao | valor=6183
linha=4444 | nome=Joao | acao=otimizou o algoritmo | valor=7007
linha=4445 | nome=Renata | acao=comparou as metricas | valor=3073
linha=4446 | nome=Otavio | acao=fez um experimento | valor=5294
linha=4447 | nome=Renata | acao=otimizou o algoritmo | valor=8283
linha=4448 | nome=Joao | acao=estudou computacao | valor=3659
linha=4449 | nome=Paulo | acao=participou da aula | valor=4628
linha=4450 | nome=Gabriela | acao=fez um experimento | valor=6918
linha=4451 | nome=Igor | acao=executou o benchmark | valor=8955
linha=4452 | nome=Helena | acao=escreveu o relatorio | valor=6991
linha=4453 | nome=Sofia | acao=estudou computacao | valor=8640
linha=4454 | nome=Tiago | acao=participou da aula | valor=9525
linha=4455 | nome=Bruno | acao=fez um experimento | valor=4445
linha=4456 | nome=Karen | acao=analisou os resultados | valor=6908
linha=4457 | nome=Ana | acao=executou o benchmark | valor=4714
linha=4458 | nome=Mariana | acao=executou o benchmark | valor=4624
linha=4459 | nome=Otavio | acao=comparou as metricas | valor=5721
linha=4460 | nome=Helena | acao=executou o benchmark | valor=6102
linha=4461 | nome=Bruno | acao=executou o benchmark | valor=5501
linha=4462 | nome=Felipe | acao=comparou as metricas | valor=7155
linha=4463 | nome=Igor | acao=otimizou o algoritmo | valor=2111
linha=4464 | nome=Mariana | acao=executou o benchmark | valor=5480
linha=4465 | nome=Eduarda | acao=executou o benchmark | valor=1933
linha=4466 | nome=Bruno | acao=executou o benchmark | valor=3859
linha=4467 | nome=Eduarda | acao=executou o benchmark | valor=6145
linha=4468 | nome=Joao | acao=estudou computacao | valor=3425
linha=4469 | nome=Carlos | acao=comparou as metricas | valor=1776
linha=4470 | nome=Mariana | acao=otimizou o algoritmo | valor=4756
linha=4471 | nome=Igor | acao=otimizou o algoritmo | valor=6211
linha=4472 | nome=Daniela | acao=participou da aula | valor=9317
linha=4473 | nome=Bruno | acao=fez um experimento | valor=4920
linha=4474 | nome=Felipe | acao=otimizou o algoritmo | valor=9471
linha=4475 | nome=Lucas | acao=executou o benchmark | valor=3591
linha=4476 | nome=Ana | acao=comparou as metricas | valor=3417
linha=4477 | nome=Ana | acao=escreveu o relatorio | valor=1445
linha=4478 | nome=Bruno | acao=escreveu o relatorio | valor=7300
linha=4479 | nome=Mariana | acao=analisou os resultados | valor=6030
linha=4480 | nome=Sofia | acao=analisou os resultados | valor=2438
linha=4481 | nome=Tiago | acao=executou o benchmark | valor=5438
linha=4482 | nome=Joao | acao=participou da aula | valor=9863
linha=4483 | nome=Paulo | acao=escreveu o relatorio | valor=5410
linha=4484 | nome=Tiago | acao=comparou as metricas | valor=2208
linha=4485 | nome=Natalia | acao=participou da aula | valor=3590
linha=4486 | nome=Ana | acao=analisou os resultados | valor=9154
linha=4487 | nome=Helena | acao=executou o benchmark | valor=5863
linha=4488 | nome=Paulo | acao=otimizou o algoritmo | valor=5988
linha=4489 | nome=Igor | acao=comparou as metricas | valor=5315
linha=4490 | nome=Bruno | acao=comparou as metricas | valor=6303
linha=4491 | nome=Natalia | acao=fez um experimento | valor=5928
linha=4492 | nome=Mariana | acao=escreveu o relatorio | valor=5956
linha=4493 | nome=Felipe | acao=otimizou o algoritmo | valor=4298
linha=4494 | nome=Gabriela | acao=escreveu o relatorio | valor=2279
linha=4495 | nome=Otavio | acao=executou o benchmark | valor=1727
linha=4496 | nome=Mariana | acao=analisou os resultados | valor=7744
linha=4497 | nome=Igor | acao=comparou as metricas | valor=1808
linha=4498 | nome=Mariana | acao=analisou os resultados | valor=2188
linha=4499 | nome=Paulo | acao=fez um experimento | valor=8529
linha=4500 | nome=Karen | acao=estudou computacao | valor=2772
linha=4501 | nome=Ana | acao=analisou os resultados | valor=7110
linha=4502 | nome=Daniela | acao=analisou os resultados | valor=5822
linha=4503 | nome=Carlos | acao=otimizou o algoritmo | valor=4271
linha=4504 | nome=Joao | acao=participou da aula | valor=9255
linha=4505 | nome=Joao | acao=participou da aula | valor=5596
linha=4506 | nome=Renata | acao=comparou as metricas | valor=5769
linha=4507 | nome=Helena | acao=executou o benchmark | valor=3241
linha=4508 | nome=Renata | acao=escreveu o relatorio | valor=3743
linha=4509 | nome=Daniela | acao=comparou as metricas | valor=5812
linha=4510 | nome=Bruno | acao=participou da aula | valor=8174
linha=4511 | nome=Joao | acao=fez um experimento | valor=9031
linha=4512 | nome=Sofia | acao=executou o benchmark | valor=5523
linha=4513 | nome=Ana | acao=participou da aula | valor=7424
linha=4514 | nome=Tiago | acao=comparou as metricas | valor=5139
linha=4515 | nome=Renata | acao=participou da aula | valor=2409
linha=4516 | nome=Mariana | acao=otimizou o algoritmo | valor=4791
linha=4517 | nome=Felipe | acao=executou o benchmark | valor=6838
linha=4518 | nome=Helena | acao=estudou computacao | valor=3738
linha=4519 | nome=Joao | acao=participou da aula | valor=3515
linha=4520 | nome=Sofia | acao=estudou computacao | valor=5371
linha=4521 | nome=Igor | acao=estudou computacao | valor=8467
linha=4522 | nome=Paulo | acao=escreveu o relatorio | valor=5662
linha=4523 | nome=Gabriela | acao=executou o benchmark | valor=4688
linha=4524 | nome=Lucas | acao=executou o benchmark | valor=3671
linha=4525 | nome=Helena | acao=escreveu o relatorio | valor=5878
linha=4526 | nome=Sofia | acao=participou da aula | valor=5382
linha=4527 | nome=Joao | acao=participou da aula | valor=3490
linha=4528 | nome=Ana | acao=analisou os resultados | valor=4632
linha=4529 | nome=Igor | acao=comparou as metricas | valor=9025
linha=4530 | nome=Karen | acao=estudou computacao | valor=8784
linha=4531 | nome=Igor | acao=executou o benchmark | valor=4704
linha=4532 | nome=Eduarda | acao=comparou as metricas | valor=1160
linha=4533 | nome=Tiago | acao=fez um experimento | valor=2849
linha=4534 | nome=Joao | acao=estudou computacao | valor=5827
linha=4535 | nome=Daniela | acao=executou o benchmark | valor=4048
linha=4536 | nome=Mariana | acao=escreveu o relatorio | valor=7832
linha=4537 | nome=Renata | acao=estudou computacao | valor=2541
linha=4538 | nome=Natalia | acao=escreveu o relatorio | valor=8911
linha=4539 | nome=Felipe | acao=escreveu o relatorio | valor=3222
linha=4540 | nome=Helena | acao=otimizou o algoritmo | valor=3743
linha=4541 | nome=Daniela | acao=participou da aula | valor=9188
linha=4542 | nome=Vitor | acao=escreveu o relatorio | valor=3491
linha=4543 | nome=Renata | acao=comparou as metricas | valor=9145
linha=4544 | nome=Gabriela | acao=executou o benchmark | valor=7469
linha=4545 | nome=Eduarda | acao=escreveu o relatorio | valor=7064
linha=4546 | nome=Karen | acao=comparou as metricas | valor=6130
linha=4547 | nome=Renata | acao=comparou as metricas | valor=7173
linha=4548 | nome=Paulo | acao=otimizou o algoritmo | valor=9230
linha=4549 | nome=Joao | acao=fez um experimento | valor=8424
linha=4550 | nome=Eduarda | acao=otimizou o algoritmo | valor=7994
linha=4551 | nome=Mariana | acao=escreveu o relatorio | valor=4396
linha=4552 | nome=Sofia | acao=analisou os resultados | valor=2581
linha=4553 | nome=Daniela | acao=participou da aula | valor=9346
linha=4554 | nome=Paulo | acao=otimizou o algoritmo | valor=5106
linha=4555 | nome=Karen | acao=estudou computacao | valor=2934
linha=4556 | nome=Tiago | acao=escreveu o relatorio | valor=2588
linha=4557 | nome=Sofia | acao=analisou os resultados | valor=3622
linha=4558 | nome=Bruno | acao=otimizou o algoritmo | valor=9463
linha=4559 | nome=Mariana | acao=escreveu o relatorio | valor=9889
linha=4560 | nome=Natalia | acao=estudou computacao | valor=9246
linha=4561 | nome=Joao | acao=executou o benchmark | valor=4813
linha=4562 | nome=Bruno | acao=comparou as metricas | valor=9707
linha=4563 | nome=Renata | acao=executou o benchmark | valor=7970
linha=4564 | nome=Otavio | acao=comparou as metricas | valor=1361
linha=4565 | nome=Paulo | acao=executou o benchmark | valor=1433
linha=4566 | nome=Daniela | acao=executou o benchmark | valor=3658
linha=4567 | nome=Bruno | acao=escreveu o relatorio | valor=3201
linha=4568 | nome=Sofia | acao=fez um experimento | valor=8747
linha=4569 | nome=Paulo | acao=analisou os resultados | valor=3024
linha=4570 | nome=Eduarda | acao=otimizou o algoritmo | valor=9754
linha=4571 | nome=Sofia | acao=analisou os resultados | valor=5228
linha=4572 | nome=Renata | acao=participou da aula | valor=6511
linha=4573 | nome=Eduarda | acao=otimizou o algoritmo | valor=9464
linha=4574 | nome=Lucas | acao=escreveu o relatorio | valor=7431
linha=4575 | nome=Mariana | acao=otimizou o algoritmo | valor=2994
linha=4576 | nome=Felipe | acao=comparou as metricas | valor=4284
linha=4577 | nome=Ana | acao=estudou computacao | valor=3663
linha=4578 | nome=Ana | acao=comparou as metricas | valor=8872
linha=4579 | nome=Mariana | acao=estudou computacao | valor=9976
linha=4580 | nome=Sofia | acao=comparou as metricas | valor=2446
linha=4581 | nome=Daniela | acao=participou da aula | valor=7347
linha=4582 | nome=Bruno | acao=otimizou o algoritmo | valor=3595
linha=4583 | nome=Eduarda | acao=escreveu o relatorio | valor=2347
linha=4584 | nome=Eduarda | acao=analisou os resultados | valor=1921
linha=4585 | nome=Daniela | acao=escreveu o relatorio | valor=8941
linha=4586 | nome=Ana | acao=fez um experimento | valor=1175
linha=4587 | nome=Bruno | acao=estudou computacao | valor=3537
linha=4588 | nome=Joao | acao=analisou os resultados | valor=4476
linha=4589 | nome=Ana | acao=participou da aula | valor=7179
linha=4590 | nome=Felipe | acao=escreveu o relatorio | valor=7502
linha=4591 | nome=Eduarda | acao=fez um experimento | valor=5332
linha=4592 | nome=Lucas | acao=analisou os resultados | valor=6293
linha=4593 | nome=Vitor | acao=fez um experimento | valor=4072
linha=4594 | nome=Bruno | acao=fez um experimento | valor=8057
linha=4595 | nome=Daniela | acao=analisou os resultados | valor=1362
linha=4596 | nome=Sofia | acao=otimizou o algoritmo | valor=9585
linha=4597 | nome=Karen | acao=estudou computacao | valor=8902
linha=4598 | nome=Ana | acao=participou da aula | valor=7787
linha=4599 | nome=Daniela | acao=comparou as metricas | valor=7079
linha=4600 | nome=Felipe | acao=comparou as metricas | valor=9196
linha=4601 | nome=Vitor | acao=participou da aula | valor=4510
linha=4602 | nome=Tiago | acao=escreveu o relatorio | valor=8077
linha=4603 | nome=Gabriela | acao=fez um experimento | valor=7209
linha=4604 | nome=Lucas | acao=executou o benchmark | valor=4093
linha=4605 | nome=Tiago | acao=escreveu o relatorio | valor=5848
linha=4606 | nome=Mariana | acao=executou o benchmark | valor=8022
linha=4607 | nome=Carlos | acao=analisou os resultados | valor=4368
linha=4608 | nome=Joao | acao=analisou os resultados | valor=7127
linha=4609 | nome=Joao | acao=estudou computacao | valor=9825
linha=4610 | nome=Igor | acao=fez um experimento | valor=9045
linha=4611 | nome=Lucas | acao=estudou computacao | valor=7621
linha=4612 | nome=Helena | acao=otimizou o algoritmo | valor=6272
linha=4613 | nome=Igor | acao=fez um experimento | valor=6339
linha=4614 | nome=Paulo | acao=escreveu o relatorio | valor=5582
linha=4615 | nome=Natalia | acao=analisou os resultados | valor=6628
linha=4616 | nome=Mariana | acao=executou o benchmark | valor=6108
linha=4617 | nome=Lucas | acao=participou da aula | valor=8487
linha=4618 | nome=Karen | acao=fez um experimento | valor=8135
linha=4619 | nome=Eduarda | acao=fez um experimento | valor=8791
linha=4620 | nome=Paulo | acao=executou o benchmark | valor=9389
linha=4621 | nome=Joao | acao=analisou os resultados | valor=7226
linha=4622 | nome=Carlos | acao=executou o benchmark | valor=9030
linha=4623 | nome=Eduarda | acao=participou da aula | valor=4594
linha=4624 | nome=Lucas | acao=participou da aula | valor=9850
linha=4625 | nome=Otavio | acao=comparou as metricas | valor=1744
linha=4626 | nome=Helena | acao=escreveu o relatorio | valor=1467
linha=4627 | nome=Ana | acao=escreveu o relatorio | valor=8489
linha=4628 | nome=Felipe | acao=otimizou o algoritmo | valor=2776
linha=4629 | nome=Mariana | acao=escreveu o relatorio | valor=8519
linha=4630 | nome=Helena | acao=fez um experimento | valor=1791
linha=4631 | nome=Lucas | acao=escreveu o relatorio | valor=3219
linha=4632 | nome=Natalia | acao=comparou as metricas | valor=9240
linha=4633 | nome=Bruno | acao=escreveu o relatorio | valor=1293
linha=4634 | nome=Sofia | acao=comparou as metricas | valor=2133
linha=4635 | nome=Bruno | acao=comparou as metricas | valor=1736
linha=4636 | nome=Felipe | acao=escreveu o relatorio | valor=5175
linha=4637 | nome=Carlos | acao=fez um experimento | valor=4025
linha=4638 | nome=Bruno | acao=estudou computacao | valor=3318
linha=4639 | nome=Igor | acao=escreveu o relatorio | valor=8618
linha=4640 | nome=Bruno | acao=fez um experimento | valor=1667
linha=4641 | nome=Gabriela | acao=otimizou o algoritmo | valor=9283
linha=4642 | nome=Eduarda | acao=participou da aula | valor=2573
linha=4643 | nome=Mariana | acao=executou o benchmark | valor=7527
linha=4644 | nome=Igor | acao=escreveu o relatorio | valor=8194
linha=4645 | nome=Renata | acao=otimizou o algoritmo | valor=2682
linha=4646 | nome=Natalia | acao=comparou as metricas | valor=6676
linha=4647 | nome=Vitor | acao=fez um experimento | valor=7520
linha=4648 | nome=Daniela | acao=analisou os resultados | valor=8135
linha=4649 | nome=Joao | acao=escreveu o relatorio | valor=7849
linha=4650 | nome=Eduarda | acao=comparou as metricas | valor=5284
linha=4651 | nome=Otavio | acao=otimizou o algoritmo | valor=6834
linha=4652 | nome=Natalia | acao=otimizou o algoritmo | valor=3081
linha=4653 | nome=Joao | acao=executou o benchmark | valor=1334
linha=4654 | nome=Renata | acao=analisou os resultados | valor=1751
linha=4655 | nome=Paulo | acao=comparou as metricas | valor=9079
linha=4656 | nome=Otavio | acao=escreveu o relatorio | valor=7215
linha=4657 | nome=Ana | acao=executou o benchmark | valor=3272
linha=4658 | nome=Mariana | acao=analisou os resultados | valor=1863
linha=4659 | nome=Mariana | acao=fez um experimento | valor=4022
linha=4660 | nome=Lucas | acao=escreveu o relatorio | valor=1902
linha=4661 | nome=Igor | acao=executou o benchmark | valor=5333
linha=4662 | nome=Otavio | acao=analisou os resultados | valor=4668
linha=4663 | nome=Karen | acao=participou da aula | valor=5808
linha=4664 | nome=Carlos | acao=fez um experimento | valor=7514
linha=4665 | nome=Ana | acao=participou da aula | valor=3566
linha=4666 | nome=Eduarda | acao=fez um experimento | valor=9016
linha=4667 | nome=Eduarda | acao=analisou os resultados | valor=9213
linha=4668 | nome=Bruno | acao=escreveu o relatorio | valor=8408
linha=4669 | nome=Ana | acao=comparou as metricas | valor=5834
linha=4670 | nome=Felipe | acao=comparou as metricas | valor=3863
linha=4671 | nome=Karen | acao=analisou os resultados | valor=1465
linha=4672 | nome=Eduarda | acao=participou da aula | valor=1981
linha=4673 | nome=Lucas | acao=escreveu o relatorio | valor=2165
linha=4674 | nome=Helena | acao=participou da aula | valor=7773
linha=4675 | nome=Mariana | acao=otimizou o algoritmo | valor=4274
linha=4676 | nome=Felipe | acao=executou o benchmark | valor=4853
linha=4677 | nome=Felipe | acao=analisou os resultados | valor=9370
linha=4678 | nome=Ana | acao=participou da aula | valor=1273
linha=4679 | nome=Otavio | acao=comparou as metricas | valor=3321
linha=4680 | nome=Paulo | acao=executou o benchmark | valor=5434
linha=4681 | nome=Mariana | acao=analisou os resultados | valor=6578
linha=4682 | nome=Joao | acao=fez um experimento | valor=8632
linha=4683 | nome=Carlos | acao=estudou computacao | valor=2791
linha=4684 | nome=Joao | acao=otimizou o algoritmo | valor=9665
linha=4685 | nome=Otavio | acao=fez um experimento | valor=2184
linha=4686 | nome=Tiago | acao=fez um experimento | valor=9433
