linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=4325 | nome=Tiago | acao=analisou os resultados | valor=8517
linha=4326 | nome=Bruno | acao=participou da aula | valor=9504
linha=4327 | nome=Otavio | acao=fez um experimento | valor=3211
linha=4328 | nome=Joao | acao=comparou as metricas | valor=3142
linha=4329 | nome=Carlos | acao=analisou os resultados | valor=4515
linha=4330 | nome=Natalia | acao=analisou os resultados | valor=7993
linha=4331 | nome=Natalia | acao=comparou as metricas | valor=7639
linha=4332 | nome=Renata | acao=estudou computacao | valor=8115
linha=4333 | nome=Lucas | acao=participou da aula | valor=9302
linha=4334 | nome=Joao | acao=otimizou o algoritmo | valor=3490
linha=4335 | nome=Natalia | acao=comparou as metricas | valor=2875
linha=4336 | nome=Paulo | acao=comparou as metricas | valor=5409
linha=4337 | nome=Sofia | acao=executou o benchmark | valor=1877
linha=4338 | nome=Bruno | acao=otimizou o algoritmo | valor=2157
linha=4339 | nome=Vitor | acao=fez um experimento | valor=9546
linha=4340 | nome=Bruno | acao=escreveu o relatorio | valor=1846
linha=4341 | nome=Helena | acao=comparou as metricas | valor=4205
linha=4342 | nome=Karen | acao=executou o benchmark | valor=9156
linha=4343 | nome=Mariana | acao=analisou os resultados | valor=9345
linha=4344 | nome=Daniela | acao=estudou computacao | valor=9037
linha=4345 | nome=Otavio | acao=comparou as metricas | valor=8412
linha=4346 | nome=Sofia | acao=analisou os resultados | valor=2343
linha=4347 | nome=Otavio | acao=comparou as metricas | valor=9438
linha=4348 | nome=Eduarda | acao=fez um experimento | valor=6467
linha=4349 | nome=Karen | acao=executou o benchmark | valor=1433
linha=4350 | nome=Joao | acao=executou o benchmark | valor=9555
linha=4351 | nome=Mariana | acao=comparou as metricas | valor=1177
linha=4352 | nome=Gabriela | acao=participou da aula | valor=8543
linha=4353 | nome=Felipe | acao=comparou as metricas | valor=7442
linha=4354 | nome=Bruno | acao=participou da aula | valor=1785
linha=4355 | nome=Renata | acao=otimizou o algoritmo | valor=3639
linha=4356 | nome=Otavio | acao=estudou computacao | valor=4393
linha=4357 | nome=Bruno | acao=otimizou o algoritmo | valor=8900
linha=4358 | nome=Tiago | acao=fez um experimento | valor=6426
linha=4359 | nome=Sofia | acao=participou da aula | valor=3438
linha=4360 | nome=Vitor | acao=estudou computacao | valor=2534
linha=4361 | nome=Joao | acao=escreveu o relatorio | valor=3647
linha=4362 | nome=Eduarda | acao=analisou os resultados | valor=1207
linha=4363 | nome=Daniela | acao=fez um experimento | valor=4816
linha=4364 | nome=Otavio | acao=fez um experimento | valor=1258
linha=4365 | nome=Felipe | acao=executou o benchmark | valor=4279
linha=4366 | nome=Vitor | acao=executou o benchmark | valor=7641
linha=4367 | nome=Eduarda | acao=fez um experimento | valor=2431
linha=4368 | nome=Eduarda | acao=estudou computacao | valor=7428
linha=4369 | nome=Helena | acao=analisou os resultados | valor=9222
linha=4370 | nome=Joao | acao=otimizou o algoritmo | valor=9580
linha=4371 | nome=Vitor | acao=otimizou o algoritmo | valor=6419
linha=4372 | nome=Natalia | acao=estudou computacao | valor=6694
linha=4373 | nome=Tiago | acao=comparou as metricas | valor=9212
linha=4374 | nome=Natalia | acao=participou da aula | valor=3311
linha=4375 | nome=Eduarda | acao=otimizou o algoritmo | valor=2295
linha=4376 | nome=Otavio | acao=fez um experimento | valor=2671
linha=4377 | nome=Felipe | acao=analisou os resultados | valor=4701
linha=4378 | nome=Gabriela | acao=participou da aula | valor=3997
linha=4379 | nome=Vitor | acao=executou o benchmark | valor=3586
linha=4380 | nome=Mariana | acao=escreveu o relatorio | valor=5660
linha=4381 | nome=Renata | acao=estudou computacao | valor=4305
linha=4382 | nome=Sofia | acao=analisou os resultados | valor=6493
linha=4383 | nome=Igor | acao=participou da aula | valor=1529
linha=4384 | nome=Natalia | acao=fez um experimento | valor=7717
linha=4385 | nome=Otavio | acao=estudou computacao | valor=9986
linha=4386 | nome=Helena | acao=estudou computacao | valor=9928
linha=4387 | nome=Daniela | acao=analisou os resultados | valor=7638
linha=4388 | nome=Vitor | acao=otimizou o algoritmo | valor=5510
linha=4389 | nome=Tiago | acao=analisou os resultados | valor=7115
linha=4390 | nome=Daniela | acao=estudou computacao | valor=1409
linha=4391 | nome=Renata | acao=comparou as metricas | valor=3241
linha=4392 | nome=Renata | acao=escreveu o relatorio | valor=3392
linha=4393 | nome=Daniela | acao=fez um experimento | valor=2435
linha=4394 | nome=Igor | acao=fez um experimento | valor=5911
linha=4395 | nome=Daniela | acao=analisou os resultados | valor=1714
linha=4396 | nome=Natalia | acao=participou da aula | valor=4908
linha=4397 | nome=Sofia | acao=fez um experimento | valor=4070
linha=4398 | nome=Paulo | acao=participou da aula | valor=1583
linha=4399 | nome=Ana | acao=participou da aula | valor=9055
linha=4400 | nome=Eduarda | acao=fez um experimento | valor=3887
linha=4401 | nome=Tiago | acao=escreveu o relatorio | valor=6243
linha=4402 | nome=Paulo | acao=analisou os resultados | valor=5578
linha=4403 | nome=Carlos | acao=participou da aula | valor=7183
linha=4404 | nome=Daniela | acao=comparou as metricas | valor=8868
linha=4405 | nome=Lucas | acao=comparou as metricas | valor=1157
linha=4406 | nome=Bruno | acao=fez um experimento | valor=4696
linha=4407 | nome=Lucas | acao=comparou as metricas | valor=8917
linha=4408 | nome=Joao | acao=participou da aula | valor=6991
linha=4409 | nome=Ana | acao=executou o benchmark | valor=9520
linha=4410 | nome=Joao | acao=estudou computacao | valor=6811
linha=4411 | nome=Karen | acao=escreveu o relatorio | valor=9021
linha=4412 | nome=Sofia | acao=escreveu o relatorio | valor=1478
linha=4413 | nome=Sofia | acao=executou o benchmark | valor=5226
linha=4414 | nome=Vitor | acao=executou o benchmark | valor=5520
linha=4415 | nome=Karen | acao=estudou computacao | valor=8622
linha=4416 | nome=Joao | acao=estudou computacao | valor=1131
linha=4417 | nome=Natalia | acao=escreveu o relatorio | valor=3987
linha=4418 | nome=Carlos | acao=otimizou o algoritmo | valor=8895
linha=4419 | nome=Karen | acao=escreveu o relatorio | valor=5405
linha=4420 | nome=Carlos | acao=comparou as metricas | valor=3757
linha=4421 | nome=Felipe | acao=escreveu o relatorio | valor=8121
linha=4422 | nome=Carlos | acao=otimizou o algoritmo | valor=3027
linha=4423 | nome=Joao | acao=fez um experimento | valor=1777
linha=4424 | nome=Gabriela | acao=participou da aula | valor=8125
linha=4425 | nome=Tiago | acao=executou o benchmark | valor=5077
linha=4426 | nome=Gabriela | acao=estudou computacao | valor=2796
linha=4427 | nome=Vitor | acao=participou da aula | valor=5159
linha=4428 | nome=Mariana | acao=fez um experimento | valor=2149
linha=4429 | nome=Ana | acao=estudou computacao | valor=9772
linha=4430 | nome=Eduarda | acao=escreveu o relatorio | valor=8495
linha=4431 | nome=Helena | acao=executou o benchmark | valor=9820
linha=4432 | nome=Daniela | acao=escreveu o relatorio | valor=5235
linha=4433 | nome=Ana | acao=analisou os resultados | valor=4714
linha=4434 | nome=Natalia | acao=participou da aula | valor=1232
linha=4435 | nome=Tiago | acao=participou da aula | valor=2474
linha=4436 | nome=Joao | acao=otimizou o algoritmo | valor=3700
linha=4437 | nome=Ana | acao=executou o benchmark | valor=8169
linha=4438 | nome=Felipe | acao=comparou as metricas | valor=1702
linha=4439 | nome=Ana | acao=analisou os resultados | valor=4497
linha=4440 | nome=Helena | acao=estudou computacao | valor=7988
linha=4441 | nome=Karen | acao=analisou os resultados | valor=1017
linha=4442 | nome=Ana | acao=participou da aula | valor=7006
linha=4443 | nome=Mariana | acao=otimizou o algoritmo | valor=9995
linha=4444 | nome=Otavio | acao=comparou as metricas | valor=6410
linha=4445 | nome=Paulo | acao=comparou as metricas | valor=6821
linha=4446 | nome=Mariana | acao=escreveu o relatorio | valor=1459
linha=4447 | nome=Sofia | acao=comparou as metricas | valor=7068
linha=4448 | nome=Paulo | acao=escreveu o relatorio | valor=3521
linha=4449 | nome=Tiago | acao=otimizou o algoritmo | valor=3658
linha=4450 | nome=Helena | acao=comparou as metricas | valor=4489
linha=4451 | nome=Tiago | acao=otimizou o algoritmo | valor=5276
linha=4452 | nome=Renata | acao=escreveu o relatorio | valor=3819
linha=4453 | nome=Karen | acao=escreveu o relatorio | valor=3564
linha=4454 | nome=Felipe | acao=participou da aula | valor=9594
linha=4455 | nome=Karen | acao=estudou computacao | valor=6146
linha=4456 | nome=Karen | acao=otimizou o algoritmo | valor=5423
linha=4457 | nome=Renata | acao=participou da aula | valor=4623
linha=4458 | nome=Tiago | acao=estudou computacao | valor=9480
linha=4459 | nome=Bruno | acao=analisou os resultados | valor=1895
linha=4460 | nome=Vitor | acao=estudou computacao | valor=9865
linha=4461 | nome=Karen | acao=otimizou o algoritmo | valor=8318
linha=4462 | nome=Karen | acao=estudou computacao | valor=2426
linha=4463 | nome=Daniela | acao=escreveu o relatorio | valor=3571
linha=4464 | nome=Bruno | acao=participou da aula | valor=5121
linha=4465 | nome=Mariana | acao=escreveu o relatorio | valor=4119
linha=4466 | nome=Gabriela | acao=escreveu o relatorio | valor=9722
linha=4467 | nome=Natalia | acao=participou da aula | valor=4193
linha=4468 | nome=Karen | acao=analisou os resultados | valor=8606
linha=4469 | nome=Karen | acao=executou o benchmark | valor=8998
linha=4470 | nome=Mariana | acao=comparou as metricas | valor=9001
linha=4471 | nome=Gabriela | acao=participou da aula | valor=7445
linha=4472 | nome=Carlos | acao=executou o benchmark | valor=5739
linha=4473 | nome=Sofia | acao=participou da aula | valor=4144
linha=4474 | nome=Mariana | acao=executou o benchmark | valor=7625
linha=4475 | nome=Lucas | acao=otimizou o algoritmo | valor=8770
linha=4476 | nome=Sofia | acao=executou o benchmark | valor=7216
linha=4477 | nome=Bruno | acao=analisou os resultados | valor=4349
linha=4478 | nome=Daniela | acao=fez um experimento | valor=5700
linha=4479 | nome=Natalia | acao=participou da aula | valor=9965
linha=4480 | nome=Gabriela | acao=estudou computacao | valor=1584
linha=4481 | nome=Daniela | acao=estudou computacao | valor=4622
linha=4482 | nome=Bruno | acao=comparou as metricas | valor=1434
linha=4483 | nome=Carlos | acao=comparou as metricas | valor=1026
linha=4484 | nome=Natalia | acao=participou da aula | valor=4185
linha=4485 | nome=Gabriela | acao=estudou computacao | valor=8658
linha=4486 | nome=Helena | acao=estudou computacao | valor=5099
linha=4487 | nome=Daniela | acao=otimizou o algoritmo | valor=2638
linha=4488 | nome=Helena | acao=fez um experimento | valor=1741
linha=4489 | nome=Renata | acao=comparou as metricas | valor=9306
linha=4490 | nome=Natalia | acao=fez um experimento | valor=1384
linha=4491 | nome=Natalia | acao=executou o benchmark | valor=8203
linha=4492 | nome=Sofia | acao=fez um experimento | valor=3437
linha=4493 | nome=Daniela | acao=fez um experimento | valor=3132
linha=4494 | nome=Tiago | acao=participou da aula | valor=2751
linha=4495 | nome=Felipe | acao=escreveu o relatorio | valor=3685
linha=4496 | nome=Ana | acao=analisou os resultados | valor=1122
linha=4497 | nome=Natalia | acao=executou o benchmark | valor=2237
linha=4498 | nome=Otavio | acao=estudou computacao | valor=9105
linha=4499 | nome=Daniela | acao=participou da aula | valor=8906
linha=4500 | nome=Daniela | acao=comparou as metricas | valor=2753
linha=4501 | nome=Vitor | acao=executou o benchmark | valor=6976
linha=4502 | nome=Vitor | acao=analisou os resultados | valor=2729
linha=4503 | nome=Carlos | acao=otimizou o algoritmo | valor=7703
linha=4504 | nome=Mariana | acao=analisou os resultados | valor=4306
linha=4505 | nome=Renata | acao=analisou os resultados | valor=6004
linha=4506 | nome=Eduarda | acao=executou o benchmark | valor=7827
linha=4507 | nome=Renata | acao=analisou os resultados | valor=2365
linha=4508 | nome=Paulo | acao=participou da aula | valor=3116
linha=4509 | nome=Carlos | acao=estudou computacao | valor=6147
linha=4510 | nome=Renata | acao=fez um experimento | valor=8901
linha=4511 | nome=Felipe | acao=estudou computacao | valor=4868
linha=4512 | nome=Sofia | acao=participou da aula | valor=2360
linha=4513 | nome=Bruno | acao=otimizou o algoritmo | valor=3246
linha=4514 | nome=Igor | acao=executou o benchmark | valor=4863
linha=4515 | nome=Helena | acao=otimizou o algoritmo | valor=9631
linha=4516 | nome=Carlos | acao=otimizou o algoritmo | valor=6689
linha=4517 | nome=Daniela | acao=escreveu o relatorio | valor=8004
linha=4518 | nome=Eduarda | acao=executou o benchmark | valor=6387
linha=4519 | nome=Paulo | acao=fez um experimento | valor=6597
linha=4520 | nome=Eduarda | acao=participou da aula | valor=3581
linha=4521 | nome=Bruno | acao=estudou computacao | valor=8442
linha=4522 | nome=Eduarda | acao=analisou os resultados | valor=2232
linha=4523 | nome=Tiago | acao=analisou os resultados | valor=1401
linha=4524 | nome=Mariana | acao=analisou os resultados | valor=2434
linha=4525 | nome=Eduarda | acao=otimizou o algoritmo | valor=6997
linha=4526 | nome=Tiago | acao=escreveu o relatorio | valor=8497
linha=4527 | nome=Igor | acao=participou da aula | valor=3968
linha=4528 | nome=Karen | acao=fez um experimento | valor=7431
linha=4529 | nome=Bruno | acao=otimizou o algoritmo | valor=5979
linha=4530 | nome=Mariana | acao=executou o benchmark | valor=7852
linha=4531 | nome=Mariana | acao=comparou as metricas | valor=3257
linha=4532 | nome=Lucas | acao=analisou os resultados | valor=1867
linha=4533 | nome=Igor | acao=participou da aula | valor=6875
linha=4534 | nome=Daniela | acao=participou da aula | valor=8928
linha=4535 | nome=Igor | acao=analisou os resultados | valor=6376
linha=4536 | nome=Gabriela | acao=analisou os resultados | valor=3677
linha=4537 | nome=Karen | acao=executou o benchmark | valor=9863
linha=4538 | nome=Vitor | acao=comparou as metricas | valor=1104
linha=4539 | nome=Vitor | acao=fez um experimento | valor=3433
linha=4540 | nome=Gabriela | acao=estudou computacao | valor=8762
linha=4541 | nome=Mariana | acao=analisou os resultados | valor=1125
linha=4542 | nome=Tiago | acao=comparou as metricas | valor=8419
linha=4543 | nome=Eduarda | acao=executou o benchmark | valor=4667
linha=4544 | nome=Vitor | acao=otimizou o algoritmo | valor=4081
linha=4545 | nome=Gabriela | acao=analisou os resultados | valor=8913
linha=4546 | nome=Natalia | acao=participou da aula | valor=8792
linha=4547 | nome=Ana | acao=otimizou o algoritmo | valor=7769
linha=4548 | nome=Joao | acao=escreveu o relatorio | valor=1180
linha=4549 | nome=Mariana | acao=fez um experimento | valor=9089
linha=4550 | nome=Carlos | acao=fez um experimento | valor=2862
linha=4551 | nome=Tiago | acao=analisou os resultados | valor=1324
linha=4552 | nome=Karen | acao=analisou os resultados | valor=8928
linha=4553 | nome=Igor | acao=analisou os resultados | valor=9190
linha=4554 | nome=Joao | acao=otimizou o algoritmo | valor=8664
linha=4555 | nome=Mariana | acao=estudou computacao | valor=4350
linha=4556 | nome=Igor | acao=participou da aula | valor=9504
linha=4557 | nome=Lucas | acao=estudou computacao | valor=4096
linha=4558 | nome=Karen | acao=otimizou o algoritmo | valor=8710
linha=4559 | nome=Gabriela | acao=fez um experimento | valor=4714
linha=4560 | nome=Carlos | acao=escreveu o relatorio | valor=5376
linha=4561 | nome=Bruno | acao=executou o benchmark | valor=8050
linha=4562 | nome=Ana | acao=estudou computacao | valor=2564
linha=4563 | nome=Igor | acao=otimizou o algoritmo | valor=6105
linha=4564 | nome=Mariana | acao=analisou os resultados | valor=9368
linha=4565 | nome=Vitor | acao=executou o benchmark | valor=1567
linha=4566 | nome=Karen | acao=analisou os resultados | valor=2058
linha=4567 | nome=Daniela | acao=analisou os resultados | valor=2455
linha=4568 | nome=Otavio | acao=analisou os resultados | valor=3019
linha=4569 | nome=Bruno | acao=fez um experimento | valor=8910
linha=4570 | nome=Karen | acao=otimizou o algoritmo | valor=2341
linha=4571 | nome=Karen | acao=escreveu o relatorio | valor=4189
linha=4572 | nome=Igor | acao=executou o benchmark | valor=7205
linha=4573 | nome=Mariana | acao=analisou os resultados | valor=2844
linha=4574 | nome=Paulo | acao=fez um experimento | valor=8922
linha=4575 | nome=Otavio | acao=escreveu o relatorio | valor=1429
linha=4576 | nome=Mariana | acao=participou da aula | valor=9877
linha=4577 | nome=Bruno | acao=escreveu o relatorio | valor=3460
linha=4578 | nome=Eduarda | acao=escreveu o relatorio | valor=7494
linha=4579 | nome=Mariana | acao=estudou computacao | valor=1464
