linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=4289 | nome=Ana | acao=analisou os resultados | valor=3589
linha=4290 | nome=Igor | acao=executou o benchmark | valor=2652
linha=4291 | nome=Mariana | acao=executou o benchmark | valor=6065
linha=4292 | nome=Mariana | acao=escreveu o relatorio | valor=3222
linha=4293 | nome=Joao | acao=estudou computacao | valor=6178
linha=4294 | nome=Renata | acao=analisou os resultados | valor=6611
linha=4295 | nome=Karen | acao=escreveu o relatorio | valor=6303
linha=4296 | nome=Mariana | acao=comparou as metricas | valor=1843
linha=4297 | nome=Natalia | acao=executou o benchmark | valor=2798
linha=4298 | nome=Daniela | acao=otimizou o algoritmo | valor=1429
linha=4299 | nome=Bruno | acao=otimizou o algoritmo | valor=2456
linha=4300 | nome=Helena | acao=comparou as metricas | valor=1164
linha=4301 | nome=Mariana | acao=participou da aula | valor=2977
linha=4302 | nome=Mariana | acao=escreveu o relatorio | valor=4220
linha=4303 | nome=Vitor | acao=fez um experimento | valor=3716
linha=4304 | nome=Mariana | acao=analisou os resultados | valor=7705
linha=4305 | nome=Daniela | acao=analisou os resultados | valor=5075
linha=4306 | nome=Vitor | acao=analisou os resultados | valor=7340
linha=4307 | nome=Daniela | acao=participou da aula | valor=1242
linha=4308 | nome=Vitor | acao=estudou computacao | valor=8237
linha=4309 | nome=Ana | acao=fez um experimento | valor=9768
linha=4310 | nome=Lucas | acao=escreveu o relatorio | valor=4270
linha=4311 | nome=Daniela | acao=otimizou o algoritmo | valor=8705
linha=4312 | nome=Gabriela | acao=fez um experimento | valor=1115
linha=4313 | nome=Sofia | acao=executou o benchmark | valor=6094
linha=4314 | nome=Sofia | acao=escreveu o relatorio | valor=9521
linha=4315 | nome=Otavio | acao=participou da aula | valor=7232
linha=4316 | nome=Igor | acao=participou da aula | valor=3100
linha=4317 | nome=Eduarda | acao=analisou os resultados | valor=3186
linha=4318 | nome=Sofia | acao=participou da aula | valor=6150
linha=4319 | nome=Joao | acao=fez um experimento | valor=9603
linha=4320 | nome=Karen | acao=estudou computacao | valor=3321
linha=4321 | nome=Karen | acao=comparou as metricas | valor=7225
linha=4322 | nome=Joao | acao=otimizou o algoritmo | valor=9882
linha=4323 | nome=Lucas | acao=fez um experimento | valor=1667
linha=4324 | nome=Tiago | acao=estudou computacao | valor=2764
linha=4325 | nome=Gabriela | acao=comparou as metricas | valor=9196
linha=4326 | nome=Renata | acao=estudou computacao | valor=7537
linha=4327 | nome=Paulo | acao=fez um experimento | valor=2651
linha=4328 | nome=Bruno | acao=analisou os resultados | valor=9429
linha=4329 | nome=Daniela | acao=otimizou o algoritmo | valor=6784
linha=4330 | nome=Natalia | acao=analisou os resultados | valor=2993
linha=4331 | nome=Daniela | acao=participou da aula | valor=2119
linha=4332 | nome=Carlos | acao=executou o benchmark | valor=8614
linha=4333 | nome=Daniela | acao=comparou as metricas | valor=7004
linha=4334 | nome=Carlos | acao=analisou os resultados | valor=5399
linha=4335 | nome=Sofia | acao=executou o benchmark | valor=1456
linha=4336 | nome=Otavio | acao=estudou computacao | valor=5732
linha=4337 | nome=Helena | acao=otimizou o algoritmo | valor=1403
linha=4338 | nome=Bruno | acao=comparou as metricas | valor=2402
linha=4339 | nome=Karen | acao=executou o benchmark | valor=7211
linha=4340 | nome=Bruno | acao=estudou computacao | valor=8273
linha=4341 | nome=Eduarda | acao=fez um experimento | valor=5962
linha=4342 | nome=Mariana | acao=comparou as metricas | valor=9825
linha=4343 | nome=Tiago | acao=estudou computacao | valor=7836
linha=4344 | nome=Tiago | acao=executou o benchmark | valor=2317
linha=4345 | nome=Otavio | acao=escreveu o relatorio | valor=3224
linha=4346 | nome=Igor | acao=analisou os resultados | valor=6089
linha=4347 | nome=Bruno | acao=otimizou o algoritmo | valor=7417
linha=4348 | nome=Eduarda | acao=comparou as metricas | valor=6620
linha=4349 | nome=Gabriela | acao=escreveu o relatorio | valor=7585
linha=4350 | nome=Ana | acao=otimizou o algoritmo | valor=8220
linha=4351 | nome=Lucas | acao=fez um experimento | valor=2324
linha=4352 | nome=Ana | acao=otimizou o algoritmo | valor=8630
linha=4353 | nome=Renata | acao=estudou computacao | valor=5009
linha=4354 | nome=Joao | acao=comparou as metricas | valor=7191
linha=4355 | nome=Paulo | acao=estudou computacao | valor=4626
linha=4356 | nome=Joao | acao=executou o benchmark | valor=9147
linha=4357 | nome=Natalia | acao=participou da aula | valor=3358
linha=4358 | nome=Vitor | acao=otimizou o algoritmo | valor=3482
linha=4359 | nome=Mariana | acao=fez um experimento | valor=8944
linha=4360 | nome=Otavio | acao=executou o benchmark | valor=4280
linha=4361 | nome=Carlos | acao=analisou os resultados | valor=1677
linha=4362 | nome=Renata | acao=analisou os resultados | valor=6636
linha=4363 | nome=Tiago | acao=fez um experimento | valor=7637
linha=4364 | nome=Otavio | acao=otimizou o algoritmo | valor=1913
linha=4365 | nome=Helena | acao=otimizou o algoritmo | valor=3266
linha=4366 | nome=Helena | acao=executou o benchmark | valor=2718
linha=4367 | nome=Gabriela | acao=comparou as metricas | valor=1824
linha=4368 | nome=Karen | acao=participou da aula | valor=1148
linha=4369 | nome=Felipe | acao=executou o benchmark | valor=5394
linha=4370 | nome=Gabriela | acao=comparou as metricas | valor=5653
linha=4371 | nome=Sofia | acao=estudou computacao | valor=4321
linha=4372 | nome=Renata | acao=comparou as metricas | valor=7479
linha=4373 | nome=Mariana | acao=executou o benchmark | valor=8790
linha=4374 | nome=Mariana | acao=comparou as metricas | valor=3655
linha=4375 | nome=Tiago | acao=escreveu o relatorio | valor=5279
linha=4376 | nome=Renata | acao=executou o benchmark | valor=3192
linha=4377 | nome=Vitor | acao=otimizou o algoritmo | valor=9303
linha=4378 | nome=Joao | acao=executou o benchmark | valor=6407
linha=4379 | nome=Otavio | acao=estudou computacao | valor=9653
linha=4380 | nome=Karen | acao=comparou as metricas | valor=6331
linha=4381 | nome=Igor | acao=executou o benchmark | valor=6192
linha=4382 | nome=Tiago | acao=escreveu o relatorio | valor=9404
linha=4383 | nome=Joao | acao=participou da aula | valor=2265
linha=4384 | nome=Sofia | acao=executou o benchmark | valor=8945
linha=4385 | nome=Bruno | acao=participou da aula | valor=9188
linha=4386 | nome=Karen | acao=executou o benchmark | valor=1349
linha=4387 | nome=Karen | acao=escreveu o relatorio | valor=1530
linha=4388 | nome=Vitor | acao=escreveu o relatorio | valor=7005
linha=4389 | nome=Bruno | acao=comparou as metricas | valor=5708
linha=4390 | nome=Helena | acao=otimizou o algoritmo | valor=2520
linha=4391 | nome=Eduarda | acao=escreveu o relatorio | valor=2653
linha=4392 | nome=Vitor | acao=participou da aula | valor=4280
linha=4393 | nome=Igor | acao=fez um experimento | valor=4876
linha=4394 | nome=Helena | acao=executou o benchmark | valor=8168
linha=4395 | nome=Bruno | acao=analisou os resultados | valor=5308
linha=4396 | nome=Joao | acao=fez um experimento | valor=1789
linha=4397 | nome=Lucas | acao=estudou computacao | valor=8403
linha=4398 | nome=Carlos | acao=estudou computacao | valor=4845
linha=4399 | nome=Sofia | acao=otimizou o algoritmo | valor=2332
linha=4400 | nome=Tiago | acao=otimizou o algoritmo | valor=5168
linha=4401 | nome=Vitor | acao=fez um experimento | valor=4350
linha=4402 | nome=Igor | acao=escreveu o relatorio | valor=9477
linha=4403 | nome=Mariana | acao=fez um experimento | valor=6361
linha=4404 | nome=Gabriela | acao=participou da aula | valor=6111
linha=4405 | nome=Natalia | acao=executou o benchmark | valor=9199
linha=4406 | nome=Eduarda | acao=comparou as metricas | valor=2794
linha=4407 | nome=Helena | acao=participou da aula | valor=9279
linha=4408 | nome=Karen | acao=estudou computacao | valor=6644
linha=4409 | nome=Tiago | acao=analisou os resultados | valor=5215
linha=4410 | nome=Vitor | acao=comparou as metricas | valor=6052
linha=4411 | nome=Ana | acao=otimizou o algoritmo | valor=7208
linha=4412 | nome=Mariana | acao=analisou os resultados | valor=5319
linha=4413 | nome=Vitor | acao=otimizou o algoritmo | valor=8189
linha=4414 | nome=Carlos | acao=escreveu o relatorio | valor=8218
linha=4415 | nome=Daniela | acao=escreveu o relatorio | valor=6714
linha=4416 | nome=Joao | acao=executou o benchmark | valor=7831
linha=4417 | nome=Tiago | acao=executou o benchmark | valor=7405
linha=4418 | nome=Bruno | acao=analisou os resultados | valor=6130
linha=4419 | nome=Igor | acao=analisou os resultados | valor=9457
linha=4420 | nome=Carlos | acao=comparou as metricas | valor=8039
linha=4421 | nome=Igor | acao=executou o benchmark | valor=8934
linha=4422 | nome=Karen | acao=comparou as metricas | valor=6978
linha=4423 | nome=Bruno | acao=estudou computacao | valor=5908
linha=4424 | nome=Felipe | acao=executou o benchmark | valor=6985
linha=4425 | nome=Bruno | acao=executou o benchmark | valor=8646
linha=4426 | nome=Karen | acao=fez um experimento | valor=6847
linha=4427 | nome=Karen | acao=comparou as metricas | valor=4445
linha=4428 | nome=Mariana | acao=comparou as metricas | valor=1466
linha=4429 | nome=Lucas | acao=estudou computacao | valor=3795
linha=4430 | nome=Karen | acao=participou da aula | valor=4879
linha=4431 | nome=Renata | acao=comparou as metricas | valor=4776
linha=4432 | nome=Natalia | acao=participou da aula | valor=8630
linha=4433 | nome=Bruno | acao=executou o benchmark | valor=8486
linha=4434 | nome=Mariana | acao=comparou as metricas | valor=4846
linha=4435 | nome=Gabriela | acao=executou o benchmark | valor=6716
linha=4436 | nome=Karen | acao=analisou os resultados | valor=7019
linha=4437 | nome=Lucas | acao=executou o benchmark | valor=8677
linha=4438 | nome=Karen | acao=estudou computacao | valor=2946
linha=4439 | nome=Renata | acao=comparou as metricas | valor=1290
linha=4440 | nome=Mariana | acao=analisou os resultados | valor=4085
linha=4441 | nome=Sofia | acao=fez um experimento | valor=8789
linha=4442 | nome=Paulo | acao=otimizou o algoritmo | valor=1459
linha=4443 | nome=Vitor | acao=fez um experimento | valor=4253
linha=4444 | nome=Helena | acao=executou o benchmark | valor=5488
linha=4445 | nome=Joao | acao=estudou computacao | valor=5463
linha=4446 | nome=Tiago | acao=fez um experimento | valor=2046
linha=4447 | nome=Mariana | acao=comparou as metricas | valor=9184
linha=4448 | nome=Igor | acao=fez um experimento | valor=3495
linha=4449 | nome=Karen | acao=estudou computacao | valor=7793
linha=4450 | nome=Karen | acao=escreveu o relatorio | valor=8180
linha=4451 | nome=Renata | acao=participou da aula | valor=7224
linha=4452 | nome=Lucas | acao=analisou os resultados | valor=2210
linha=4453 | nome=Felipe | acao=participou da aula | valor=1693
linha=4454 | nome=Karen | acao=otimizou o algoritmo | valor=4394
linha=4455 | nome=Renata | acao=estudou computacao | valor=8099
linha=4456 | nome=Helena | acao=comparou as metricas | valor=3895
linha=4457 | nome=Vitor | acao=fez um experimento | valor=9298
linha=4458 | nome=Lucas | acao=escreveu o relatorio | valor=8123
linha=4459 | nome=Igor | acao=comparou as metricas | valor=5408
linha=4460 | nome=Joao | acao=executou o benchmark | valor=5536
linha=4461 | nome=Igor | acao=participou da aula | valor=5326
linha=4462 | nome=Karen | acao=comparou as metricas | valor=6482
linha=4463 | nome=Sofia | acao=escreveu o relatorio | valor=5556
linha=4464 | nome=Mariana | acao=executou o benchmark | valor=9402
linha=4465 | nome=Gabriela | acao=participou da aula | valor=2556
linha=4466 | nome=Joao | acao=estudou computacao | valor=1157
linha=4467 | nome=Igor | acao=executou o benchmark | valor=1653
linha=4468 | nome=Igor | acao=analisou os resultados | valor=4790
linha=4469 | nome=Mariana | acao=comparou as metricas | valor=8543
linha=4470 | nome=Tiago | acao=comparou as metricas | valor=4572
linha=4471 | nome=Mariana | acao=comparou as metricas | valor=6802
linha=4472 | nome=Tiago | acao=escreveu o relatorio | valor=6972
linha=4473 | nome=Mariana | acao=analisou os resultados | valor=3834
linha=4474 | nome=Tiago | acao=estudou computacao | valor=2309
linha=4475 | nome=Tiago | acao=comparou as metricas | valor=7590
linha=4476 | nome=Ana | acao=escreveu o relatorio | valor=4262
linha=4477 | nome=Sofia | acao=otimizou o algoritmo | valor=8549
linha=4478 | nome=Vitor | acao=participou da aula | valor=4942
linha=4479 | nome=Renata | acao=comparou as metricas | valor=4578
linha=4480 | nome=Ana | acao=otimizou o algoritmo | valor=7090
linha=4481 | nome=Ana | acao=comparou as metricas | valor=2734
linha=4482 | nome=Natalia | acao=comparou as metricas | valor=8332
linha=4483 | nome=Otavio | acao=participou da aula | valor=3297
linha=4484 | nome=Renata | acao=escreveu o relatorio | valor=7356
linha=4485 | nome=Paulo | acao=analisou os resultados | valor=6158
linha=4486 | nome=Daniela | acao=otimizou o algoritmo | valor=7469
linha=4487 | nome=Tiago | acao=estudou computacao | valor=5348
linha=4488 | nome=Daniela | acao=fez um experimento | valor=9213
linha=4489 | nome=Sofia | acao=participou da aula | valor=5601
linha=4490 | nome=Renata | acao=otimizou o algoritmo | valor=1520
linha=4491 | nome=Joao | acao=estudou computacao | valor=9677
linha=4492 | nome=Eduarda | acao=executou o benchmark | valor=8688
linha=4493 | nome=Otavio | acao=estudou computacao | valor=9817
linha=4494 | nome=Otavio | acao=executou o benchmark | valor=9394
linha=4495 | nome=Vitor | acao=analisou os resultados | valor=1464
linha=4496 | nome=Ana | acao=estudou computacao | valor=9912
linha=4497 | nome=Carlos | acao=executou o benchmark | valor=6822
linha=4498 | nome=Eduarda | acao=estudou computacao | valor=4246
linha=4499 | nome=Joao | acao=otimizou o algoritmo | valor=8340
linha=4500 | nome=Bruno | acao=escreveu o relatorio | valor=5891
linha=4501 | nome=Lucas | acao=executou o benchmark | valor=9969
linha=4502 | nome=Tiago | acao=analisou os resultados | valor=4774
linha=4503 | nome=Otavio | acao=escreveu o relatorio | valor=4456
linha=4504 | nome=Ana | acao=executou o benchmark | valor=6623
linha=4505 | nome=Igor | acao=fez um experimento | valor=6017
linha=4506 | nome=Joao | acao=estudou computacao | valor=9185
linha=4507 | nome=Lucas | acao=otimizou o algoritmo | valor=7473
linha=4508 | nome=Otavio | acao=participou da aula | valor=4872
linha=4509 | nome=Eduarda | acao=otimizou o algoritmo | valor=8158
linha=4510 | nome=Sofia | acao=analisou os resultados | valor=2275
linha=4511 | nome=Sofia | acao=analisou os resultados | valor=6824
linha=4512 | nome=Igor | acao=analisou os resultados | valor=8371
linha=4513 | nome=Renata | acao=escreveu o relatorio | valor=6266
linha=4514 | nome=Mariana | acao=analisou os resultados | valor=1771
linha=4515 | nome=Otavio | acao=escreveu o relatorio | valor=2290
linha=4516 | nome=Gabriela | acao=estudou computacao | valor=8073
linha=4517 | nome=Vitor | acao=participou da aula | valor=2726
linha=4518 | nome=Lucas | acao=executou o benchmark | valor=6885
linha=4519 | nome=Mariana | acao=escreveu o relatorio | valor=2464
linha=4520 | nome=Mariana | acao=comparou as metricas | valor=1403
linha=4521 | nome=Daniela | acao=participou da aula | valor=8713
linha=4522 | nome=Daniela | acao=escreveu o relatorio | valor=1453
linha=4523 | nome=Lucas | acao=comparou as metricas | valor=9821
linha=4524 | nome=Eduarda | acao=fez um experimento | valor=5078
linha=4525 | nome=Felipe | acao=comparou as metricas | valor=7291
linha=4526 | nome=Otavio | acao=otimizou o algoritmo | valor=7660
linha=4527 | nome=Karen | acao=escreveu o relatorio | valor=6278
linha=4528 | nome=Vitor | acao=analisou os resultados | valor=9562
linha=4529 | nome=Paulo | acao=participou da aula | valor=5817
linha=4530 | nome=Eduarda | acao=participou da aula | valor=3234
linha=4531 | nome=Eduarda | acao=fez um experimento | valor=4612
linha=4532 | nome=Carlos | acao=executou o benchmark | valor=7637
linha=4533 | nome=Paulo | acao=estudou computacao | valor=7690
linha=4534 | nome=Otavio | acao=comparou as metricas | valor=8847
linha=4535 | nome=Eduarda | acao=otimizou o algoritmo | valor=3877
linha=4536 | nome=Ana | acao=comparou as metricas | valor=3671
linha=4537 | nome=Natalia | acao=otimizou o algoritmo | valor=9094
linha=4538 | nome=Karen | acao=fez um experimento | valor=4391
linha=4539 | nome=Daniela | acao=participou da aula | valor=5074
linha=4540 | nome=Gabriela | acao=participou da aula | valor=4706
linha=4541 | nome=Bruno | acao=estudou computacao | valor=6415
linha=4542 | nome=Eduarda | acao=comparou as metricas | valor=5946
