linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=4539 | nome=Mariana | acao=fez um experimento | valor=4699
linha=4540 | nome=Helena | acao=executou o benchmark | valor=6036
linha=4541 | nome=Mariana | acao=escreveu o relatorio | valor=8354
linha=4542 | nome=Lucas | acao=otimizou o algoritmo | valor=3043
linha=4543 | nome=Eduarda | acao=fez um experimento | valor=1616
linha=4544 | nome=Mariana | acao=comparou as metricas | valor=6589
linha=4545 | nome=Tiago | acao=comparou as metricas | valor=8926
linha=4546 | nome=Sofia | acao=executou o benchmark | valor=2336
linha=4547 | nome=Joao | acao=fez um experimento | valor=3696
linha=4548 | nome=Igor | acao=executou o benchmark | valor=5266
linha=4549 | nome=Vitor | acao=analisou os resultados | valor=3441
linha=4550 | nome=Daniela | acao=estudou computacao | valor=8048
linha=4551 | nome=Sofia | acao=fez um experimento | valor=4644
linha=4552 | nome=Vitor | acao=analisou os resultados | valor=8101
linha=4553 | nome=Ana | acao=otimizou o algoritmo | valor=7929
linha=4554 | nome=Carlos | acao=estudou computacao | valor=7024
linha=4555 | nome=Sofia | acao=otimizou o algoritmo | valor=1633
linha=4556 | nome=Natalia | acao=otimizou o algoritmo | valor=2602
linha=4557 | nome=Helena | acao=analisou os resultados | valor=1051
linha=4558 | nome=Lucas | acao=comparou as metricas | valor=4865
linha=4559 | nome=Eduarda | acao=escreveu o relatorio | valor=6037
linha=4560 | nome=Sofia | acao=escreveu o relatorio | valor=8054
linha=4561 | nome=Felipe | acao=executou o benchmark | valor=8789
linha=4562 | nome=Helena | acao=escreveu o relatorio | valor=2720
linha=4563 | nome=Eduarda | acao=analisou os resultados | valor=1304
linha=4564 | nome=Igor | acao=executou o benchmark | valor=7528
linha=4565 | nome=Gabriela | acao=estudou computacao | valor=3558
linha=4566 | nome=Renata | acao=escreveu o relatorio | valor=7970
linha=4567 | nome=Mariana | acao=escreveu o relatorio | valor=7919
linha=4568 | nome=Tiago | acao=estudou computacao | valor=8722
linha=4569 | nome=Renata | acao=participou da aula | valor=2070
linha=4570 | nome=Helena | acao=analisou os resultados | valor=1043
linha=4571 | nome=Gabriela | acao=executou o benchmark | valor=6097
linha=4572 | nome=Eduarda | acao=comparou as metricas | valor=3636
linha=4573 | nome=Sofia | acao=executou o benchmark | valor=4608
linha=4574 | nome=Karen | acao=executou o benchmark | valor=3035
linha=4575 | nome=Carlos | acao=participou da aula | valor=3317
linha=4576 | nome=Helena | acao=executou o benchmark | valor=7670
linha=4577 | nome=Daniela | acao=analisou os resultados | valor=5580
linha=4578 | nome=Carlos | acao=executou o benchmark | valor=7333
linha=4579 | nome=Mariana | acao=estudou computacao | valor=6261
linha=4580 | nome=Renata | acao=analisou os resultados | valor=5500
linha=4581 | nome=Daniela | acao=otimizou o algoritmo | valor=7070
linha=4582 | nome=Eduarda | acao=fez um experimento | valor=5121
linha=4583 | nome=Renata | acao=fez um experimento | valor=3664
linha=4584 | nome=Mariana | acao=estudou computacao | valor=2507
linha=4585 | nome=Karen | acao=estudou computacao | valor=4145
linha=4586 | nome=Paulo | acao=estudou computacao | valor=7203
linha=4587 | nome=Igor | acao=executou o benchmark | valor=5226
linha=4588 | nome=Vitor | acao=otimizou o algoritmo | valor=6921
linha=4589 | nome=Joao | acao=otimizou o algoritmo | valor=9482
linha=4590 | nome=Renata | acao=estudou computacao | valor=7591
linha=4591 | nome=Daniela | acao=fez um experimento | valor=5185
linha=4592 | nome=Carlos | acao=participou da aula | valor=1154
linha=4593 | nome=Karen | acao=fez um experimento | valor=4202
linha=4594 | nome=Karen | acao=escreveu o relatorio | valor=3045
linha=4595 | nome=Carlos | acao=otimizou o algoritmo | valor=1307
linha=4596 | nome=Igor | acao=participou da aula | valor=9924
linha=4597 | nome=Ana | acao=participou da aula | valor=1097
linha=4598 | nome=Lucas | acao=fez um experimento | valor=2073
linha=4599 | nome=Helena | acao=fez um experimento | valor=3091
linha=4600 | nome=Mariana | acao=executou o benchmark | valor=1867
linha=4601 | nome=Paulo | acao=otimizou o algoritmo | valor=2123
linha=4602 | nome=Tiago | acao=estudou computacao | valor=9327
linha=4603 | nome=Daniela | acao=executou o benchmark | valor=3859
linha=4604 | nome=Lucas | acao=comparou as metricas | valor=7012
linha=4605 | nome=Eduarda | acao=analisou os resultados | valor=7772
linha=4606 | nome=Vitor | acao=otimizou o algoritmo | valor=6858
linha=4607 | nome=Bruno | acao=executou o benchmark | valor=8254
linha=4608 | nome=Gabriela | acao=fez um experimento | valor=6400
linha=4609 | nome=Helena | acao=executou o benchmark | valor=6697
linha=4610 | nome=Natalia | acao=executou o benchmark | valor=2013
linha=4611 | nome=Natalia | acao=comparou as metricas | valor=5481
linha=4612 | nome=Lucas | acao=otimizou o algoritmo | valor=2527
linha=4613 | nome=Lucas | acao=analisou os resultados | valor=4085
linha=4614 | nome=Carlos | acao=fez um experimento | valor=2025
linha=4615 | nome=Gabriela | acao=participou da aula | valor=1269
linha=4616 | nome=Helena | acao=estudou computacao | valor=7429
linha=4617 | nome=Bruno | acao=participou da aula | valor=3676
linha=4618 | nome=Carlos | acao=analisou os resultados | valor=6397
linha=4619 | nome=Natalia | acao=otimizou o algoritmo | valor=8731
linha=4620 | nome=Bruno | acao=escreveu o relatorio | valor=2345
linha=4621 | nome=Eduarda | acao=analisou os resultados | valor=6479
linha=4622 | nome=Vitor | acao=participou da aula | valor=2373
linha=4623 | nome=Vitor | acao=comparou as metricas | valor=7901
linha=4624 | nome=Joao | acao=estudou computacao | valor=7169
linha=4625 | nome=Karen | acao=otimizou o algoritmo | valor=8613
linha=4626 | nome=Tiago | acao=executou o benchmark | valor=1578
linha=4627 | nome=Tiago | acao=otimizou o algoritmo | valor=6972
linha=4628 | nome=Tiago | acao=executou o benchmark | valor=1057
linha=4629 | nome=Natalia | acao=participou da aula | valor=1834
linha=4630 | nome=Paulo | acao=estudou computacao | valor=8064
linha=4631 | nome=Natalia | acao=otimizou o algoritmo | valor=3995
linha=4632 | nome=Paulo | acao=estudou computacao | valor=6107
linha=4633 | nome=Mariana | acao=otimizou o algoritmo | valor=3750
linha=4634 | nome=Lucas | acao=escreveu o relatorio | valor=6486
linha=4635 | nome=Tiago | acao=estudou computacao | valor=6143
linha=4636 | nome=Otavio | acao=fez um experimento | valor=1225
linha=4637 | nome=Felipe | acao=escreveu o relatorio | valor=1164
linha=4638 | nome=Daniela | acao=analisou os resultados | valor=6838
linha=4639 | nome=Tiago | acao=escreveu o relatorio | valor=6937
linha=4640 | nome=Mariana | acao=comparou as metricas | valor=4790
linha=4641 | nome=Renata | acao=estudou computacao | valor=4973
linha=4642 | nome=Sofia | acao=estudou computacao | valor=4309
linha=4643 | nome=Renata | acao=comparou as metricas | valor=8234
linha=4644 | nome=Joao | acao=escreveu o relatorio | valor=5900
linha=4645 | nome=Otavio | acao=executou o benchmark | valor=4504
linha=4646 | nome=Karen | acao=executou o benchmark | valor=6749
linha=4647 | nome=Natalia | acao=analisou os resultados | valor=9169
linha=4648 | nome=Lucas | acao=otimizou o algoritmo | valor=9463
linha=4649 | nome=Renata | acao=estudou computacao | valor=8128
linha=4650 | nome=Helena | acao=estudou computacao | valor=4142
linha=4651 | nome=Mariana | acao=otimizou o algoritmo | valor=3587
linha=4652 | nome=Joao | acao=analisou os resultados | valor=2376
linha=4653 | nome=Vitor | acao=escreveu o relatorio | valor=6794
linha=4654 | nome=Natalia | acao=analisou os resultados | valor=8420
linha=4655 | nome=Felipe | acao=participou da aula | valor=8535
linha=4656 | nome=Tiago | acao=estudou computacao | valor=7980
linha=4657 | nome=Joao | acao=analisou os resultados | valor=3153
linha=4658 | nome=Mariana | acao=fez um experimento | valor=4698
linha=4659 | nome=Lucas | acao=estudou computacao | valor=2079
linha=4660 | nome=Vitor | acao=participou da aula | valor=9401
linha=4661 | nome=Mariana | acao=comparou as metricas | valor=2982
linha=4662 | nome=Felipe | acao=analisou os resultados | valor=4695
linha=4663 | nome=Sofia | acao=executou o benchmark | valor=6164
linha=4664 | nome=Renata | acao=executou o benchmark | valor=5378
linha=4665 | nome=Felipe | acao=fez um experimento | valor=1725
linha=4666 | nome=Igor | acao=estudou computacao | valor=9044
linha=4667 | nome=Daniela | acao=comparou as metricas | valor=6686
linha=4668 | nome=Natalia | acao=executou o benchmark | valor=2294
linha=4669 | nome=Felipe | acao=executou o benchmark | valor=5015
linha=4670 | nome=Bruno | acao=fez um experimento | valor=6046
linha=4671 | nome=Vitor | acao=analisou os resultados | valor=7401
linha=4672 | nome=Mariana | acao=participou da aula | valor=9314
linha=4673 | nome=Ana | acao=estudou computacao | valor=9207
linha=4674 | nome=Karen | acao=comparou as metricas | valor=6946
linha=4675 | nome=Felipe | acao=fez um experimento | valor=7395
linha=4676 | nome=Sofia | acao=otimizou o algoritmo | valor=2851
linha=4677 | nome=Otavio | acao=executou o benchmark | valor=7382
linha=4678 | nome=Ana | acao=escreveu o relatorio | valor=6405
linha=4679 | nome=Otavio | acao=fez um experimento | valor=3863
linha=4680 | nome=Felipe | acao=estudou computacao | valor=7136
linha=4681 | nome=Mariana | acao=analisou os resultados | valor=3690
linha=4682 | nome=Felipe | acao=escreveu o relatorio | valor=2301
linha=4683 | nome=Gabriela | acao=otimizou o algoritmo | valor=1429
linha=4684 | nome=Lucas | acao=fez um experimento | valor=2065
linha=4685 | nome=Ana | acao=fez um experimento | valor=7589
linha=4686 | nome=Mariana | acao=fez um experimento | valor=8060
linha=4687 | nome=Natalia | acao=comparou as metricas | valor=4197
linha=4688 | nome=Joao | acao=participou da aula | valor=9046
linha=4689 | nome=Sofia | acao=escreveu o relatorio | valor=7846
linha=4690 | nome=Natalia | acao=fez um experimento | valor=1711
linha=4691 | nome=Helena | acao=fez um experimento | valor=7583
linha=4692 | nome=Otavio | acao=executou o benchmark | valor=8087
linha=4693 | nome=Igor | acao=participou da aula | valor=8788
linha=4694 | nome=Gabriela | acao=otimizou o algoritmo | valor=8842
linha=4695 | nome=Otavio | acao=executou o benchmark | valor=7717
linha=4696 | nome=Paulo | acao=analisou os resultados | valor=9293
linha=4697 | nome=Sofia | acao=fez um experimento | valor=4813
linha=4698 | nome=Joao | acao=estudou computacao | valor=9862
linha=4699 | nome=Otavio | acao=otimizou o algoritmo | valor=1628
linha=4700 | nome=Felipe | acao=estudou computacao | valor=7887
linha=4701 | nome=Sofia | acao=comparou as metricas | valor=9389
linha=4702 | nome=Otavio | acao=participou da aula | valor=5198
linha=4703 | nome=Mariana | acao=estudou computacao | valor=7074
linha=4704 | nome=Bruno | acao=analisou os resultados | valor=2944
linha=4705 | nome=Natalia | acao=escreveu o relatorio | valor=2329
linha=4706 | nome=Renata | acao=comparou as metricas | valor=9122
linha=4707 | nome=Carlos | acao=participou da aula | valor=4323
linha=4708 | nome=Vitor | acao=analisou os resultados | valor=3166
linha=4709 | nome=Eduarda | acao=comparou as metricas | valor=7946
linha=4710 | nome=Igor | acao=executou o benchmark | valor=5222
linha=4711 | nome=Karen | acao=participou da aula | valor=2672
linha=4712 | nome=Sofia | acao=otimizou o algoritmo | valor=3276
linha=4713 | nome=Natalia | acao=otimizou o algoritmo | valor=8812
linha=4714 | nome=Ana | acao=otimizou o algoritmo | valor=4207
linha=4715 | nome=Ana | acao=analisou os resultados | valor=7657
linha=4716 | nome=Tiago | acao=escreveu o relatorio | valor=4607
linha=4717 | nome=Bruno | acao=executou o benchmark | valor=7761
linha=4718 | nome=Natalia | acao=otimizou o algoritmo | valor=1822
linha=4719 | nome=Tiago | acao=otimizou o algoritmo | valor=3777
linha=4720 | nome=Felipe | acao=executou o benchmark | valor=3697
linha=4721 | nome=Paulo | acao=participou da aula | valor=4999
linha=4722 | nome=Carlos | acao=participou da aula | valor=1692
linha=4723 | nome=Daniela | acao=escreveu o relatorio | valor=3993
linha=4724 | nome=Otavio | acao=otimizou o algoritmo | valor=9389
linha=4725 | nome=Bruno | acao=estudou computacao | valor=9969
linha=4726 | nome=Otavio | acao=executou o benchmark | valor=6483
linha=4727 | nome=Igor | acao=participou da aula | valor=9637
linha=4728 | nome=Helena | acao=comparou as metricas | valor=6824
linha=4729 | nome=Vitor | acao=participou da aula | valor=6865
linha=4730 | nome=Bruno | acao=analisou os resultados | valor=7636
linha=4731 | nome=Gabriela | acao=escreveu o relatorio | valor=9668
linha=4732 | nome=Carlos | acao=participou da aula | valor=7400
linha=4733 | nome=Eduarda | acao=otimizou o algoritmo | valor=9483
linha=4734 | nome=Bruno | acao=participou da aula | valor=7226
linha=4735 | nome=Gabriela | acao=fez um experimento | valor=6212
linha=4736 | nome=Mariana | acao=executou o benchmark | valor=2927
linha=4737 | nome=Helena | acao=fez um experimento | valor=8185
linha=4738 | nome=Karen | acao=estudou computacao | valor=3032
linha=4739 | nome=Karen | acao=analisou os resultados | valor=5395
linha=4740 | nome=Tiago | acao=analisou os resultados | valor=6057
linha=4741 | nome=Mariana | acao=otimizou o algoritmo | valor=2894
linha=4742 | nome=Eduarda | acao=analisou os resultados | valor=7125
linha=4743 | nome=Sofia | acao=estudou computacao | valor=6754
linha=4744 | nome=Joao | acao=executou o benchmark | valor=8151
linha=4745 | nome=Natalia | acao=estudou computacao | valor=9248
linha=4746 | nome=Gabriela | acao=participou da aula | valor=2355
linha=4747 | nome=Sofia | acao=executou o benchmark | valor=9032
linha=4748 | nome=Joao | acao=analisou os resultados | valor=1409
linha=4749 | nome=Felipe | acao=fez um experimento | valor=4844
linha=4750 | nome=Vitor | acao=comparou as metricas | valor=1093
linha=4751 | nome=Helena | acao=participou da aula | valor=5785
linha=4752 | nome=Felipe | acao=analisou os resultados | valor=3048
linha=4753 | nome=Carlos | acao=fez um experimento | valor=1654
linha=4754 | nome=Gabriela | acao=escreveu o relatorio | valor=7869
linha=4755 | nome=Bruno | acao=otimizou o algoritmo | valor=1962
linha=4756 | nome=Sofia | acao=otimizou o algoritmo | valor=4109
linha=4757 | nome=Eduarda | acao=executou o benchmark | valor=4902
linha=4758 | nome=Mariana | acao=fez um experimento | valor=6940
linha=4759 | nome=Tiago | acao=otimizou o algoritmo | valor=9132
linha=4760 | nome=Helena | acao=estudou computacao | valor=1043
linha=4761 | nome=Tiago | acao=otimizou o algoritmo | valor=7115
linha=4762 | nome=Mariana | acao=escreveu o relatorio | valor=3498
linha=4763 | nome=Karen | acao=participou da aula | valor=6080
linha=4764 | nome=Renata | acao=participou da aula | valor=4018
linha=4765 | nome=Lucas | acao=estudou computacao | valor=6282
linha=4766 | nome=Renata | acao=comparou as metricas | valor=7125
linha=4767 | nome=Lucas | acao=executou o benchmark | valor=1858
linha=4768 | nome=Felipe | acao=fez um experimento | valor=8891
linha=4769 | nome=Karen | acao=fez um experimento | valor=5395
linha=4770 | nome=Mariana | acao=escreveu o relatorio | valor=3658
linha=4771 | nome=Sofia | acao=escreveu o relatorio | valor=7158
linha=4772 | nome=Karen | acao=participou da aula | valor=7659
linha=4773 | nome=Eduarda | acao=escreveu o relatorio | valor=2486
linha=4774 | nome=Daniela | acao=analisou os resultados | valor=2048
linha=4775 | nome=Lucas | acao=analisou os resultados | valor=5936
linha=4776 | nome=Lucas | acao=analisou os resultados | valor=2283
linha=4777 | nome=Felipe | acao=executou o benchmark | valor=3181
linha=4778 | nome=Joao | acao=participou da aula | valor=6625
linha=4779 | nome=Otavio | acao=analisou os resultados | valor=3119
linha=4780 | nome=Renata | acao=estudou computacao | valor=2361
linha=4781 | nome=Paulo | acao=escreveu o relatorio | valor=4775
linha=4782 | nome=Ana | acao=executou o benchmark | valor=6496
linha=4783 | nome=Lucas | acao=analisou os resultados | valor=1328
linha=4784 | nome=Natalia | acao=estudou computacao | valor=5746
linha=4785 | nome=Igor | acao=otimizou o algoritmo | valor=2176
linha=4786 | nome=Joao | acao=comparou as metricas | valor=3581
linha=4787 | nome=Karen | acao=otimizou o algoritmo | valor=2692
linha=4788 | nome=Carlos | acao=escreveu o relatorio | valor=8069
linha=4789 | nome=Joao | acao=comparou as metricas | valor=5581
linha=4790 | nome=Felipe | acao=analisou os resultados | valor=3855
linha=4791 | nome=Paulo | acao=analisou os resultados | valor=7534
linha=4792 | nome=Mariana | acao=estudou computacao | valor=3675
linha=4793 | nome=Gabriela | acao=estudou computacao | valor=4673
